Response_ID,Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
12574,07_2017,OH,361321,207,38
12575,07_2017,OH,361322,103,37
12576,07_2017,OH,361323,292,37
12577,07_2017,OH,361324,249,33
12578,07_2017,OH,361325,446,33
12579,07_2017,OH,361326,69,12
12580,07_2017,OH,361327,Not Available,Not Available
12581,07_2017,OH,361328,287,27
12582,07_2017,OH,361329,135,28
12583,07_2017,OH,361330,184,34
12584,07_2017,OH,361331,178,30
12585,07_2017,OH,361332,203,18
12586,07_2017,OH,361333,371,39
12587,07_2017,OH,361334,60,22
12588,07_2017,OH,363300,Not Available,Not Available
12589,07_2017,OH,363302,Not Available,Not Available
12590,07_2017,OH,363303,Not Available,Not Available
12591,07_2017,OH,363304,Not Available,Not Available
12592,07_2017,OH,363305,Not Available,Not Available
12593,07_2017,OH,363306,Not Available,Not Available
12594,07_2017,OH,363308,Not Available,Not Available
12595,07_2017,OK,370001,1688,28
12596,07_2017,OK,370002,285,30
12597,07_2017,OK,370004,225,19
12598,07_2017,OK,370006,416,23
12599,07_2017,OK,370008,2666,26
12600,07_2017,OK,370011,66,27
12601,07_2017,OK,370013,2176,29
12602,07_2017,OK,370014,546,22
12603,07_2017,OK,370015,150,36
12604,07_2017,OK,370016,473,23
12605,07_2017,OK,370018,1078,36
12606,07_2017,OK,370019,346,26
12607,07_2017,OK,370020,615,32
12608,07_2017,OK,370022,405,22
12609,07_2017,OK,370023,514,27
12610,07_2017,OK,370025,653,27
12611,07_2017,OK,370026,496,21
12612,07_2017,OK,370028,1499,24
12613,07_2017,OK,370029,179,23
12614,07_2017,OK,370030,FEWER THAN 50,27
12615,07_2017,OK,370032,580,25
12616,07_2017,OK,370034,557,22
12617,07_2017,OK,370037,458,21
12618,07_2017,OK,370039,464,24
12619,07_2017,OK,370040,169,25
12620,07_2017,OK,370041,135,26
12621,07_2017,OK,370047,1077,31
12622,07_2017,OK,370048,100,13
12623,07_2017,OK,370049,564,23
12624,07_2017,OK,370054,134,23
12625,07_2017,OK,370056,937,19
12626,07_2017,OK,370057,80,20
12627,07_2017,OK,370065,111,20
12628,07_2017,OK,370072,Not Available,Not Available
12629,07_2017,OK,370078,682,14
12630,07_2017,OK,370080,FEWER THAN 50,30
12631,07_2017,OK,370083,FEWER THAN 50,15
12632,07_2017,OK,370089,474,24
12633,07_2017,OK,370091,3859,31
12634,07_2017,OK,370093,3072,23
12635,07_2017,OK,370094,815,19
12636,07_2017,OK,370097,613,26
12637,07_2017,OK,370099,234,22
12638,07_2017,OK,370100,119,15
12639,07_2017,OK,370106,571,19
12640,07_2017,OK,370112,88,28
12641,07_2017,OK,370113,323,24
12642,07_2017,OK,370114,3948,32
12643,07_2017,OK,370138,100,29
12644,07_2017,OK,370139,FEWER THAN 50,23
12645,07_2017,OK,370149,535,21
12646,07_2017,OK,370153,120,28
12647,07_2017,OK,370156,118,34
12648,07_2017,OK,370158,96,24
12649,07_2017,OK,370166,167,26
12650,07_2017,OK,370170,FEWER THAN 50,17
12651,07_2017,OK,370171,Not Available,Not Available
12652,07_2017,OK,370172,222,21
12653,07_2017,OK,370173,186,23
12654,07_2017,OK,370178,209,22
12655,07_2017,OK,370180,449,19
12656,07_2017,OK,370183,73,26
12657,07_2017,OK,370190,119,25
12658,07_2017,OK,370192,FEWER THAN 50,35
12659,07_2017,OK,370199,411,27
12660,07_2017,OK,370201,FEWER THAN 50,26
12661,07_2017,OK,370202,1132,27
12662,07_2017,OK,370203,660,35
12663,07_2017,OK,370206,379,40
12664,07_2017,OK,370210,1551,42
12665,07_2017,OK,370211,409,19
12666,07_2017,OK,370212,352,48
12667,07_2017,OK,370214,Not Available,Not Available
12668,07_2017,OK,370215,1385,43
12669,07_2017,OK,370216,580,49
12670,07_2017,OK,370218,479,29
12671,07_2017,OK,370220,Not Available,Not Available
12672,07_2017,OK,370222,1117,51
12673,07_2017,OK,370225,82,35
12674,07_2017,OK,370227,431,33
12675,07_2017,OK,370228,310,25
12676,07_2017,OK,370229,116,26
12677,07_2017,OK,370233,Not Available,Not Available
12678,07_2017,OK,370234,669,31
12679,07_2017,OK,370235,959,43
12680,07_2017,OK,370236,535,25
12681,07_2017,OK,371300,FEWER THAN 50,16
12682,07_2017,OK,371301,Not Available,Not Available
12683,07_2017,OK,371302,FEWER THAN 50,30
12684,07_2017,OK,371303,Not Available,Not Available
12685,07_2017,OK,371304,Not Available,Not Available
12686,07_2017,OK,371305,Not Available,Not Available
12687,07_2017,OK,371306,FEWER THAN 50,26
12688,07_2017,OK,371307,Not Available,Not Available
12689,07_2017,OK,371309,Not Available,Not Available
12690,07_2017,OK,371310,Not Available,Not Available
12691,07_2017,OK,371311,Not Available,Not Available
12692,07_2017,OK,371312,98,30
12693,07_2017,OK,371313,FEWER THAN 50,26
12694,07_2017,OK,371314,Not Available,Not Available
12695,07_2017,OK,371316,Not Available,Not Available
12696,07_2017,OK,371317,71,28
12697,07_2017,OK,371318,Not Available,Not Available
12698,07_2017,OK,371319,Not Available,Not Available
12699,07_2017,OK,371320,Not Available,Not Available
12700,07_2017,OK,371321,84,29
12701,07_2017,OK,371322,Not Available,Not Available
12702,07_2017,OK,371323,Not Available,Not Available
12703,07_2017,OK,371324,FEWER THAN 50,43
12704,07_2017,OK,371325,FEWER THAN 50,22
12705,07_2017,OK,371326,FEWER THAN 50,23
12706,07_2017,OK,371327,Not Available,Not Available
12707,07_2017,OK,371328,120,36
12708,07_2017,OK,371329,FEWER THAN 50,33
12709,07_2017,OK,371330,Not Available,Not Available
12710,07_2017,OK,371331,Not Available,Not Available
12711,07_2017,OK,371332,Not Available,Not Available
12712,07_2017,OK,371333,Not Available,Not Available
12713,07_2017,OK,371334,Not Available,Not Available
12714,07_2017,OK,371335,Not Available,Not Available
12715,07_2017,OK,371336,Not Available,Not Available
12716,07_2017,OK,371337,Not Available,Not Available
12717,07_2017,OK,371338,Not Available,Not Available
12718,07_2017,OK,373300,Not Available,Not Available
12719,07_2017,OR,380001,358,26
12720,07_2017,OR,380002,1316,30
12721,07_2017,OR,380004,1638,30
12722,07_2017,OR,380005,363,38
12723,07_2017,OR,380007,865,21
12724,07_2017,OR,380009,4821,28
12725,07_2017,OR,380014,581,29
12726,07_2017,OR,380017,831,26
12727,07_2017,OR,380018,3556,32
12728,07_2017,OR,380020,790,32
12729,07_2017,OR,380021,579,27
12730,07_2017,OR,380022,492,25
12731,07_2017,OR,380025,532,25
12732,07_2017,OR,380027,526,26
12733,07_2017,OR,380029,539,22
12734,07_2017,OR,380033,190,22
12735,07_2017,OR,380037,538,28
12736,07_2017,OR,380038,552,27
12737,07_2017,OR,380040,534,27
12738,07_2017,OR,380047,473,32
12739,07_2017,OR,380050,619,24
12740,07_2017,OR,380051,1283,27
12741,07_2017,OR,380052,382,24
12742,07_2017,OR,380056,203,28
12743,07_2017,OR,380060,547,27
12744,07_2017,OR,380061,1616,28
12745,07_2017,OR,380071,543,26
12746,07_2017,OR,380075,677,27
12747,07_2017,OR,380082,527,29
12748,07_2017,OR,380089,594,25
12749,07_2017,OR,380090,566,27
12750,07_2017,OR,380091,4006,32
12751,07_2017,OR,380102,2581,32
12752,07_2017,OR,380103,2270,38
12753,07_2017,OR,381301,102,30
12754,07_2017,OR,381302,188,25
12755,07_2017,OR,381303,191,24
12756,07_2017,OR,381304,FEWER THAN 50,33
12757,07_2017,OR,381305,FEWER THAN 50,27
12758,07_2017,OR,381306,144,33
12759,07_2017,OR,381307,77,28
12760,07_2017,OR,381308,FEWER THAN 50,35
12761,07_2017,OR,381309,69,27
12762,07_2017,OR,381310,Not Available,Not Available
12763,07_2017,OR,381311,85,39
12764,07_2017,OR,381312,109,33
12765,07_2017,OR,381313,119,24
12766,07_2017,OR,381314,222,22
12767,07_2017,OR,381315,171,32
12768,07_2017,OR,381316,258,35
12769,07_2017,OR,381317,259,26
12770,07_2017,OR,381318,338,28
12771,07_2017,OR,381319,260,28
12772,07_2017,OR,381320,378,31
12773,07_2017,OR,381321,246,25
12774,07_2017,OR,381322,71,22
12775,07_2017,OR,381323,250,19
12776,07_2017,OR,381324,78,15
12777,07_2017,OR,381325,258,29
12778,07_2017,OR,383300,Not Available,Not Available
12779,07_2017,PA,390001,1736,31
12780,07_2017,PA,390002,486,27
12781,07_2017,PA,390003,531,34
12782,07_2017,PA,390004,1677,28
12783,07_2017,PA,390006,4037,33
12784,07_2017,PA,390008,251,35
12785,07_2017,PA,390009,500,30
12786,07_2017,PA,390012,504,35
12787,07_2017,PA,390013,592,39
12788,07_2017,PA,390016,428,29
12789,07_2017,PA,390019,Not Available,Not Available
12790,07_2017,PA,390025,Not Available,Not Available
12791,07_2017,PA,390026,616,24
12792,07_2017,PA,390027,1438,12
12793,07_2017,PA,390028,1306,28
12794,07_2017,PA,390030,359,26
12795,07_2017,PA,390031,413,34
12796,07_2017,PA,390032,503,34
12797,07_2017,PA,390035,329,29
12798,07_2017,PA,390036,336,29
12799,07_2017,PA,390037,539,37
12800,07_2017,PA,390039,587,39
12801,07_2017,PA,390041,810,29
12802,07_2017,PA,390042,1090,34
12803,07_2017,PA,390044,535,30
12804,07_2017,PA,390045,2600,33
12805,07_2017,PA,390046,527,31
12806,07_2017,PA,390048,559,30
12807,07_2017,PA,390049,462,29
12808,07_2017,PA,390050,462,34
12809,07_2017,PA,390052,296,33
12810,07_2017,PA,390056,321,29
12811,07_2017,PA,390057,366,36
12812,07_2017,PA,390058,547,30
12813,07_2017,PA,390061,780,28
12814,07_2017,PA,390062,458,34
12815,07_2017,PA,390063,2269,34
12816,07_2017,PA,390065,524,32
12817,07_2017,PA,390066,1449,31
12818,07_2017,PA,390067,1331,35
12819,07_2017,PA,390068,388,20
12820,07_2017,PA,390070,425,21
12821,07_2017,PA,390071,186,27
12822,07_2017,PA,390072,312,30
12823,07_2017,PA,390073,1724,34
12824,07_2017,PA,390076,570,27
12825,07_2017,PA,390079,470,32
12826,07_2017,PA,390080,373,23
12827,07_2017,PA,390081,494,19
12828,07_2017,PA,390084,137,33
12829,07_2017,PA,390086,361,30
12830,07_2017,PA,390090,490,28
12831,07_2017,PA,390091,666,36
12832,07_2017,PA,390093,295,32
12833,07_2017,PA,390096,694,25
12834,07_2017,PA,390097,466,26
12835,07_2017,PA,390100,629,38
12836,07_2017,PA,390101,520,26
12837,07_2017,PA,390102,1428,40
12838,07_2017,PA,390104,157,37
12839,07_2017,PA,390107,1494,45
12840,07_2017,PA,390110,2507,35
12841,07_2017,PA,390111,446,26
12842,07_2017,PA,390112,338,43
12843,07_2017,PA,390113,426,31
12844,07_2017,PA,390114,2010,28
12845,07_2017,PA,390115,2857,20
12846,07_2017,PA,390116,268,19
12847,07_2017,PA,390117,360,35
12848,07_2017,PA,390118,336,28
12849,07_2017,PA,390119,562,24
12850,07_2017,PA,390123,1117,23
12851,07_2017,PA,390125,583,33
12852,07_2017,PA,390127,582,27
12853,07_2017,PA,390130,110,42
12854,07_2017,PA,390133,1688,30
12855,07_2017,PA,390137,1348,29
12856,07_2017,PA,390138,418,27
12857,07_2017,PA,390139,1479,32
12858,07_2017,PA,390142,919,12
12859,07_2017,PA,390145,495,39
12860,07_2017,PA,390146,518,30
12861,07_2017,PA,390147,622,34
12862,07_2017,PA,390150,189,27
12863,07_2017,PA,390151,457,31
12864,07_2017,PA,390153,1411,34
12865,07_2017,PA,390156,1416,14
12866,07_2017,PA,390157,573,27
12867,07_2017,PA,390160,376,35
12868,07_2017,PA,390162,556,27
12869,07_2017,PA,390163,580,31
12870,07_2017,PA,390164,5645,34
12871,07_2017,PA,390168,1477,28
12872,07_2017,PA,390173,1552,34
12873,07_2017,PA,390174,4831,24
12874,07_2017,PA,390178,800,34
12875,07_2017,PA,390179,777,30
12876,07_2017,PA,390180,1647,20
12877,07_2017,PA,390183,394,31
12878,07_2017,PA,390184,234,28
12879,07_2017,PA,390185,409,26
12880,07_2017,PA,390192,132,41
12881,07_2017,PA,390194,341,28
12882,07_2017,PA,390195,1799,25
12883,07_2017,PA,390197,471,21
12884,07_2017,PA,390198,226,23
12885,07_2017,PA,390199,401,41
12886,07_2017,PA,390201,649,24
12887,07_2017,PA,390203,912,38
12888,07_2017,PA,390204,913,23
12889,07_2017,PA,390211,1310,30
12890,07_2017,PA,390217,462,30
12891,07_2017,PA,390219,338,34
12892,07_2017,PA,390220,465,27
12893,07_2017,PA,390222,1185,32
12894,07_2017,PA,390223,619,28
12895,07_2017,PA,390225,735,35
12896,07_2017,PA,390226,444,25
12897,07_2017,PA,390228,668,41
12898,07_2017,PA,390231,585,29
12899,07_2017,PA,390233,410,35
12900,07_2017,PA,390236,180,34
12901,07_2017,PA,390237,535,32
12902,07_2017,PA,390256,620,30
12903,07_2017,PA,390258,3703,32
12904,07_2017,PA,390263,797,28
12905,07_2017,PA,390265,335,36
12906,07_2017,PA,390266,296,34
12907,07_2017,PA,390267,496,31
12908,07_2017,PA,390268,625,37
12909,07_2017,PA,390270,2350,31
12910,07_2017,PA,390272,Not Available,Not Available
12911,07_2017,PA,390278,Not Available,Not Available
12912,07_2017,PA,390290,672,28
12913,07_2017,PA,390302,Not Available,Not Available
12914,07_2017,PA,390304,407,19
12915,07_2017,PA,390307,FEWER THAN 50,57
12916,07_2017,PA,390312,164,23
12917,07_2017,PA,390314,436,60
12918,07_2017,PA,390316,423,65
12919,07_2017,PA,390321,653,61
12920,07_2017,PA,390322,843,52
12921,07_2017,PA,390323,348,74
12922,07_2017,PA,390324,664,65
12923,07_2017,PA,390325,878,62
12924,07_2017,PA,390326,596,36
12925,07_2017,PA,390327,392,56
12926,07_2017,PA,390328,899,35
12927,07_2017,PA,390329,556,25
12928,07_2017,PA,390330,Not Available,Not Available
12929,07_2017,PA,391300,247,41
12930,07_2017,PA,391301,129,37
12931,07_2017,PA,391302,105,55
12932,07_2017,PA,391303,169,32
12933,07_2017,PA,391304,Not Available,Not Available
12934,07_2017,PA,391305,139,31
12935,07_2017,PA,391306,251,37
12936,07_2017,PA,391307,362,53
12937,07_2017,PA,391308,93,32
12938,07_2017,PA,391309,180,33
12939,07_2017,PA,391312,168,35
12940,07_2017,PA,391313,428,33
12941,07_2017,PA,391314,253,39
12942,07_2017,PA,391315,495,29
12943,07_2017,PA,391316,Not Available,Not Available
12944,07_2017,PA,393302,Not Available,Not Available
12945,07_2017,PA,393303,Not Available,Not Available
12946,07_2017,PA,393304,Not Available,Not Available
12947,07_2017,PA,393307,Not Available,Not Available
12948,07_2017,PA,393308,Not Available,Not Available
12949,07_2017,PA,393309,Not Available,Not Available
12950,07_2017,PR,400001,Not Available,Not Available
12951,07_2017,PR,400003,Not Available,Not Available
12952,07_2017,PR,400004,Not Available,Not Available
12953,07_2017,PR,400005,Not Available,Not Available
12954,07_2017,PR,400006,Not Available,Not Available
12955,07_2017,PR,400007,Not Available,Not Available
12956,07_2017,PR,400009,Not Available,Not Available
12957,07_2017,PR,400010,Not Available,Not Available
12958,07_2017,PR,400011,Not Available,Not Available
12959,07_2017,PR,400012,Not Available,Not Available
12960,07_2017,PR,400013,Not Available,Not Available
12961,07_2017,PR,400014,Not Available,Not Available
12962,07_2017,PR,400015,Not Available,Not Available
12963,07_2017,PR,400016,Not Available,Not Available
12964,07_2017,PR,400018,Not Available,Not Available
12965,07_2017,PR,400019,Not Available,Not Available
12966,07_2017,PR,400021,Not Available,Not Available
12967,07_2017,PR,400022,Not Available,Not Available
12968,07_2017,PR,400026,Not Available,Not Available
12969,07_2017,PR,400032,Not Available,Not Available
12970,07_2017,PR,400044,Not Available,Not Available
12971,07_2017,PR,400048,Not Available,Not Available
12972,07_2017,PR,400061,Not Available,Not Available
12973,07_2017,PR,400079,Not Available,Not Available
12974,07_2017,PR,400087,Not Available,Not Available
12975,07_2017,PR,400098,Not Available,Not Available
12976,07_2017,PR,400102,Not Available,Not Available
12977,07_2017,PR,400103,Not Available,Not Available
12978,07_2017,PR,400104,Not Available,Not Available
12979,07_2017,PR,400105,Not Available,Not Available
12980,07_2017,PR,400106,Not Available,Not Available
12981,07_2017,PR,400109,Not Available,Not Available
12982,07_2017,PR,400110,Not Available,Not Available
12983,07_2017,PR,400111,Not Available,Not Available
12984,07_2017,PR,400112,Not Available,Not Available
12985,07_2017,PR,400113,Not Available,Not Available
12986,07_2017,PR,400114,Not Available,Not Available
12987,07_2017,PR,400115,Not Available,Not Available
12988,07_2017,PR,400117,Not Available,Not Available
12989,07_2017,PR,400118,Not Available,Not Available
12990,07_2017,PR,400120,Not Available,Not Available
12991,07_2017,PR,400121,Not Available,Not Available
12992,07_2017,PR,400122,Not Available,Not Available
12993,07_2017,PR,400123,Not Available,Not Available
12994,07_2017,PR,400124,Not Available,Not Available
12995,07_2017,PR,400125,Not Available,Not Available
12996,07_2017,PR,400126,Not Available,Not Available
12997,07_2017,PR,400127,Not Available,Not Available
12998,07_2017,PR,400128,Not Available,Not Available
12999,07_2017,PR,400130,Not Available,Not Available
13000,07_2017,PR,400131,Not Available,Not Available
13001,07_2017,PR,403301,Not Available,Not Available
13002,07_2017,RI,410001,447,24
13003,07_2017,RI,410004,790,24
13004,07_2017,RI,410005,715,32
13005,07_2017,RI,410006,555,32
13006,07_2017,RI,410007,1635,26
13007,07_2017,RI,410008,1739,42
13008,07_2017,RI,410009,1743,34
13009,07_2017,RI,410010,1397,22
13010,07_2017,RI,410011,581,27
13011,07_2017,RI,410012,1480,35
13012,07_2017,RI,410013,347,30
13013,07_2017,SC,420002,845,35
13014,07_2017,SC,420004,1550,21
13015,07_2017,SC,420005,319,28
13016,07_2017,SC,420007,2684,27
13017,07_2017,SC,420009,355,21
13018,07_2017,SC,420010,450,20
13019,07_2017,SC,420011,91,21
13020,07_2017,SC,420015,386,18
13021,07_2017,SC,420018,1160,18
13022,07_2017,SC,420019,233,28
13023,07_2017,SC,420020,443,25
13024,07_2017,SC,420023,2763,28
13025,07_2017,SC,420026,1697,33
13026,07_2017,SC,420027,2126,33
13027,07_2017,SC,420030,453,16
13028,07_2017,SC,420033,698,25
13029,07_2017,SC,420036,473,25
13030,07_2017,SC,420037,330,21
13031,07_2017,SC,420038,286,15
13032,07_2017,SC,420043,345,20
13033,07_2017,SC,420048,606,26
13034,07_2017,SC,420049,390,21
13035,07_2017,SC,420051,2215,32
13036,07_2017,SC,420053,393,28
13037,07_2017,SC,420055,472,28
13038,07_2017,SC,420057,FEWER THAN 50,40
13039,07_2017,SC,420065,1423,33
13040,07_2017,SC,420066,58,9
13041,07_2017,SC,420067,1268,25
13042,07_2017,SC,420068,909,15
13043,07_2017,SC,420070,418,24
13044,07_2017,SC,420071,1945,26
13045,07_2017,SC,420072,146,29
13046,07_2017,SC,420073,4468,26
13047,07_2017,SC,420078,1904,18
13048,07_2017,SC,420079,3615,22
13049,07_2017,SC,420080,714,42
13050,07_2017,SC,420082,972,24
13051,07_2017,SC,420083,578,28
13052,07_2017,SC,420085,2674,24
13053,07_2017,SC,420086,936,20
13054,07_2017,SC,420087,1998,37
13055,07_2017,SC,420089,510,37
13056,07_2017,SC,420091,965,28
13057,07_2017,SC,420098,500,35
13058,07_2017,SC,420101,520,33
13059,07_2017,SC,420102,586,48
13060,07_2017,SC,420103,446,30
13061,07_2017,SC,420104,417,30
13062,07_2017,SC,420105,625,35
13063,07_2017,SC,420106,678,24
13064,07_2017,SC,420107,Not Available,Not Available
13065,07_2017,SC,420108,Not Available,Not Available
13066,07_2017,SC,420109,Not Available,Not Available
13067,07_2017,SC,421300,FEWER THAN 50,18
13068,07_2017,SC,421301,112,28
13069,07_2017,SC,421302,Not Available,Not Available
13070,07_2017,SC,421303,Not Available,Not Available
13071,07_2017,SC,421304,88,42
13072,07_2017,SC,423300,Not Available,Not Available
13073,07_2017,SD,430005,533,26
13074,07_2017,SD,430008,314,35
13075,07_2017,SD,430012,575,33
13076,07_2017,SD,430013,451,33
13077,07_2017,SD,430014,618,30
13078,07_2017,SD,430015,284,27
13079,07_2017,SD,430016,1340,33
13080,07_2017,SD,430027,5087,32
13081,07_2017,SD,430048,360,31
13082,07_2017,SD,430077,2561,28
13083,07_2017,SD,430082,Not Available,Not Available
13084,07_2017,SD,430083,Not Available,Not Available
13085,07_2017,SD,430084,Not Available,Not Available
13086,07_2017,SD,430081,Not Available,Not Available
13087,07_2017,SD,430089,869,61
13088,07_2017,SD,430090,1058,65
13089,07_2017,SD,430091,912,60
13090,07_2017,SD,430093,202,46
13091,07_2017,SD,430095,623,57
13092,07_2017,SD,430096,FEWER THAN 50,65
13093,07_2017,SD,430097,273,28
13094,07_2017,SD,431300,60,31
13095,07_2017,SD,431301,Not Available,Not Available
13096,07_2017,SD,431302,Not Available,Not Available
13097,07_2017,SD,431305,Not Available,Not Available
13098,07_2017,SD,431306,FEWER THAN 50,35
13099,07_2017,SD,431307,Not Available,Not Available
13100,07_2017,SD,431308,Not Available,Not Available
13101,07_2017,SD,431309,Not Available,Not Available
13102,07_2017,SD,431310,Not Available,Not Available
13103,07_2017,SD,431311,FEWER THAN 50,42
13104,07_2017,SD,431312,FEWER THAN 50,43
13105,07_2017,SD,431313,Not Available,Not Available
13106,07_2017,SD,431314,Not Available,Not Available
13107,07_2017,SD,431315,FEWER THAN 50,27
13108,07_2017,SD,431316,Not Available,Not Available
13109,07_2017,SD,431317,Not Available,Not Available
13110,07_2017,SD,431318,Not Available,Not Available
13111,07_2017,SD,431319,Not Available,Not Available
13112,07_2017,SD,431320,81,33
13113,07_2017,SD,431321,116,32
13114,07_2017,SD,431322,67,37
13115,07_2017,SD,431323,FEWER THAN 50,29
13116,07_2017,SD,431324,FEWER THAN 50,43
13117,07_2017,SD,431325,103,30
13118,07_2017,SD,431326,77,39
13119,07_2017,SD,431327,FEWER THAN 50,43
13120,07_2017,SD,431328,Not Available,Not Available
13121,07_2017,SD,431329,51,17
13122,07_2017,SD,431330,97,31
13123,07_2017,SD,431331,FEWER THAN 50,28
13124,07_2017,SD,431332,Not Available,Not Available
13125,07_2017,SD,431333,Not Available,Not Available
13126,07_2017,SD,431334,81,19
13127,07_2017,SD,431335,Not Available,Not Available
13128,07_2017,SD,431336,51,25
13129,07_2017,SD,431337,FEWER THAN 50,38
13130,07_2017,SD,431338,98,33
13131,07_2017,SD,431339,Not Available,Not Available
13132,07_2017,SD,433300,Not Available,Not Available
13133,07_2017,TN,440001,88,20
13134,07_2017,TN,440002,2215,23
13135,07_2017,TN,440003,729,37
13136,07_2017,TN,440006,1283,23
13137,07_2017,TN,440007,252,25
13138,07_2017,TN,440008,84,37
13139,07_2017,TN,440009,986,37
13140,07_2017,TN,440010,119,22
13141,07_2017,TN,440011,2043,27
13142,07_2017,TN,440012,1944,34
13143,07_2017,TN,440015,2158,26
13144,07_2017,TN,440016,73,19
13145,07_2017,TN,440017,2050,36
13146,07_2017,TN,440018,468,20
13147,07_2017,TN,440020,292,34
13148,07_2017,TN,440025,315,32
13149,07_2017,TN,440029,746,32
13150,07_2017,TN,440030,1080,31
13151,07_2017,TN,440031,422,32
13152,07_2017,TN,440032,203,36
13153,07_2017,TN,440033,395,30
13154,07_2017,TN,440034,1249,35
13155,07_2017,TN,440035,1131,30
13156,07_2017,TN,440039,7367,23
13157,07_2017,TN,440040,FEWER THAN 50,38
13158,07_2017,TN,440046,863,23
13159,07_2017,TN,440048,1839,18
13160,07_2017,TN,440049,3643,26
13161,07_2017,TN,440050,323,19
13162,07_2017,TN,440053,1642,34
13163,07_2017,TN,440056,355,32
13164,07_2017,TN,440057,236,29
13165,07_2017,TN,440058,493,33
13166,07_2017,TN,440059,1489,25
13167,07_2017,TN,440060,82,29
13168,07_2017,TN,440061,232,26
13169,07_2017,TN,440063,637,21
13170,07_2017,TN,440065,380,20
13171,07_2017,TN,440067,357,33
13172,07_2017,TN,440068,454,30
13173,07_2017,TN,440070,FEWER THAN 50,35
13174,07_2017,TN,440072,577,25
13175,07_2017,TN,440073,2333,24
13176,07_2017,TN,440081,386,36
13177,07_2017,TN,440082,2777,38
13178,07_2017,TN,440083,217,33
13179,07_2017,TN,440084,308,32
13180,07_2017,TN,440091,1605,39
13181,07_2017,TN,440102,248,27
13182,07_2017,TN,440104,1879,30
13183,07_2017,TN,440109,229,27
13184,07_2017,TN,440110,406,37
13185,07_2017,TN,440111,407,22
13186,07_2017,TN,440120,2067,31
13187,07_2017,TN,440125,1268,34
13188,07_2017,TN,440130,320,20
13189,07_2017,TN,440131,146,14
13190,07_2017,TN,440132,507,32
13191,07_2017,TN,440133,1959,34
13192,07_2017,TN,440137,317,32
13193,07_2017,TN,440144,562,31
13194,07_2017,TN,440148,150,35
13195,07_2017,TN,440150,1428,24
13196,07_2017,TN,440151,437,36
13197,07_2017,TN,440152,1485,20
13198,07_2017,TN,440153,413,29
13199,07_2017,TN,440156,2204,24
13200,07_2017,TN,440159,175,23
13201,07_2017,TN,440161,3297,25
13202,07_2017,TN,440173,1211,39
13203,07_2017,TN,440175,394,31
13204,07_2017,TN,440176,567,21
13205,07_2017,TN,440180,322,16
13206,07_2017,TN,440181,FEWER THAN 50,16
13207,07_2017,TN,440182,204,31
13208,07_2017,TN,440183,928,35
13209,07_2017,TN,440184,1037,24
13210,07_2017,TN,440185,578,30
13211,07_2017,TN,440187,436,37
13212,07_2017,TN,440189,561,38
13213,07_2017,TN,440192,103,25
13214,07_2017,TN,440193,604,27
13215,07_2017,TN,440194,1141,24
13216,07_2017,TN,440197,730,24
13217,07_2017,TN,440200,61,32
13218,07_2017,TN,440218,374,51
13219,07_2017,TN,440227,952,25
13220,07_2017,TN,440228,702,32
13221,07_2017,TN,440231,Not Available,Not Available
13222,07_2017,TN,440232,FEWER THAN 50,27
13223,07_2017,TN,441300,72,37
13224,07_2017,TN,441301,63,31
13225,07_2017,TN,441303,FEWER THAN 50,33
13226,07_2017,TN,441304,Not Available,Not Available
13227,07_2017,TN,441305,97,21
13228,07_2017,TN,441306,Not Available,Not Available
13229,07_2017,TN,441307,195,35
13230,07_2017,TN,441309,79,23
13231,07_2017,TN,441310,192,27
13232,07_2017,TN,441311,FEWER THAN 50,23
13233,07_2017,TN,441313,FEWER THAN 50,31
13234,07_2017,TN,441314,Not Available,Not Available
13235,07_2017,TN,441315,Not Available,Not Available
13236,07_2017,TN,441316,50,23
13237,07_2017,TN,441319,59,28
13238,07_2017,TN,443302,Not Available,Not Available
13239,07_2017,TN,443303,Not Available,Not Available
13240,07_2017,TX,450002,852,31
13241,07_2017,TX,450007,914,35
13242,07_2017,TX,450010,366,21
13243,07_2017,TX,450011,1214,23
13244,07_2017,TX,450015,3166,10
13245,07_2017,TX,450018,1130,16
13246,07_2017,TX,450021,3137,22
13247,07_2017,TX,450023,337,24
13248,07_2017,TX,450024,1649,20
13249,07_2017,TX,450028,929,29
13250,07_2017,TX,450029,1175,22
13251,07_2017,TX,450032,510,21
13252,07_2017,TX,450033,847,30
13253,07_2017,TX,450034,645,20
13254,07_2017,TX,450035,1519,29
13255,07_2017,TX,450037,1384,23
13256,07_2017,TX,450039,3494,24
13257,07_2017,TX,450040,3318,36
13258,07_2017,TX,450042,2805,33
13259,07_2017,TX,450044,1734,22
13260,07_2017,TX,450046,922,16
13261,07_2017,TX,450051,497,14
13262,07_2017,TX,450054,4533,22
13263,07_2017,TX,450055,129,17
13264,07_2017,TX,450056,2449,31
13265,07_2017,TX,450058,3954,28
13266,07_2017,TX,450064,1593,18
13267,07_2017,TX,450068,876,16
13268,07_2017,TX,450072,410,17
13269,07_2017,TX,450078,56,28
13270,07_2017,TX,450079,1031,17
13271,07_2017,TX,450080,378,15
13272,07_2017,TX,450082,159,13
13273,07_2017,TX,450083,2808,23
13274,07_2017,TX,450085,88,30
13275,07_2017,TX,450087,1069,23
13276,07_2017,TX,450090,147,16
13277,07_2017,TX,450092,511,21
