License_ID,State,Latitude
License_1154,Taranaki (1),-465.5199095
License_1155,Auckland (7),-465.8898897
License_1156,Bay Of Plenty (2),-466.25987
License_1157,Auckland (7),-466.6298502
License_1158,Bay Of Plenty (2),-466.9998305
License_1159,Canterbury (4),-467.3698107
License_1160,Gisborne (3),-467.7397909
License_1161,Manawatu Wanganui (6),-468.1097712
License_1162,Marlborough (1),-468.4797514
License_1163,Nelson (1),-468.8497316
License_1164,Northland (1),-469.2197119
License_1165,Otago (3),-469.5896921
License_1166,Southland (1),-469.9596723
License_1167,Taranaki (1),-470.3296526
License_1168,Auckland (7),-470.6996328
License_1169,Bay Of Plenty (2),-471.069613
License_1170,Auckland (7),-471.4395933
License_1171,Bay Of Plenty (2),-471.8095735
License_1172,Canterbury (4),-472.1795538
License_1173,Gisborne (3),-472.549534
License_1174,Manawatu Wanganui (6),-472.9195142
License_1175,Marlborough (1),-473.2894945
License_1176,Nelson (1),-473.6594747
License_1177,Northland (1),-474.0294549
License_1178,Otago (3),-474.3994352
License_1179,Southland (1),-474.7694154
License_1180,Taranaki (1),-475.1393956
License_1181,Auckland (7),-475.5093759
License_1182,Bay Of Plenty (2),-475.8793561
License_1183,Auckland (7),-476.2493363
License_1184,Bay Of Plenty (2),-476.6193166
License_1185,Canterbury (4),-476.9892968
License_1186,Gisborne (3),-477.3592771
License_1187,Manawatu Wanganui (6),-477.7292573
License_1188,Marlborough (1),-478.0992375
License_1189,Nelson (1),-478.4692178
License_1190,Northland (1),-478.839198
License_1191,Otago (3),-479.2091782
License_1192,Southland (1),-479.5791585
License_1193,Taranaki (1),-479.9491387
License_1194,Auckland (7),-480.3191189
License_1195,Bay Of Plenty (2),-480.6890992
License_1196,Auckland (7),-481.0590794
License_1197,Bay Of Plenty (2),-481.4290596
License_1198,Canterbury (4),-481.7990399
License_1199,Gisborne (3),-482.1690201
License_1200,Manawatu Wanganui (6),-482.5390004
License_1201,Marlborough (1),-482.9089806
License_1202,Nelson (1),-483.2789608
License_1203,Northland (1),-483.6489411
License_1204,Otago (3),-484.0189213
License_1205,Southland (1),-484.3889015
License_1206,Taranaki (1),-484.7588818
License_1207,Auckland (7),-485.128862
License_1208,Bay Of Plenty (2),-485.4988422
License_1209,Auckland (7),-485.8688225
License_1210,Bay Of Plenty (2),-486.2388027
License_1211,Canterbury (4),-486.6087829
License_1212,Gisborne (3),-486.9787632
License_1213,Manawatu Wanganui (6),-487.3487434
License_1214,Marlborough (1),-487.7187237
License_1215,Nelson (1),-488.0887039
License_1216,Northland (1),-488.4586841
License_1217,Otago (3),-488.8286644
License_1218,Southland (1),-489.1986446
License_1219,Taranaki (1),-489.5686248
License_1220,Auckland (7),-489.9386051
License_1221,Bay Of Plenty (2),-490.3085853
License_1222,Auckland (7),-490.6785655
License_1223,Bay Of Plenty (2),-491.0485458
License_1224,Canterbury (4),-491.418526
License_1225,Gisborne (3),-491.7885062
License_1226,Manawatu Wanganui (6),-492.1584865
License_1227,Marlborough (1),-492.5284667
License_1228,Nelson (1),-492.898447
License_1229,Northland (1),-493.2684272
License_1230,Otago (3),-493.6384074
License_1231,Southland (1),-494.0083877
License_1232,Taranaki (1),-494.3783679
License_1233,Auckland (7),-494.7483481
License_1234,Bay Of Plenty (2),-495.1183284
License_1235,Auckland (7),-495.4883086
License_1236,Bay Of Plenty (2),-495.8582888
License_1237,Canterbury (4),-496.2282691
License_1238,Gisborne (3),-496.5982493
License_1239,Manawatu Wanganui (6),-496.9682295
License_1240,Marlborough (1),-497.3382098
License_1241,Nelson (1),-497.70819
License_1242,Northland (1),-498.0781703
License_1243,Auckland (7),-498.4481505
License_1244,Bay Of Plenty (2),-498.8181307
License_1245,Canterbury (4),-499.188111
License_1246,Gisborne (3),-499.5580912
License_1247,Manawatu Wanganui (6),-499.9280714
License_1248,Marlborough (1),-500.2980517
License_1249,Nelson (1),-500.6680319
License_1250,Northland (1),-501.0380121
License_1251,Otago (3),-501.4079924
License_1252,Southland (1),-501.7779726
License_1253,Taranaki (1),-502.1479528
License_1254,Auckland (7),-502.5179331
License_1255,Bay Of Plenty (2),-502.8879133
License_1256,Auckland (7),-503.2578936
License_1257,Bay Of Plenty (2),-503.6278738
License_1258,Canterbury (4),-503.997854
License_1259,Gisborne (3),-504.3678343
License_1260,Manawatu Wanganui (6),-504.7378145
License_1261,Marlborough (1),-505.1077947
License_1262,Nelson (1),-505.477775
License_1263,Northland (1),-505.8477552
License_1264,Otago (3),-506.2177354
License_1265,Southland (1),-506.5877157
License_1266,Taranaki (1),-506.9576959
License_1267,Auckland (7),-507.3276761
License_1268,Bay Of Plenty (2),-507.6976564
License_1269,Auckland (7),-508.0676366
License_1270,Bay Of Plenty (2),-508.4376169
License_1271,Canterbury (4),-508.8075971
License_1272,Gisborne (3),-509.1775773
License_1273,Manawatu Wanganui (6),-509.5475576
License_1274,Marlborough (1),-509.9175378
License_1275,Nelson (1),-510.287518
License_1276,Northland (1),-510.6574983
License_1277,Otago (3),-511.0274785
License_1278,Southland (1),-511.3974587
License_1279,Taranaki (1),-511.767439
License_1280,Auckland (7),-512.1374192
License_1281,Bay Of Plenty (2),-512.5073994
License_1282,Auckland (7),-512.8773797
License_1283,Bay Of Plenty (2),-513.2473599
License_1284,Canterbury (4),-513.6173402
License_1285,Gisborne (3),-513.9873204
License_1286,Manawatu Wanganui (6),-514.3573006
License_1287,Marlborough (1),-514.7272809
License_1288,Nelson (1),-515.0972611
License_1289,Northland (1),-515.4672413
License_1290,Otago (3),-515.8372216
License_1291,Southland (1),-516.2072018
License_1292,Taranaki (1),-516.577182
License_1293,Auckland (7),-516.9471623
License_1294,Bay Of Plenty (2),-517.3171425
License_1295,Auckland (7),-517.6871227
License_1296,Bay Of Plenty (2),-518.057103
License_1297,Canterbury (4),-518.4270832
License_1298,Gisborne (3),-518.7970635
License_1299,Manawatu Wanganui (6),-519.1670437
License_1300,Marlborough (1),-519.5370239
License_1301,Nelson (1),-519.9070042
License_1302,Northland (1),-520.2769844
License_1303,Otago (3),-520.6469646
License_1304,Southland (1),-521.0169449
License_1305,Taranaki (1),-521.3869251
License_1306,Auckland (7),-521.7569053
License_1307,Bay Of Plenty (2),-522.1268856
License_1308,Auckland (7),-522.4968658
License_1309,Bay Of Plenty (2),-522.866846
License_1310,Canterbury (4),-523.2368263
License_1311,Gisborne (3),-523.6068065
License_1312,Manawatu Wanganui (6),-523.9767868
License_1313,Marlborough (1),-524.346767
License_1314,Nelson (1),-524.7167472
License_1315,Northland (1),-525.0867275
License_1316,Otago (3),-525.4567077
License_1317,Southland (1),-525.8266879
License_1318,Taranaki (1),-526.1966682
License_1319,Auckland (7),-526.5666484
License_1320,Bay Of Plenty (2),-526.9366286
License_1321,Auckland (7),-527.3066089
License_1322,Bay Of Plenty (2),-527.6765891
License_1323,Canterbury (4),-528.0465693
License_1324,Gisborne (3),-528.4165496
License_1325,Manawatu Wanganui (6),-528.7865298
License_1326,Marlborough (1),-529.1565101
License_1327,Nelson (1),-529.5264903
License_1328,Northland (1),-529.8964705
License_1329,Otago (3),-530.2664508
License_1330,Southland (1),-530.636431
License_1331,Taranaki (1),-531.0064112
License_1332,Auckland (7),-531.3763915
License_1333,Bay Of Plenty (2),-531.7463717
License_1334,Auckland (7),-532.1163519
License_1335,Bay Of Plenty (2),-532.4863322
License_1336,Canterbury (4),-532.8563124
License_1337,Gisborne (3),-533.2262926
License_1338,Manawatu Wanganui (6),-533.5962729
License_1339,Marlborough (1),-533.9662531
License_1340,Nelson (1),-534.3362334
License_1341,Northland (1),-534.7062136
License_1342,Otago (3),-535.0761938
License_1343,Southland (1),-535.4461741
License_1344,Taranaki (1),-535.8161543
License_1345,Auckland (7),-536.1861345
License_1346,Bay Of Plenty (2),-536.5561148
License_1347,Auckland (7),-536.926095
License_1348,Bay Of Plenty (2),-537.2960752
License_1349,Canterbury (4),-537.6660555
License_1350,Gisborne (3),-538.0360357
License_1351,Manawatu Wanganui (6),-538.4060159
License_1352,Marlborough (1),-538.7759962
License_1353,Nelson (1),-539.1459764
License_1354,Northland (1),-539.5159567
License_1355,Otago (3),-539.8859369
License_1356,Southland (1),-540.2559171
License_1357,Taranaki (1),-540.6258974
License_1358,Auckland (7),-540.9958776
License_1359,Bay Of Plenty (2),-541.3658578
License_1360,Auckland (7),-541.7358381
License_1361,Bay Of Plenty (2),-542.1058183
License_1362,Canterbury (4),-542.4757985
License_1363,Gisborne (3),-542.8457788
License_1364,Manawatu Wanganui (6),-543.215759
License_1365,Marlborough (1),-543.5857392
License_1366,Nelson (1),-543.9557195
License_1367,Northland (1),-544.3256997
License_1368,Otago (3),-544.69568
License_1369,Southland (1),-545.0656602
License_1370,Taranaki (1),-545.4356404
License_1371,Auckland (7),-545.8056207
License_1372,Bay Of Plenty (2),-546.1756009
License_1373,Auckland (7),-546.5455811
License_1374,Bay Of Plenty (2),-546.9155614
License_1375,Canterbury (4),-547.2855416
License_1376,Gisborne (3),-547.6555218
License_1377,Manawatu Wanganui (6),-548.0255021
License_1378,Marlborough (1),-548.3954823
License_1379,Nelson (1),-548.7654625
License_1380,Northland (1),-549.1354428
License_1381,Auckland (7),-549.505423
License_1382,Bay Of Plenty (2),-549.8754033
License_1383,Canterbury (4),-550.2453835
License_1384,Gisborne (3),-550.6153637
License_1385,Manawatu Wanganui (6),-550.985344
License_1386,Marlborough (1),-551.3553242
License_1387,Nelson (1),-551.7253044
License_1388,Northland (1),-552.0952847
License_1389,Otago (3),-552.4652649
License_1390,Southland (1),-552.8352451
License_1391,Taranaki (1),-553.2052254
License_1392,Auckland (7),-553.5752056
License_1393,Bay Of Plenty (2),-553.9451859
License_1394,Auckland (7),-554.3151661
License_1395,Bay Of Plenty (2),-554.6851463
License_1396,Canterbury (4),-555.0551266
License_1397,Gisborne (3),-555.4251068
License_1398,Manawatu Wanganui (6),-555.795087
License_1399,Marlborough (1),-556.1650673
License_1400,Nelson (1),-556.5350475
License_1401,Northland (1),-556.9050277
License_1402,Otago (3),-557.275008
License_1403,Southland (1),-557.6449882
License_1404,Taranaki (1),-558.0149684
License_1405,Auckland (7),-558.3849487
License_1406,Bay Of Plenty (2),-558.7549289
License_1407,Auckland (7),-559.1249092
License_1408,Bay Of Plenty (2),-559.4948894
License_1409,Canterbury (4),-559.8648696
License_1410,Gisborne (3),-560.2348499
License_1411,Manawatu Wanganui (6),-560.6048301
License_1412,Marlborough (1),-560.9748103
License_1413,Nelson (1),-561.3447906
License_1414,Northland (1),-561.7147708
License_1415,Otago (3),-562.084751
License_1416,Southland (1),-562.4547313
License_1417,Taranaki (1),-562.8247115
License_1418,Auckland (7),-563.1946917
License_1419,Bay Of Plenty (2),-563.564672
License_1420,Auckland (7),-563.9346522
License_1421,Bay Of Plenty (2),-564.3046325
License_1422,Canterbury (4),-564.6746127
License_1423,Gisborne (3),-565.0445929
License_1424,Manawatu Wanganui (6),-565.4145732
License_1425,Marlborough (1),-565.7845534
License_1426,Nelson (1),-566.1545336
License_1427,Northland (1),-566.5245139
License_1428,Otago (3),-566.8944941
License_1429,Southland (1),-567.2644743
License_1430,Taranaki (1),-567.6344546
License_1431,Auckland (7),-568.0044348
License_1432,Bay Of Plenty (2),-568.374415
License_1433,Auckland (7),-568.7443953
License_1434,Bay Of Plenty (2),-569.1143755
License_1435,Canterbury (4),-569.4843558
License_1436,Gisborne (3),-569.854336
License_1437,Manawatu Wanganui (6),-570.2243162
License_1438,Marlborough (1),-570.5942965
License_1439,Nelson (1),-570.9642767
License_1440,Northland (1),-571.3342569
License_1441,Otago (3),-571.7042372
License_1442,Southland (1),-572.0742174
License_1443,Taranaki (1),-572.4441976
License_1444,Auckland (7),-572.8141779
License_1445,Bay Of Plenty (2),-573.1841581
License_1446,Auckland (7),-573.5541383
License_1447,Bay Of Plenty (2),-573.9241186
License_1448,Canterbury (4),-574.2940988
License_1449,Gisborne (3),-574.6640791
License_1450,Manawatu Wanganui (6),-575.0340593
License_1451,Marlborough (1),-575.4040395
License_1452,Nelson (1),-575.7740198
License_1453,Northland (1),-576.144
License_1454,Otago (3),-576.5139802
License_1455,Southland (1),-576.8839605
License_1456,Taranaki (1),-577.2539407
License_1457,Auckland (7),-577.6239209
License_1458,Bay Of Plenty (2),-577.9939012
License_1459,Auckland (7),-578.3638814
License_1460,Bay Of Plenty (2),-578.7338616
License_1461,Canterbury (4),-579.1038419
License_1462,Gisborne (3),-579.4738221
License_1463,Manawatu Wanganui (6),-579.8438024
License_1464,Marlborough (1),-580.2137826
License_1465,Nelson (1),-580.5837628
License_1466,Northland (1),-580.9537431
License_1467,Otago (3),-581.3237233
License_1468,Southland (1),-581.6937035
License_1469,Taranaki (1),-582.0636838
License_1470,Auckland (7),-582.433664
License_1471,Bay Of Plenty (2),-582.8036442
License_1472,Auckland (7),-583.1736245
License_1473,Bay Of Plenty (2),-583.5436047
License_1474,Canterbury (4),-583.9135849
License_1475,Gisborne (3),-584.2835652
License_1476,Manawatu Wanganui (6),-584.6535454
License_1477,Marlborough (1),-585.0235257
License_1478,Nelson (1),-585.3935059
License_1479,Northland (1),-585.7634861
License_1480,Otago (3),-586.1334664
License_1481,Southland (1),-586.5034466
License_1482,Taranaki (1),-586.8734268
License_1483,Auckland (7),-587.2434071
License_1484,Bay Of Plenty (2),-587.6133873
License_1485,Auckland (7),-587.9833675
License_1486,Bay Of Plenty (2),-588.3533478
License_1487,Canterbury (4),-588.723328
License_1488,Gisborne (3),-589.0933082
License_1489,Manawatu Wanganui (6),-589.4632885
License_1490,Marlborough (1),-589.8332687
License_1491,Nelson (1),-590.203249
License_1492,Northland (1),-590.5732292
License_1493,Otago (3),-590.9432094
License_1494,Southland (1),-591.3131897
License_1495,Taranaki (1),-591.6831699
License_1496,Auckland (7),-592.0531501
License_1497,Bay Of Plenty (2),-592.4231304
License_1498,Auckland (7),-592.7931106
License_1499,Bay Of Plenty (2),-593.1630908
License_1500,Canterbury (4),-593.5330711
License_1501,Gisborne (3),-593.9030513
License_1502,Manawatu Wanganui (6),-594.2730315
License_1503,Marlborough (1),-594.6430118
License_1504,Nelson (1),-595.012992
License_1505,Northland (1),-595.3829723
License_1506,Otago (3),-595.7529525
License_1507,Southland (1),-596.1229327
License_1508,Taranaki (1),-596.492913
License_1509,Auckland (7),-596.8628932
License_1510,Bay Of Plenty (2),-597.2328734
License_1511,Auckland (7),-597.6028537
License_1512,Bay Of Plenty (2),-597.9728339
License_1513,Canterbury (4),-598.3428141
License_1514,Gisborne (3),-598.7127944
License_1515,Manawatu Wanganui (6),-599.0827746
License_1516,Marlborough (1),-599.4527548
License_1517,Nelson (1),-599.8227351
License_1518,Northland (1),-600.1927153
License_1519,Auckland (7),-600.5626956
License_1520,Bay Of Plenty (2),-600.9326758
License_1521,Canterbury (4),-601.302656
License_1522,Gisborne (3),-601.6726363
License_1523,Manawatu Wanganui (6),-602.0426165
License_1524,Marlborough (1),-602.4125967
License_1525,Nelson (1),-602.782577
License_1526,Northland (1),-603.1525572
License_1527,Otago (3),-603.5225374
License_1528,Southland (1),-603.8925177
License_1529,Taranaki (1),-604.2624979
License_1530,Auckland (7),-604.6324781
License_1531,Bay Of Plenty (2),-605.0024584
License_1532,Auckland (7),-605.3724386
License_1533,Bay Of Plenty (2),-605.7424189
License_1534,Canterbury (4),-606.1123991
License_1535,Gisborne (3),-606.4823793
License_1536,Manawatu Wanganui (6),-606.8523596
License_1537,Marlborough (1),-607.2223398
License_1538,Nelson (1),-607.59232
License_1539,Northland (1),-607.9623003
License_1540,Otago (3),-608.3322805
License_1541,Southland (1),-608.7022607
License_1542,Taranaki (1),-609.072241
License_1543,Auckland (7),-609.4422212
License_1544,Bay Of Plenty (2),-609.8122014
License_1545,Auckland (7),-610.1821817
License_1546,Bay Of Plenty (2),-610.5521619
License_1547,Canterbury (4),-610.9221422
License_1548,Gisborne (3),-611.2921224
License_1549,Manawatu Wanganui (6),-611.6621026
License_1550,Marlborough (1),-612.0320829
License_1551,Nelson (1),-612.4020631
License_1552,Northland (1),-612.7720433
License_1553,Otago (3),-613.1420236
License_1554,Southland (1),-613.5120038
License_1555,Taranaki (1),-613.881984
License_1556,Auckland (7),-614.2519643
License_1557,Bay Of Plenty (2),-614.6219445
License_1558,Auckland (7),-614.9919247
License_1559,Bay Of Plenty (2),-615.361905
License_1560,Canterbury (4),-615.7318852
License_1561,Gisborne (3),-616.1018655
License_1562,Manawatu Wanganui (6),-616.4718457
License_1563,Marlborough (1),-616.8418259
License_1564,Nelson (1),-617.2118062
License_1565,Northland (1),-617.5817864
License_1566,Otago (3),-617.9517666
License_1567,Southland (1),-618.3217469
License_1568,Taranaki (1),-618.6917271
License_1569,Auckland (7),-619.0617073
License_1570,Bay Of Plenty (2),-619.4316876
License_1571,Auckland (7),-619.8016678
License_1572,Bay Of Plenty (2),-620.171648
License_1573,Canterbury (4),-620.5416283
License_1574,Gisborne (3),-620.9116085
License_1575,Manawatu Wanganui (6),-621.2815888
License_1576,Marlborough (1),-621.651569
License_1577,Nelson (1),-622.0215492
License_1578,Northland (1),-622.3915295
License_1579,Otago (3),-622.7615097
License_1580,Southland (1),-623.1314899
License_1581,Taranaki (1),-623.5014702
License_1582,Auckland (7),-623.8714504
License_1583,Bay Of Plenty (2),-624.2414306
License_1584,Auckland (7),-624.6114109
License_1585,Bay Of Plenty (2),-624.9813911
License_1586,Canterbury (4),-625.3513713
License_1587,Gisborne (3),-625.7213516
License_1588,Manawatu Wanganui (6),-626.0913318
License_1589,Marlborough (1),-626.4613121
License_1590,Nelson (1),-626.8312923
License_1591,Northland (1),-627.2012725
License_1592,Otago (3),-627.5712528
License_1593,Southland (1),-627.941233
License_1594,Taranaki (1),-628.3112132
License_1595,Auckland (7),-628.6811935
License_1596,Bay Of Plenty (2),-629.0511737
License_1597,Auckland (7),-629.4211539
License_1598,Bay Of Plenty (2),-629.7911342
License_1599,Canterbury (4),-630.1611144
License_1600,Gisborne (3),-630.5310946
License_1601,Manawatu Wanganui (6),-630.9010749
License_1602,Marlborough (1),-631.2710551
License_1603,Nelson (1),-631.6410354
License_1604,Northland (1),-632.0110156
License_1605,Otago (3),-632.3809958
License_1606,Southland (1),-632.7509761
License_1607,Taranaki (1),-633.1209563
License_1608,Auckland (7),-633.4909365
License_1609,Bay Of Plenty (2),-633.8609168
License_1610,Auckland (7),-634.230897
License_1611,Bay Of Plenty (2),-634.6008772
License_1612,Canterbury (4),-634.9708575
License_1613,Gisborne (3),-635.3408377
License_1614,Manawatu Wanganui (6),-635.7108179
License_1615,Marlborough (1),-636.0807982
License_1616,Nelson (1),-636.4507784
License_1617,Northland (1),-636.8207587
License_1618,Otago (3),-637.1907389
License_1619,Southland (1),-637.5607191
License_1620,Taranaki (1),-637.9306994
License_1621,Auckland (7),-638.3006796
License_1622,Bay Of Plenty (2),-638.6706598
License_1623,Auckland (7),-639.0406401
License_1624,Bay Of Plenty (2),-639.4106203
License_1625,Canterbury (4),-639.7806005
License_1626,Gisborne (3),-640.1505808
License_1627,Manawatu Wanganui (6),-640.520561
License_1628,Marlborough (1),-640.8905412
License_1629,Nelson (1),-641.2605215
License_1630,Northland (1),-641.6305017
License_1631,Otago (3),-642.000482
License_1632,Southland (1),-642.3704622
License_1633,Taranaki (1),-642.7404424
License_1634,Auckland (7),-643.1104227
License_1635,Bay Of Plenty (2),-643.4804029
License_1636,Auckland (7),-643.8503831
License_1637,Bay Of Plenty (2),-644.2203634
License_1638,Canterbury (4),-644.5903436
License_1639,Gisborne (3),-644.9603238
License_1640,Manawatu Wanganui (6),-645.3303041
License_1641,Marlborough (1),-645.7002843
License_1642,Nelson (1),-646.0702645
License_1643,Northland (1),-646.4402448
License_1644,Otago (3),-646.810225
License_1645,Southland (1),-647.1802053
License_1646,Taranaki (1),-647.5501855
License_1647,Auckland (7),-647.9201657
License_1648,Bay Of Plenty (2),-648.290146
License_1649,Auckland (7),-648.6601262
License_1650,Bay Of Plenty (2),-649.0301064
License_1651,Canterbury (4),-649.4000867
License_1652,Gisborne (3),-649.7700669
License_1653,Manawatu Wanganui (6),-650.1400471
License_1654,Marlborough (1),-650.5100274
License_1655,Nelson (1),-650.8800076
License_1656,Northland (1),-651.2499878
License_1657,Auckland (7),-651.6199681
License_1658,Bay Of Plenty (2),-651.9899483
License_1659,Canterbury (4),-652.3599286
License_1660,Gisborne (3),-652.7299088
License_1661,Manawatu Wanganui (6),-653.099889
License_1662,Marlborough (1),-653.4698693
License_1663,Nelson (1),-653.8398495
License_1664,Northland (1),-654.2098297
License_1665,Otago (3),-654.57981
License_1666,Southland (1),-654.9497902
License_1667,Taranaki (1),-655.3197704
License_1668,Auckland (7),-655.6897507
License_1669,Bay Of Plenty (2),-656.0597309
License_1670,Auckland (7),-656.4297111
License_1671,Bay Of Plenty (2),-656.7996914
License_1672,Canterbury (4),-657.1696716
License_1673,Gisborne (3),-657.5396519
License_1674,Manawatu Wanganui (6),-657.9096321
License_1675,Marlborough (1),-658.2796123
License_1676,Nelson (1),-658.6495926
License_1677,Northland (1),-659.0195728
License_1678,Otago (3),-659.389553
License_1679,Southland (1),-659.7595333
License_1680,Taranaki (1),-660.1295135
License_1681,Auckland (7),-660.4994937
License_1682,Bay Of Plenty (2),-660.869474
License_1683,Auckland (7),-661.2394542
License_1684,Bay Of Plenty (2),-661.6094344
License_1685,Canterbury (4),-661.9794147
License_1686,Gisborne (3),-662.3493949
License_1687,Manawatu Wanganui (6),-662.7193752
License_1688,Marlborough (1),-663.0893554
License_1689,Nelson (1),-663.4593356
License_1690,Northland (1),-663.8293159
License_1691,Otago (3),-664.1992961
License_1692,Southland (1),-664.5692763
License_1693,Taranaki (1),-664.9392566
License_1694,Auckland (7),-665.3092368
License_1695,Bay Of Plenty (2),-665.679217
License_1696,Auckland (7),-666.0491973
License_1697,Bay Of Plenty (2),-666.4191775
License_1698,Canterbury (4),-666.7891577
License_1699,Gisborne (3),-667.159138
License_1700,Manawatu Wanganui (6),-667.5291182
License_1701,Marlborough (1),-667.8990985
License_1702,Nelson (1),-668.2690787
License_1703,Northland (1),-668.6390589
License_1704,Otago (3),-669.0090392
License_1705,Southland (1),-669.3790194
License_1706,Taranaki (1),-669.7489996
License_1707,Auckland (7),-670.1189799
License_1708,Bay Of Plenty (2),-670.4889601
License_1709,Auckland (7),-670.8589403
License_1710,Bay Of Plenty (2),-671.2289206
License_1711,Canterbury (4),-671.5989008
License_1712,Gisborne (3),-671.968881
License_1713,Manawatu Wanganui (6),-672.3388613
License_1714,Marlborough (1),-672.7088415
License_1715,Nelson (1),-673.0788218
License_1716,Northland (1),-673.448802
License_1717,Otago (3),-673.8187822
License_1718,Southland (1),-674.1887625
License_1719,Taranaki (1),-674.5587427
License_1720,Auckland (7),-674.9287229
License_1721,Bay Of Plenty (2),-675.2987032
License_1722,Auckland (7),-675.6686834
License_1723,Bay Of Plenty (2),-676.0386636
License_1724,Canterbury (4),-676.4086439
License_1725,Gisborne (3),-676.7786241
License_1726,Manawatu Wanganui (6),-677.1486043
License_1727,Marlborough (1),-677.5185846
License_1728,Nelson (1),-677.8885648
License_1729,Northland (1),-678.2585451
License_1730,Otago (3),-678.6285253
License_1731,Southland (1),-678.9985055
License_1732,Taranaki (1),-679.3684858
License_1733,Auckland (7),-679.738466
License_1734,Bay Of Plenty (2),-680.1084462
License_1735,Auckland (7),-680.4784265
License_1736,Bay Of Plenty (2),-680.8484067
License_1737,Canterbury (4),-681.2183869
License_1738,Gisborne (3),-681.5883672
License_1739,Manawatu Wanganui (6),-681.9583474
License_1740,Marlborough (1),-682.3283276
License_1741,Nelson (1),-682.6983079
License_1742,Northland (1),-683.0682881
License_1743,Otago (3),-683.4382684
License_1744,Southland (1),-683.8082486
License_1745,Taranaki (1),-684.1782288
License_1746,Auckland (7),-684.5482091
License_1747,Bay Of Plenty (2),-684.9181893
License_1748,Auckland (7),-685.2881695
License_1749,Bay Of Plenty (2),-685.6581498
License_1750,Canterbury (4),-686.02813
License_1751,Gisborne (3),-686.3981102
License_1752,Manawatu Wanganui (6),-686.7680905
License_1753,Marlborough (1),-687.1380707
License_1754,Nelson (1),-687.5080509
License_1755,Northland (1),-687.8780312
License_1756,Otago (3),-688.2480114
License_1757,Southland (1),-688.6179917
License_1758,Taranaki (1),-688.9879719
License_1759,Auckland (7),-689.3579521
License_1760,Bay Of Plenty (2),-689.7279324
License_1761,Auckland (7),-690.0979126
License_1762,Bay Of Plenty (2),-690.4678928
License_1763,Canterbury (4),-690.8378731
License_1764,Gisborne (3),-691.2078533
License_1765,Manawatu Wanganui (6),-691.5778335
License_1766,Marlborough (1),-691.9478138
License_1767,Nelson (1),-692.317794
License_1768,Northland (1),-692.6877742
License_1769,Otago (3),-693.0577545
License_1770,Southland (1),-693.4277347
License_1771,Taranaki (1),-693.797715
License_1772,Auckland (7),-694.1676952
License_1773,Bay Of Plenty (2),-694.5376754
License_1774,Auckland (7),-694.9076557
License_1775,Bay Of Plenty (2),-695.2776359
License_1776,Canterbury (4),-695.6476161
License_1777,Gisborne (3),-696.0175964
License_1778,Manawatu Wanganui (6),-696.3875766
License_1779,Marlborough (1),-696.7575568
License_1780,Nelson (1),-697.1275371
License_1781,Northland (1),-697.4975173
License_1782,Otago (3),-697.8674975
License_1783,Southland (1),-698.2374778
License_1784,Taranaki (1),-698.607458
License_1785,Auckland (7),-698.9774383
License_1786,Bay Of Plenty (2),-699.3474185
License_1787,Auckland (7),-699.7173987
License_1788,Bay Of Plenty (2),-700.087379
License_1789,Canterbury (4),-700.4573592
License_1790,Gisborne (3),-700.8273394
License_1791,Manawatu Wanganui (6),-701.1973197
License_1792,Marlborough (1),-701.5672999
License_1793,Nelson (1),-701.9372801
License_1794,Northland (1),-702.3072604
License_1795,Auckland (7),-702.6772406
License_1796,Bay Of Plenty (2),-703.0472208
License_1797,Canterbury (4),-703.4172011
License_1798,Gisborne (3),-703.7871813
License_1799,Manawatu Wanganui (6),-704.1571616
License_1800,Marlborough (1),-704.5271418
License_1801,Nelson (1),-704.897122
License_1802,Northland (1),-705.2671023
License_1803,Otago (3),-705.6370825
License_1804,Southland (1),-706.0070627
License_1805,Taranaki (1),-706.377043
License_1806,Auckland (7),-706.7470232
License_1807,Bay Of Plenty (2),-707.1170034
License_1808,Auckland (7),-707.4869837
License_1809,Bay Of Plenty (2),-707.8569639
License_1810,Canterbury (4),-708.2269441
License_1811,Gisborne (3),-708.5969244
License_1812,Manawatu Wanganui (6),-708.9669046
License_1813,Marlborough (1),-709.3368849
License_1814,Nelson (1),-709.7068651
License_1815,Northland (1),-710.0768453
License_1816,Otago (3),-710.4468256
License_1817,Southland (1),-710.8168058
License_1818,Taranaki (1),-711.186786
License_1819,Auckland (7),-711.5567663
License_1820,Bay Of Plenty (2),-711.9267465
License_1821,Auckland (7),-712.2967267
License_1822,Bay Of Plenty (2),-712.666707
License_1823,Canterbury (4),-713.0366872
License_1824,Gisborne (3),-713.4066674
License_1825,Manawatu Wanganui (6),-713.7766477
License_1826,Marlborough (1),-714.1466279
License_1827,Nelson (1),-714.5166082
License_1828,Northland (1),-714.8865884
License_1829,Otago (3),-715.2565686
License_1830,Southland (1),-715.6265489
License_1831,Taranaki (1),-715.9965291
License_1832,Auckland (7),-716.3665093
License_1833,Bay Of Plenty (2),-716.7364896
License_1834,Auckland (7),-717.1064698
License_1835,Bay Of Plenty (2),-717.47645
License_1836,Canterbury (4),-717.8464303
License_1837,Gisborne (3),-718.2164105
License_1838,Manawatu Wanganui (6),-718.5863907
License_1839,Marlborough (1),-718.956371
License_1840,Nelson (1),-719.3263512
License_1841,Northland (1),-719.6963315
License_1842,Otago (3),-720.0663117
License_1843,Southland (1),-720.4362919
License_1844,Taranaki (1),-720.8062722
