price_id,price
price_1366,41997543.33
price_1367,42028257.27
price_1368,42058971.21
price_1369,42089685.15
price_1370,42120399.10
price_1371,42151113.04
price_1372,42181826.98
price_1373,42212540.92
price_1374,42243254.86
price_1375,42273968.80
price_1376,42304682.74
price_1377,42335396.68
price_1378,42366110.62
price_1379,42396824.56
price_1380,42427538.50
price_1381,42458252.44
price_1382,42488966.38
price_1383,42519680.32
price_1384,42550394.26
price_1385,42581108.20
price_1386,42611822.14
price_1387,42642536.08
price_1388,42673250.02
price_1389,42703963.96
price_1390,42734677.90
price_1391,42765391.85
price_1392,42796105.79
price_1393,42826819.73
price_1394,42857533.67
price_1395,42888247.61
price_1396,42918961.55
price_1397,42949675.49
price_1398,42980389.43
price_1399,43011103.37
price_1400,43041817.31
price_1401,43072531.25
price_1402,43103245.19
price_1403,43133959.13
price_1404,43164673.07
price_1405,43195387.01
price_1406,43226100.95
price_1407,43256814.89
price_1408,43287528.83
price_1409,43318242.77
price_1410,43348956.71
price_1411,43379670.65
price_1412,43410384.60
price_1413,43441098.54
price_1414,43471812.48
price_1415,43502526.42
price_1416,43533240.36
price_1417,43563954.30
price_1418,43594668.24
price_1419,43625382.18
price_1420,43656096.12
price_1421,43686810.06
price_1422,43717524.00
price_1423,43748237.94
price_1424,43778951.88
price_1425,43809665.82
price_1426,43840379.76
price_1427,43871093.70
price_1428,43901807.64
price_1429,43932521.58
price_1430,43963235.52
price_1431,43993949.46
price_1432,44024663.40
price_1433,44055377.35
price_1434,44086091.29
price_1435,44116805.23
price_1436,44147519.17
price_1437,44178233.11
price_1438,44208947.05
price_1439,44239660.99
price_1440,44270374.93
price_1441,44301088.87
price_1442,44331802.81
price_1443,44362516.75
price_1444,44393230.69
price_1445,44423944.63
price_1446,44454658.57
price_1447,44485372.51
price_1448,44516086.45
price_1449,44546800.39
price_1450,44577514.33
price_1451,44608228.27
price_1452,44638942.21
price_1453,44669656.15
price_1454,44700370.10
price_1455,44731084.04
price_1456,44761797.98
price_1457,44792511.92
price_1458,44823225.86
price_1459,44853939.80
price_1460,44884653.74
price_1461,44915367.68
price_1462,44946081.62
price_1463,44976795.56
price_1464,45007509.50
price_1465,45038223.44
price_1466,45068937.38
price_1467,45099651.32
price_1468,45130365.26
price_1469,45161079.20
price_1470,45191793.14
price_1471,45222507.08
price_1472,45253221.02
price_1473,45283934.96
price_1474,45314648.90
price_1475,45345362.85
price_1476,45376076.79
price_1477,45406790.73
price_1478,45437504.67
price_1479,45468218.61
price_1480,45498932.55
price_1481,45529646.49
price_1482,45560360.43
price_1483,45591074.37
price_1484,45621788.31
price_1485,45652502.25
price_1486,45683216.19
price_1487,45713930.13
price_1488,45744644.07
price_1489,45775358.01
price_1490,45806071.95
price_1491,45836785.89
price_1492,45867499.83
price_1493,45898213.77
price_1494,45928927.71
price_1495,45959641.65
price_1496,45990355.60
price_1497,46021069.54
price_1498,46051783.48
price_1499,46082497.42
price_1500,46113211.36
price_1501,46143925.30
price_1502,46174639.24
price_1503,46205353.18
price_1504,46236067.12
price_1505,46266781.06
price_1506,46297495.00
price_1507,46328208.94
price_1508,46358922.88
price_1509,46389636.82
price_1510,46420350.76
price_1511,46451064.70
price_1512,46481778.64
price_1513,46512492.58
price_1514,46543206.52
price_1515,46573920.46
price_1516,46604634.40
price_1517,46635348.35
price_1518,46666062.29
price_1519,46696776.23
price_1520,46727490.17
price_1521,46758204.11
price_1522,46788918.05
price_1523,46819631.99
price_1524,46850345.93
price_1525,46881059.87
price_1526,46911773.81
price_1527,46942487.75
price_1528,46973201.69
price_1529,47003915.63
price_1530,47034629.57
price_1531,47065343.51
price_1532,47096057.45
price_1533,47126771.39
price_1534,47157485.33
price_1535,47188199.27
price_1536,47218913.21
price_1537,47249627.15
price_1538,47280341.10
price_1539,47311055.04
price_1540,47341768.98
price_1541,47372482.92
price_1542,47403196.86
price_1543,47433910.80
price_1544,47464624.74
price_1545,47495338.68
price_1546,47526052.62
price_1547,47556766.56
price_1548,47587480.50
price_1549,47618194.44
price_1550,47648908.38
price_1551,47679622.32
price_1552,47710336.26
price_1553,47741050.20
price_1554,47771764.14
price_1555,47802478.08
price_1556,47833192.02
price_1557,47863905.96
price_1558,47894619.90
price_1559,47925333.85
price_1560,47956047.79
price_1561,47986761.73
price_1562,48017475.67
price_1563,48048189.61
price_1564,48078903.55
price_1565,48109617.49
price_1566,48140331.43
price_1567,48171045.37
price_1568,48201759.31
price_1569,48232473.25
price_1570,48263187.19
price_1571,48293901.13
price_1572,48324615.07
price_1573,48355329.01
price_1574,48386042.95
price_1575,48416756.89
price_1576,48447470.83
price_1577,48478184.77
price_1578,48508898.71
price_1579,48539612.65
price_1580,48570326.60
price_1581,48601040.54
price_1582,48631754.48
price_1583,48662468.42
price_1584,48693182.36
price_1585,48723896.30
price_1586,48754610.24
price_1587,48785324.18
price_1588,48816038.12
price_1589,48846752.06
price_1590,48877466.00
price_1591,48908179.94
price_1592,48938893.88
price_1593,48969607.82
price_1594,49000321.76
price_1595,49031035.70
price_1596,49061749.64
price_1597,49092463.58
price_1598,49123177.52
price_1599,49153891.46
price_1600,49184605.40
price_1601,49215319.35
price_1602,49246033.29
price_1603,49276747.23
price_1604,49307461.17
price_1605,49338175.11
price_1606,49368889.05
price_1607,49399602.99
price_1608,49430316.93
price_1609,49461030.87
price_1610,49491744.81
price_1611,49522458.75
price_1612,49553172.69
price_1613,49583886.63
price_1614,49614600.57
price_1615,49645314.51
price_1616,49676028.45
price_1617,49706742.39
price_1618,49737456.33
price_1619,49768170.27
price_1620,49798884.21
price_1621,49829598.15
price_1622,49860312.10
price_1623,49891026.04
price_1624,49921739.98
price_1625,49952453.92
price_1626,49983167.86
price_1627,50013881.80
price_1628,50044595.74
price_1629,50075309.68
price_1630,50106023.62
price_1631,50136737.56
price_1632,50167451.50
price_1633,50198165.44
price_1634,50228879.38
price_1635,50259593.32
price_1636,50290307.26
price_1637,50321021.20
price_1638,50351735.14
price_1639,50382449.08
price_1640,50413163.02
price_1641,50443876.96
price_1642,50474590.90
price_1643,50505304.85
price_1644,50536018.79
price_1645,50566732.73
price_1646,50597446.67
price_1647,50628160.61
price_1648,50658874.55
price_1649,50689588.49
price_1650,50720302.43
price_1651,50751016.37
price_1652,50781730.31
price_1653,50812444.25
price_1654,50843158.19
price_1655,50873872.13
price_1656,50904586.07
price_1657,50935300.01
price_1658,50966013.95
price_1659,50996727.89
price_1660,51027441.83
price_1661,51058155.77
price_1662,51088869.71
price_1663,51119583.65
price_1664,51150297.60
price_1665,51181011.54
price_1666,51211725.48
price_1667,51242439.42
price_1668,51273153.36
price_1669,51303867.30
price_1670,51334581.24
price_1671,51365295.18
price_1672,51396009.12
price_1673,51426723.06
price_1674,51457437.00
price_1675,51488150.94
price_1676,51518864.88
price_1677,51549578.82
price_1678,51580292.76
price_1679,51611006.70
price_1680,51641720.64
price_1681,51672434.58
price_1682,51703148.52
price_1683,51733862.46
price_1684,51764576.40
price_1685,51795290.35
price_1686,51826004.29
price_1687,51856718.23
price_1688,51887432.17
price_1689,51918146.11
price_1690,51948860.05
price_1691,51979573.99
price_1692,52010287.93
price_1693,52041001.87
price_1694,52071715.81
price_1695,52102429.75
price_1696,52133143.69
price_1697,52163857.63
price_1698,52194571.57
price_1699,52225285.51
price_1700,52255999.45
price_1701,52286713.39
price_1702,52317427.33
price_1703,52348141.27
price_1704,52378855.21
price_1705,52409569.15
price_1706,52440283.10
price_1707,52470997.04
price_1708,52501710.98
price_1709,52532424.92
price_1710,52563138.86
price_1711,52593852.80
price_1712,52624566.74
price_1713,52655280.68
price_1714,52685994.62
price_1715,52716708.56
price_1716,52747422.50
price_1717,52778136.44
price_1718,52808850.38
price_1719,52839564.32
price_1720,52870278.26
price_1721,52900992.20
price_1722,52931706.14
price_1723,52962420.08
price_1724,52993134.02
price_1725,53023847.96
price_1726,53054561.90
price_1727,53085275.85
price_1728,53115989.79
price_1729,53146703.73
price_1730,53177417.67
price_1731,53208131.61
price_1732,53238845.55
price_1733,53269559.49
price_1734,53300273.43
price_1735,53330987.37
price_1736,53361701.31
price_1737,53392415.25
price_1738,53423129.19
price_1739,53453843.13
price_1740,53484557.07
price_1741,53515271.01
price_1742,53545984.95
price_1743,53576698.89
price_1744,53607412.83
price_1745,53638126.77
price_1746,53668840.71
price_1747,53699554.65
price_1748,53730268.60
price_1749,53760982.54
price_1750,53791696.48
price_1751,53822410.42
price_1752,53853124.36
price_1753,53883838.30
price_1754,53914552.24
price_1755,53945266.18
price_1756,53975980.12
price_1757,54006694.06
price_1758,54037408.00
price_1759,54068121.94
price_1760,54098835.88
price_1761,54129549.82
price_1762,54160263.76
price_1763,54190977.70
price_1764,54221691.64
price_1765,54252405.58
price_1766,54283119.52
price_1767,54313833.46
price_1768,54344547.40
price_1769,54375261.35
price_1770,54405975.29
price_1771,54436689.23
price_1772,54467403.17
price_1773,54498117.11
price_1774,54528831.05
price_1775,54559544.99
price_1776,54590258.93
price_1777,54620972.87
price_1778,54651686.81
price_1779,54682400.75
price_1780,54713114.69
price_1781,54743828.63
price_1782,54774542.57
price_1783,54805256.51
price_1784,54835970.45
price_1785,54866684.39
price_1786,54897398.33
price_1787,54928112.27
price_1788,54958826.21
price_1789,54989540.15
price_1790,55020254.10
price_1791,55050968.04
price_1792,55081681.98
price_1793,55112395.92
price_1794,55143109.86
price_1795,55173823.80
price_1796,55204537.74
price_1797,55235251.68
price_1798,55265965.62
price_1799,55296679.56
price_1800,55327393.50
price_1801,55358107.44
price_1802,55388821.38
price_1803,55419535.32
price_1804,55450249.26
price_1805,55480963.20
price_1806,55511677.14
price_1807,55542391.08
price_1808,55573105.02
price_1809,55603818.96
price_1810,55634532.90
price_1811,55665246.85
price_1812,55695960.79
price_1813,55726674.73
price_1814,55757388.67
price_1815,55788102.61
price_1816,55818816.55
price_1817,55849530.49
price_1818,55880244.43
price_1819,55910958.37
price_1820,55941672.31
price_1821,55972386.25
price_1822,56003100.19
price_1823,56033814.13
price_1824,56064528.07
price_1825,56095242.01
price_1826,56125955.95
price_1827,56156669.89
price_1828,56187383.83
price_1829,56218097.77
price_1830,56248811.71
price_1831,56279525.65
price_1832,56310239.60
price_1833,56340953.54
price_1834,56371667.48
price_1835,56402381.42
price_1836,56433095.36
price_1837,56463809.30
price_1838,56494523.24
price_1839,56525237.18
price_1840,56555951.12
price_1841,56586665.06
price_1842,56617379.00
price_1843,56648092.94
price_1844,56678806.88
price_1845,56709520.82
price_1846,56740234.76
price_1847,56770948.70
price_1848,56801662.64
price_1849,56832376.58
price_1850,56863090.52
price_1851,56893804.46
price_1852,56924518.40
price_1853,56955232.35
price_1854,56985946.29
price_1855,57016660.23
price_1856,57047374.17
price_1857,57078088.11
price_1858,57108802.05
price_1859,57139515.99
price_1860,57170229.93
price_1861,57200943.87
price_1862,57231657.81
price_1863,57262371.75
price_1864,57293085.69
price_1865,57323799.63
price_1866,57354513.57
price_1867,57385227.51
price_1868,57415941.45
price_1869,57446655.39
price_1870,57477369.33
price_1871,57508083.27
price_1872,57538797.21
price_1873,57569511.15
price_1874,57600225.10
price_1875,57630939.04
price_1876,57661652.98
price_1877,57692366.92
price_1878,57723080.86
price_1879,57753794.80
price_1880,57784508.74
price_1881,57815222.68
price_1882,57845936.62
price_1883,57876650.56
price_1884,57907364.50
price_1885,57938078.44
price_1886,57968792.38
price_1887,57999506.32
price_1888,58030220.26
price_1889,58060934.20
price_1890,58091648.14
price_1891,58122362.08
price_1892,58153076.02
price_1893,58183789.96
price_1894,58214503.90
price_1895,58245217.85
price_1896,58275931.79
price_1897,58306645.73
price_1898,58337359.67
price_1899,58368073.61
price_1900,58398787.55
price_1901,58429501.49
price_1902,58460215.43
price_1903,58490929.37
price_1904,58521643.31
price_1905,58552357.25
price_1906,58583071.19
price_1907,58613785.13
price_1908,58644499.07
price_1909,58675213.01
price_1910,58705926.95
price_1911,58736640.89
price_1912,58767354.83
price_1913,58798068.77
price_1914,58828782.71
price_1915,58859496.65
price_1916,58890210.60
price_1917,58920924.54
price_1918,58951638.48
price_1919,58982352.42
price_1920,59013066.36
price_1921,59043780.30
price_1922,59074494.24
price_1923,59105208.18
price_1924,59135922.12
price_1925,59166636.06
price_1926,59197350.00
price_1927,59228063.94
price_1928,59258777.88
price_1929,59289491.82
price_1930,59320205.76
price_1931,59350919.70
price_1932,59381633.64
price_1933,59412347.58
price_1934,59443061.52
price_1935,59473775.46
price_1936,59504489.40
price_1937,59535203.35
price_1938,59565917.29
price_1939,59596631.23
price_1940,59627345.17
price_1941,59658059.11
price_1942,59688773.05
price_1943,59719486.99
price_1944,59750200.93
price_1945,59780914.87
price_1946,59811628.81
price_1947,59842342.75
price_1948,59873056.69
price_1949,59903770.63
price_1950,59934484.57
price_1951,59965198.51
price_1952,59995912.45
price_1953,60026626.39
price_1954,60057340.33
price_1955,60088054.27
price_1956,60118768.21
price_1957,60149482.15
price_1958,60180196.10
price_1959,60210910.04
price_1960,60241623.98
price_1961,60272337.92
price_1962,60303051.86
price_1963,60333765.80
price_1964,60364479.74
price_1965,60395193.68
price_1966,60425907.62
price_1967,60456621.56
price_1968,60487335.50
price_1969,60518049.44
price_1970,60548763.38
price_1971,60579477.32
price_1972,60610191.26
price_1973,60640905.20
price_1974,60671619.14
price_1975,60702333.08
price_1976,60733047.02
price_1977,60763760.96
price_1978,60794474.90
price_1979,60825188.85
price_1980,60855902.79
price_1981,60886616.73
price_1982,60917330.67
price_1983,60948044.61
price_1984,60978758.55
price_1985,61009472.49
price_1986,61040186.43
price_1987,61070900.37
price_1988,61101614.31
price_1989,61132328.25
price_1990,61163042.19
price_1991,61193756.13
price_1992,61224470.07
price_1993,61255184.01
price_1994,61285897.95
price_1995,61316611.89
price_1996,61347325.83
price_1997,61378039.77
price_1998,61408753.71
price_1999,61439467.65
price_2000,61470181.60
price_2001,61500895.54
price_2002,61531609.48
price_2003,61562323.42
price_2004,61593037.36
price_2005,61623751.30
price_2006,61654465.24
price_2007,61685179.18
price_2008,61715893.12
price_2009,61746607.06
price_2010,61777321.00
price_2011,61808034.94
price_2012,61838748.88
price_2013,61869462.82
price_2014,61900176.76
price_2015,61930890.70
price_2016,61961604.64
price_2017,61992318.58
price_2018,62023032.52
price_2019,62053746.46
price_2020,62084460.40
price_2021,62115174.35
price_2022,62145888.29
price_2023,62176602.23
price_2024,62207316.17
price_2025,62238030.11
price_2026,62268744.05
price_2027,62299457.99
price_2028,62330171.93
price_2029,62360885.87
price_2030,62391599.81
price_2031,62422313.75
price_2032,62453027.69
price_2033,62483741.63
price_2034,62514455.57
price_2035,62545169.51
price_2036,62575883.45
price_2037,62606597.39
price_2038,62637311.33
price_2039,62668025.27
price_2040,62698739.21
price_2041,62729453.15
price_2042,62760167.10
price_2043,62790881.04
price_2044,62821594.98
price_2045,62852308.92
price_2046,62883022.86
price_2047,62913736.80
price_2048,62944450.74
price_2049,62975164.68
price_2050,63005878.62
price_2051,63036592.56
price_2052,63067306.50
price_2053,63098020.44
price_2054,63128734.38
price_2055,63159448.32
price_2056,63190162.26
price_2057,63220876.20
price_2058,63251590.14
price_2059,63282304.08
price_2060,63313018.02
price_2061,63343731.96
price_2062,63374445.90
price_2063,63405159.85
price_2064,63435873.79
price_2065,63466587.73
price_2066,63497301.67
price_2067,63528015.61
price_2068,63558729.55
price_2069,63589443.49
price_2070,63620157.43
price_2071,63650871.37
price_2072,63681585.31
price_2073,63712299.25
price_2074,63743013.19
price_2075,63773727.13
price_2076,63804441.07
price_2077,63835155.01
price_2078,63865868.95
price_2079,63896582.89
price_2080,63927296.83
price_2081,63958010.77
price_2082,63988724.71
price_2083,64019438.65
price_2084,64050152.60
price_2085,64080866.54
price_2086,64111580.48
price_2087,64142294.42
price_2088,64173008.36
price_2089,64203722.30
price_2090,64234436.24
price_2091,64265150.18
price_2092,64295864.12
price_2093,64326578.06
price_2094,64357292.00
price_2095,64388005.94
price_2096,64418719.88
price_2097,64449433.82
price_2098,64480147.76
price_2099,64510861.70
price_2100,64541575.64
price_2101,64572289.58
price_2102,64603003.52
price_2103,64633717.46
price_2104,64664431.40
price_2105,64695145.35
price_2106,64725859.29
price_2107,64756573.23
price_2108,64787287.17
price_2109,64818001.11
price_2110,64848715.05
price_2111,64879428.99
price_2112,64910142.93
price_2113,64940856.87
price_2114,64971570.81
price_2115,65002284.75
price_2116,65032998.69
price_2117,65063712.63
price_2118,65094426.57
price_2119,65125140.51
price_2120,65155854.45
price_2121,65186568.39
price_2122,65217282.33
price_2123,65247996.27
price_2124,65278710.21
price_2125,65309424.15
price_2126,65340138.10
price_2127,65370852.04
price_2128,65401565.98
price_2129,65432279.92
price_2130,65462993.86
price_2131,65493707.80
price_2132,65524421.74
price_2133,65555135.68
price_2134,65585849.62
price_2135,65616563.56
price_2136,65647277.50
price_2137,65677991.44
price_2138,65708705.38
price_2139,65739419.32
price_2140,65770133.26
price_2141,65800847.20
price_2142,65831561.14
price_2143,65862275.08
price_2144,65892989.02
price_2145,65923702.96
price_2146,65954416.90
price_2147,65985130.85
price_2148,66015844.79
price_2149,66046558.73
price_2150,66077272.67
price_2151,66107986.61
price_2152,66138700.55
price_2153,66169414.49
price_2154,66200128.43
price_2155,66230842.37
price_2156,66261556.31
price_2157,66292270.25
price_2158,66322984.19
price_2159,66353698.13
price_2160,66384412.07
price_2161,66415126.01
price_2162,66445839.95
price_2163,66476553.89
price_2164,66507267.83
price_2165,66537981.77
price_2166,66568695.71
price_2167,66599409.65
price_2168,66630123.60
price_2169,66660837.54
price_2170,66691551.48
price_2171,66722265.42
price_2172,66752979.36
price_2173,66783693.30
price_2174,66814407.24
price_2175,66845121.18
price_2176,66875835.12
price_2177,66906549.06
price_2178,66937263.00
price_2179,66967976.94
price_2180,66998690.88
price_2181,67029404.82
price_2182,67060118.76
price_2183,67090832.70
price_2184,67121546.64
price_2185,67152260.58
price_2186,67182974.52
price_2187,67213688.46
price_2188,67244402.40
price_2189,67275116.35
price_2190,67305830.29
price_2191,67336544.23
price_2192,67367258.17
price_2193,67397972.11
price_2194,67428686.05
price_2195,67459399.99
price_2196,67490113.93
price_2197,67520827.87
price_2198,67551541.81
price_2199,67582255.75
price_2200,67612969.69
price_2201,67643683.63
price_2202,67674397.57
price_2203,67705111.51
price_2204,67735825.45
price_2205,67766539.39
price_2206,67797253.33
price_2207,67827967.27
price_2208,67858681.21
price_2209,67889395.15
price_2210,67920109.10
price_2211,67950823.04
price_2212,67981536.98
price_2213,68012250.92
price_2214,68042964.86
price_2215,68073678.80
price_2216,68104392.74
price_2217,68135106.68
price_2218,68165820.62
price_2219,68196534.56
price_2220,68227248.50
price_2221,68257962.44
price_2222,68288676.38
price_2223,68319390.32
price_2224,68350104.26
price_2225,68380818.20
price_2226,68411532.14
price_2227,68442246.08
price_2228,68472960.02
price_2229,68503673.96
price_2230,68534387.90
price_2231,68565101.85
price_2232,68595815.79
price_2233,68626529.73
price_2234,68657243.67
price_2235,68687957.61
price_2236,68718671.55
price_2237,68749385.49
price_2238,68780099.43
price_2239,68810813.37
price_2240,68841527.31
price_2241,68872241.25
price_2242,68902955.19
price_2243,68933669.13
price_2244,68964383.07
price_2245,68995097.01
price_2246,69025810.95
price_2247,69056524.89
price_2248,69087238.83
price_2249,69117952.77
price_2250,69148666.71
price_2251,69179380.65
price_2252,69210094.60
price_2253,69240808.54
price_2254,69271522.48
price_2255,69302236.42
price_2256,69332950.36
price_2257,69363664.30
price_2258,69394378.24
price_2259,69425092.18
price_2260,69455806.12
price_2261,69486520.06
price_2262,69517234.00
price_2263,69547947.94
price_2264,69578661.88
price_2265,69609375.82
price_2266,69640089.76
price_2267,69670803.70
price_2268,69701517.64
price_2269,69732231.58
price_2270,69762945.52
price_2271,69793659.46
price_2272,69824373.40
price_2273,69855087.35
price_2274,69885801.29
price_2275,69916515.23
price_2276,69947229.17
price_2277,69977943.11
price_2278,70008657.05
price_2279,70039370.99
price_2280,70070084.93
price_2281,70100798.87
price_2282,70131512.81
price_2283,70162226.75
price_2284,70192940.69
price_2285,70223654.63
price_2286,70254368.57
price_2287,70285082.51
price_2288,70315796.45
price_2289,70346510.39
price_2290,70377224.33
price_2291,70407938.27
price_2292,70438652.21
price_2293,70469366.15
price_2294,70500080.10
price_2295,70530794.04
price_2296,70561507.98
price_2297,70592221.92
price_2298,70622935.86
price_2299,70653649.80
price_2300,70684363.74
price_2301,70715077.68
price_2302,70745791.62
price_2303,70776505.56
price_2304,70807219.50
price_2305,70837933.44
price_2306,70868647.38
price_2307,70899361.32
price_2308,70930075.26
price_2309,70960789.20
price_2310,70991503.14
price_2311,71022217.08
price_2312,71052931.02
price_2313,71083644.96
price_2314,71114358.90
price_2315,71145072.85
price_2316,71175786.79
price_2317,71206500.73
price_2318,71237214.67
price_2319,71267928.61
price_2320,71298642.55
price_2321,71329356.49
price_2322,71360070.43
price_2323,71390784.37
price_2324,71421498.31
price_2325,71452212.25
price_2326,71482926.19
price_2327,71513640.13
price_2328,71544354.07
price_2329,71575068.01
price_2330,71605781.95
price_2331,71636495.89
price_2332,71667209.83
price_2333,71697923.77
price_2334,71728637.71
price_2335,71759351.65
price_2336,71790065.60
price_2337,71820779.54
price_2338,71851493.48
price_2339,71882207.42
price_2340,71912921.36
price_2341,71943635.30
price_2342,71974349.24
price_2343,72005063.18
price_2344,72035777.12
price_2345,72066491.06
price_2346,72097205.00
price_2347,72127918.94
price_2348,72158632.88
price_2349,72189346.82
price_2350,72220060.76
price_2351,72250774.70
price_2352,72281488.64
price_2353,72312202.58
price_2354,72342916.52
price_2355,72373630.46
price_2356,72404344.40
price_2357,72435058.35
price_2358,72465772.29
price_2359,72496486.23
price_2360,72527200.17
price_2361,72557914.11
price_2362,72588628.05
price_2363,72619341.99
price_2364,72650055.93
price_2365,72680769.87
price_2366,72711483.81
price_2367,72742197.75
price_2368,72772911.69
price_2369,72803625.63
price_2370,72834339.57
price_2371,72865053.51
price_2372,72895767.45
price_2373,72926481.39
price_2374,72957195.33
price_2375,72987909.27
price_2376,73018623.21
price_2377,73049337.15
price_2378,73080051.10
price_2379,73110765.04
price_2380,73141478.98
price_2381,73172192.92
price_2382,73202906.86
price_2383,73233620.80
price_2384,73264334.74
price_2385,73295048.68
price_2386,73325762.62
price_2387,73356476.56
price_2388,73387190.50
price_2389,73417904.44
price_2390,73448618.38
price_2391,73479332.32
price_2392,73510046.26
price_2393,73540760.20
price_2394,73571474.14
price_2395,73602188.08
price_2396,73632902.02
price_2397,73663615.96
price_2398,73694329.90
price_2399,73725043.85
price_2400,73755757.79
price_2401,73786471.73
price_2402,73817185.67
price_2403,73847899.61
price_2404,73878613.55
price_2405,73909327.49
price_2406,73940041.43
price_2407,73970755.37
price_2408,74001469.31
price_2409,74032183.25
price_2410,74062897.19
price_2411,74093611.13
price_2412,74124325.07
price_2413,74155039.01
price_2414,74185752.95
price_2415,74216466.89
price_2416,74247180.83
price_2417,74277894.77
price_2418,74308608.71
price_2419,74339322.65
price_2420,74370036.60
price_2421,74400750.54
price_2422,74431464.48
price_2423,74462178.42
price_2424,74492892.36
price_2425,74523606.30
price_2426,74554320.24
price_2427,74585034.18
price_2428,74615748.12
price_2429,74646462.06
price_2430,74677176.00
price_2431,74707889.94
price_2432,74738603.88
price_2433,74769317.82
price_2434,74800031.76
price_2435,74830745.70
price_2436,74861459.64
price_2437,74892173.58
price_2438,74922887.52
price_2439,74953601.46
price_2440,74984315.40
price_2441,75015029.35
price_2442,75045743.29
price_2443,75076457.23
price_2444,75107171.17
price_2445,75137885.11
price_2446,75168599.05
price_2447,75199312.99
price_2448,75230026.93
price_2449,75260740.87
price_2450,75291454.81
price_2451,75322168.75
price_2452,75352882.69
price_2453,75383596.63
price_2454,75414310.57
price_2455,75445024.51
price_2456,75475738.45
price_2457,75506452.39
price_2458,75537166.33
price_2459,75567880.27
price_2460,75598594.21
price_2461,75629308.15
price_2462,75660022.10
price_2463,75690736.04
price_2464,75721449.98
price_2465,75752163.92
price_2466,75782877.86
price_2467,75813591.80
price_2468,75844305.74
price_2469,75875019.68
price_2470,75905733.62
price_2471,75936447.56
price_2472,75967161.50
price_2473,75997875.44
price_2474,76028589.38
price_2475,76059303.32
price_2476,76090017.26
price_2477,76120731.20
price_2478,76151445.14
price_2479,76182159.08
price_2480,76212873.02
price_2481,76243586.96
price_2482,76274300.90
price_2483,76305014.85
price_2484,76335728.79
price_2485,76366442.73
price_2486,76397156.67
price_2487,76427870.61
price_2488,76458584.55
price_2489,76489298.49
price_2490,76520012.43
price_2491,76550726.37
price_2492,76581440.31
price_2493,76612154.25
price_2494,76642868.19
price_2495,76673582.13
price_2496,76704296.07
price_2497,76735010.01
price_2498,76765723.95
price_2499,76796437.89
price_2500,76827151.83
price_2501,76857865.77
price_2502,76888579.71
price_2503,76919293.65
price_2504,76950007.60
price_2505,76980721.54
price_2506,77011435.48
price_2507,77042149.42
price_2508,77072863.36
price_2509,77103577.30
price_2510,77134291.24
price_2511,77165005.18
price_2512,77195719.12
price_2513,77226433.06
price_2514,77257147.00
price_2515,77287860.94
price_2516,77318574.88
price_2517,77349288.82
price_2518,77380002.76
price_2519,77410716.70
price_2520,77441430.64
price_2521,77472144.58
price_2522,77502858.52
price_2523,77533572.46
price_2524,77564286.40
price_2525,77595000.35
price_2526,77625714.29
price_2527,77656428.23
price_2528,77687142.17
price_2529,77717856.11
price_2530,77748570.05
price_2531,77779283.99
price_2532,77809997.93
price_2533,77840711.87
price_2534,77871425.81
price_2535,77902139.75
price_2536,77932853.69
price_2537,77963567.63
price_2538,77994281.57
price_2539,78024995.51
price_2540,78055709.45
price_2541,78086423.39
price_2542,78117137.33
price_2543,78147851.27
price_2544,78178565.21
price_2545,78209279.15
price_2546,78239993.10
price_2547,78270707.04
price_2548,78301420.98
price_2549,78332134.92
price_2550,78362848.86
price_2551,78393562.80
price_2552,78424276.74
price_2553,78454990.68
price_2554,78485704.62
price_2555,78516418.56
price_2556,78547132.50
price_2557,78577846.44
price_2558,78608560.38
price_2559,78639274.32
price_2560,78669988.26
price_2561,78700702.20
price_2562,78731416.14
price_2563,78762130.08
price_2564,78792844.02
price_2565,78823557.96
price_2566,78854271.90
price_2567,78884985.85
price_2568,78915699.79
price_2569,78946413.73
price_2570,78977127.67
price_2571,79007841.61
price_2572,79038555.55
price_2573,79069269.49
price_2574,79099983.43
price_2575,79130697.37
price_2576,79161411.31
price_2577,79192125.25
price_2578,79222839.19
price_2579,79253553.13
price_2580,79284267.07
price_2581,79314981.01
price_2582,79345694.95
price_2583,79376408.89
price_2584,79407122.83
price_2585,79437836.77
price_2586,79468550.71
price_2587,79499264.65
price_2588,79529978.60
price_2589,79560692.54
price_2590,79591406.48
price_2591,79622120.42
price_2592,79652834.36
price_2593,79683548.30
price_2594,79714262.24
price_2595,79744976.18
price_2596,79775690.12
price_2597,79806404.06
price_2598,79837118.00
price_2599,79867831.94
price_2600,79898545.88
price_2601,79929259.82
price_2602,79959973.76
price_2603,79990687.70
price_2604,80021401.64
price_2605,80052115.58
price_2606,80082829.52
price_2607,80113543.46
price_2608,80144257.40
price_2609,80174971.35
price_2610,80205685.29
price_2611,80236399.23
price_2612,80267113.17
price_2613,80297827.11
price_2614,80328541.05
price_2615,80359254.99
price_2616,80389968.93
price_2617,80420682.87
price_2618,80451396.81
price_2619,80482110.75
price_2620,80512824.69
price_2621,80543538.63
price_2622,80574252.57
price_2623,80604966.51
price_2624,80635680.45
price_2625,80666394.39
price_2626,80697108.33
price_2627,80727822.27
price_2628,80758536.21
price_2629,80789250.15
price_2630,80819964.10
price_2631,80850678.04
price_2632,80881391.98
price_2633,80912105.92
price_2634,80942819.86
price_2635,80973533.80
price_2636,81004247.74
price_2637,81034961.68
