vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,owner_id,price_id,Engine_ID,License_ID
532,Trailer,562,2017,KC 126,Silver,1/10/2022,102,Owner532,price_532,Engine_532,License_532
533,Trailer,622,2017,COMPASS S74,Silver,12/9/2021,114,Owner533,price_533,Engine_533,License_533
534,Trailer,623,2017,GOODS,Grey,4/5/2022,109,Owner534,price_534,Engine_534,License_534
535,Trailer,623,1977,HOMEBUILT,White,11/16/2021,105,Owner535,price_535,Engine_535,License_535
536,Trailer,623,2017,M J TANDEM AXLE,Silver,12/20/2021,114,Owner536,price_536,Engine_536,License_536
537,Trailer,623,2017,TOTAL POWER,Silver,11/15/2021,114,Owner537,price_537,Engine_537,License_537
538,Trailer,623,2017,TRAYLA,Silver,11/21/2021,106,Owner538,price_538,Engine_538,License_538
539,Boat Trailer,623,2000,FRONT RUNNER,Silver,12/15/2021,103,Owner539,price_539,Engine_539,License_539
540,Trailer,623,2017,HOMEBUILT,Silver,4/5/2022,108,Owner540,price_540,Engine_540,License_540
541,Trailer,623,2017,UTBT,Silver,3/13/2022,103,Owner541,price_541,Engine_541,License_541
542,Saloon,511,1963,S3,White,4/5/2022,109,Owner542,price_542,Engine_542,License_542
543,Trailer,623,2017,CAR DOLLY,Silver,10/27/2021,108,Owner543,price_543,Engine_543,License_543
544,Boat Trailer,623,2002,JETSKI FACTORYBUILT,Silver,3/14/2022,114,Owner544,price_544,Engine_544,License_544
545,Trailer,623,2017,COMPASS-KHSTTI,Silver,2/9/2022,109,Owner545,price_545,Engine_545,License_545
546,Trailer,623,2017,COMPASS-KHSTTI,Silver,11/12/2021,103,Owner546,price_546,Engine_546,License_546
547,Trailer,595,2017,TRADE WELLSIDE,Silver,3/18/2022,102,Owner547,price_547,Engine_547,License_547
548,Trailer,623,2018,DOMESTIC,Black,1/16/2022,102,Owner548,price_548,Engine_548,License_548
549,Trailer,623,2021,TIPPER,Silver,2/15/2022,102,Owner549,price_549,Engine_549,License_549
550,Roadbike,550,2007,SCV,Red,3/3/2022,109,Owner550,price_550,Engine_550,License_550
551,Trailer,623,2021,AK,Silver,11/20/2021,109,Owner551,price_551,Engine_551,License_551
552,Trailer,595,2021,BRAKED TANDEM 10X5,Silver,11/8/2021,102,Owner552,price_552,Engine_552,License_552
553,Trailer,623,2000,MANAWATU ENGINEERING,Grey,3/30/2022,114,Owner553,price_553,Engine_553,License_553
554,Trailer,623,1996,HOMEMADE,Grey,3/28/2022,103,Owner554,price_554,Engine_554,License_554
555,Trailer - Heavy,623,2021,NYMIC,Grey,10/29/2021,102,Owner555,price_555,Engine_555,License_555
556,Trailer,514,2021,8X5 DIGGER TRANSPORT,Silver,12/16/2021,114,Owner556,price_556,Engine_556,License_556
557,Trailer,549,2021,LOG SPLITTER,Blue,11/16/2021,107,Owner557,price_557,Engine_557,License_557
558,Trailer,623,2020,DOMESTIC,Grey,2/27/2022,102,Owner558,price_558,Engine_558,License_558
559,Trailer,616,2021,DOMESTIC TRAILER,Silver,11/29/2021,109,Owner559,price_559,Engine_559,License_559
560,Trailer,623,2021,DOMESTIC,Grey,1/3/2022,101,Owner560,price_560,Engine_560,License_560
561,Boat Trailer,623,1985,BOAT,Silver,12/21/2021,104,Owner561,price_561,Engine_561,License_561
562,Trailer,616,2021,DOMESTIC TRAILER,Silver,10/14/2021,102,Owner562,price_562,Engine_562,License_562
563,Trailer,623,2021,BETTER,Silver,10/17/2021,105,Owner563,price_563,Engine_563,License_563
564,Trailer,623,2021,TUFF,Silver,12/3/2021,103,Owner564,price_564,Engine_564,License_564
565,Moped,611,2006,SJ50QT,Blue,1/31/2022,116,Owner565,price_565,Engine_565,License_565
566,Trailer,623,1998,HELLMACK 12X6,Yellow,2/7/2022,114,Owner566,price_566,Engine_566,License_566
567,Trailer - Heavy,623,2021,CT DIG25,Silver,2/14/2022,102,Owner567,price_567,Engine_567,License_567
568,Trailer,538,2021,CUSTOM,White,10/23/2021,103,Owner568,price_568,Engine_568,License_568
569,Trailer - Heavy,623,2021,PRESCOTT,Silver,10/30/2021,104,Owner569,price_569,Engine_569,License_569
570,Trailer,532,2021,TRAILER,Silver,3/1/2022,107,Owner570,price_570,Engine_570,License_570
571,Trailer,623,2021,TRAYLA,Silver,4/5/2022,104,Owner571,price_571,Engine_571,License_571
572,Trailer,616,2021,DOMESTIC TRAILER,Silver,11/9/2021,104,Owner572,price_572,Engine_572,License_572
573,Boat Trailer,623,2021,DMW,Grey,1/26/2022,102,Owner573,price_573,Engine_573,License_573
574,Trailer,538,2021,CONCEPT TRAILERS,Silver,2/22/2022,106,Owner574,price_574,Engine_574,License_574
575,Trailer,623,2019,DOMESTIC,Grey,10/23/2021,102,Owner575,price_575,Engine_575,License_575
576,Caravan,612,2011,CARAVAN,White,11/14/2021,102,Owner576,price_576,Engine_576,License_576
577,Trailer,623,2021,TANDEM,Silver,2/24/2022,102,Owner577,price_577,Engine_577,License_577
578,Trailer,623,2021,JOBMATE,Silver,2/15/2022,107,Owner578,price_578,Engine_578,License_578
579,Trailer,628,2021,DOMESTIC TRAILER,Black,1/24/2022,102,Owner579,price_579,Engine_579,License_579
580,Trailer,501,2021,HUMBAUR,Silver,2/5/2022,102,Owner580,price_580,Engine_580,License_580
581,Boat Trailer,623,2013,JET SKI,Grey,12/6/2021,102,Owner581,price_581,Engine_581,License_581
582,Moped,593,2009,NAKED 50,Blue,11/18/2021,102,Owner582,price_582,Engine_582,License_582
583,Caravan,519,2009,COACHMAN AMARA 520,White,2/22/2022,114,Owner583,price_583,Engine_583,License_583
584,Trailer,623,2021,ELITE,Silver,2/28/2022,114,Owner584,price_584,Engine_584,License_584
585,Trailer - Heavy,623,2021,IFOR WILLIAMS,Silver,2/20/2022,101,Owner585,price_585,Engine_585,License_585
586,Moped,585,2007,VMOTO MILAN,Black,2/21/2022,102,Owner586,price_586,Engine_586,License_586
587,Hatchback,587,2008,TIIDA,Red,3/30/2022,102,Owner587,price_587,Engine_587,License_587
588,Trailer,623,2019,DOMESTIC,Grey,10/19/2021,102,Owner588,price_588,Engine_588,License_588
589,Moped,585,2008,CICLONE,Red,10/18/2021,102,Owner589,price_589,Engine_589,License_589
590,Trailer,623,1993,HOMEMADE,Grey,1/20/2022,114,Owner590,price_590,Engine_590,License_590
591,Trailer,623,1985,LOCAL,White,2/17/2022,103,Owner591,price_591,Engine_591,License_591
592,Trailer,623,2021,BST2021D,Silver,10/24/2021,102,Owner592,price_592,Engine_592,License_592
593,Trailer - Heavy,549,1987,ABEL,Yellow,10/12/2021,105,Owner593,price_593,Engine_593,License_593
594,Roadbike,561,1996,VN,Black,11/22/2021,102,Owner594,price_594,Engine_594,License_594
595,Trailer - Heavy,623,2018,GT17023,Silver,3/28/2022,102,Owner595,price_595,Engine_595,License_595
596,Trailer,616,2018,DOMESTIC TRAILER,Silver,3/21/2022,105,Owner596,price_596,Engine_596,License_596
597,Trailer,623,2018,HOMEMADE,Black,11/8/2021,101,Owner597,price_597,Engine_597,License_597
598,Trailer,623,2015,DOLLY,Black,1/19/2022,103,Owner598,price_598,Engine_598,License_598
599,Boat Trailer,623,1976,CRESTA CRAFT,Grey,11/17/2021,114,Owner599,price_599,Engine_599,License_599
600,Trailer,623,2018,DOMESTIC,Silver,2/24/2022,101,Owner600,price_600,Engine_600,License_600
601,Boat Trailer,623,2018,JETSKI,Silver,1/30/2022,108,Owner601,price_601,Engine_601,License_601
602,Trailer,514,2018,8X4 TANDEM,Silver,1/18/2022,114,Owner602,price_602,Engine_602,License_602
603,Trailer,562,2018,K64SA,Silver,10/16/2021,103,Owner603,price_603,Engine_603,License_603
604,Trailer,623,2018,DOMESTIC TRAILER,Grey,10/25/2021,102,Owner604,price_604,Engine_604,License_604
605,Trailer,616,2018,DOMESTIC TRAILER,Silver,2/11/2022,102,Owner605,price_605,Engine_605,License_605
606,Trailer,623,2018,DOMESTIC,White,12/12/2021,102,Owner606,price_606,Engine_606,License_606
607,Trailer - Heavy,623,2018,PRESCOTT,Silver,10/25/2021,114,Owner607,price_607,Engine_607,License_607
608,Trailer,623,2018,HOMEBUILT,Silver,12/17/2021,104,Owner608,price_608,Engine_608,License_608
609,Trailer - Heavy,623,2018,GT DIGGER TRAILER,Silver,11/24/2021,102,Owner609,price_609,Engine_609,License_609
610,Trailer,623,2018,TRAYLA,Silver,11/15/2021,109,Owner610,price_610,Engine_610,License_610
611,Trailer,623,2018,BRIAN JAMES A4,Silver,1/18/2022,102,Owner611,price_611,Engine_611,License_611
612,Trailer,616,2018,DOMESTIC TRAILER,Silver,12/29/2021,107,Owner612,price_612,Engine_612,License_612
613,Trailer,623,2018,HOMEBUILT,Grey,12/14/2021,108,Owner613,price_613,Engine_613,License_613
614,Trailer,514,2018,8X4 TANDEM,Silver,2/2/2022,114,Owner614,price_614,Engine_614,License_614
615,Trailer,549,2018,TRAILER8X4,Silver,10/11/2021,114,Owner615,price_615,Engine_615,License_615
616,Trailer,623,2018,ZANDER BUILT,Grey,3/14/2022,106,Owner616,price_616,Engine_616,License_616
617,Caravan,538,1973,CRESTA CRAFT XRP,White,1/17/2022,111,Owner617,price_617,Engine_617,License_617
618,Trailer,623,2002,DOMESTIC,Silver,10/22/2021,111,Owner618,price_618,Engine_618,License_618
619,Moped,585,2011,ELITE STAR 50,Red,3/18/2022,114,Owner619,price_619,Engine_619,License_619
620,Roadbike,625,2002,DAYTONA,Blue,11/21/2021,109,Owner620,price_620,Engine_620,License_620
621,Roadbike,611,2007,DR-Z400,Yellow,3/25/2022,109,Owner621,price_621,Engine_621,License_621
622,Moped,563,2012,F-ACT,White,10/18/2021,102,Owner622,price_622,Engine_622,License_622
623,Moped,617,2015,ROMA,Red,1/22/2022,102,Owner623,price_623,Engine_623,License_623
624,Roadbike,550,2015,CBR,White,12/14/2021,109,Owner624,price_624,Engine_624,License_624
625,Roadbike,611,2009,GN125H,Red,1/22/2022,102,Owner625,price_625,Engine_625,License_625
626,Moped,585,2010,SOLANA,Blue,12/26/2021,102,Owner626,price_626,Engine_626,License_626
627,Moped,629,2011,LX,Silver,4/2/2022,102,Owner627,price_627,Engine_627,License_627
628,Moped,585,2014,EURORIDER,Black,12/25/2021,102,Owner628,price_628,Engine_628,License_628
629,Moped,611,2014,UZ,Black,12/11/2021,102,Owner629,price_629,Engine_629,License_629
630,Roadbike,561,2014,KLX,Green,10/18/2021,109,Owner630,price_630,Engine_630,License_630
631,Roadbike,550,2014,GLH,White,3/14/2022,102,Owner631,price_631,Engine_631,License_631
632,Trailer,623,2003,PRESCOT,Silver,10/19/2021,104,Owner632,price_632,Engine_632,License_632
633,Boat Trailer,533,2003,SF535,Silver,1/9/2022,102,Owner633,price_633,Engine_633,License_633
634,Trailer,562,2002,K745A,Silver,11/7/2021,103,Owner634,price_634,Engine_634,License_634
635,Roadbike,611,2010,VL250,Black,3/3/2022,102,Owner635,price_635,Engine_635,License_635
636,Roadbike,636,1993,XT,White,2/13/2022,101,Owner636,price_636,Engine_636,License_636
637,Moped,585,2011,ELITE STAR 50,White,1/3/2022,114,Owner637,price_637,Engine_637,License_637
638,Roadbike,565,2004,EXC,Orange,2/13/2022,101,Owner638,price_638,Engine_638,License_638
639,Moped,594,2013,ZIP,Black,1/20/2022,109,Owner639,price_639,Engine_639,License_639
640,Roadbike,550,2013,WW,Black,10/13/2021,102,Owner640,price_640,Engine_640,License_640
641,Roadbike,565,2013,AN,White,1/7/2022,102,Owner641,price_641,Engine_641,License_641
642,Moped,541,2014,CAPRI,Cream,2/8/2022,102,Owner642,price_642,Engine_642,License_642
643,Moped,594,2014,ZIP,Black,2/2/2022,102,Owner643,price_643,Engine_643,License_643
644,Roadbike,636,2014,YZF-R6Y,Blue,12/22/2021,114,Owner644,price_644,Engine_644,License_644
645,Roadbike,636,2008,YZF-R6W,Blue,1/11/2022,102,Owner645,price_645,Engine_645,License_645
646,Moped,538,2015,TAOTAO,Red,11/17/2021,114,Owner646,price_646,Engine_646,License_646
647,Trailer - Heavy,623,2003,FACTORY BUILT,Silver,10/13/2021,114,Owner647,price_647,Engine_647,License_647
648,Roadbike,545,2008,FXDC,Black,4/5/2022,102,Owner648,price_648,Engine_648,License_648
649,Roadbike,545,2007,XL,Black,3/23/2022,109,Owner649,price_649,Engine_649,License_649
650,Roadbike,594,2005,VESPA,Black,12/8/2021,111,Owner650,price_650,Engine_650,License_650
651,Roadbike,550,2011,SCV,Red,11/9/2021,103,Owner651,price_651,Engine_651,License_651
652,Roadbike,611,2011,GSR,Black,3/18/2022,102,Owner652,price_652,Engine_652,License_652
653,Roadbike,565,2011,EXC,Orange,1/7/2022,102,Owner653,price_653,Engine_653,License_653
654,Roadbike,554,2012,GV250,Black,11/17/2021,102,Owner654,price_654,Engine_654,License_654
655,Moped,594,2012,ZIP,White,2/6/2022,102,Owner655,price_655,Engine_655,License_655
656,Moped,632,2010,MOTORCYCLE,Black,12/2/2021,104,Owner656,price_656,Engine_656,License_656
657,Roadbike,611,2006,VZ800,Black,11/22/2021,102,Owner657,price_657,Engine_657,License_657
658,Roadbike,611,2007,VL800,Green,1/30/2022,102,Owner658,price_658,Engine_658,License_658
659,Moped,593,2014,LIGERO,Red,10/20/2021,114,Owner659,price_659,Engine_659,License_659
660,Roadbike,565,2014,AN,Black,12/30/2021,103,Owner660,price_660,Engine_660,License_660
661,Moped,617,2015,ROMA,Black,1/19/2022,102,Owner661,price_661,Engine_661,License_661
662,Roadbike,631,2013,VEGAS,Black,10/14/2021,116,Owner662,price_662,Engine_662,License_662
663,Boat Trailer,623,2002,LOCAL,Silver,3/30/2022,103,Owner663,price_663,Engine_663,License_663
664,Roadbike,550,2010,SCV,Red,12/9/2021,111,Owner664,price_664,Engine_664,License_664
665,Moped,636,2011,MOTORCYCLE,Silver,11/16/2021,114,Owner665,price_665,Engine_665,License_665
666,Moped,550,2011,TODAY,Yellow,1/3/2022,102,Owner666,price_666,Engine_666,License_666
667,Roadbike,636,2013,YZF,Blue,3/27/2022,109,Owner667,price_667,Engine_667,License_667
668,Moped,593,2013,PMX,Black,1/4/2022,101,Owner668,price_668,Engine_668,License_668
669,Roadbike,553,2014,FE,White,2/10/2022,114,Owner669,price_669,Engine_669,License_669
670,Roadbike,611,2008,GSX750F,Black,3/14/2022,101,Owner670,price_670,Engine_670,License_670
671,Moped,538,2014,SHENKE,Black,11/16/2021,114,Owner671,price_671,Engine_671,License_671
672,Moped,585,2009,ORION SCOOTER,Yellow,1/10/2022,109,Owner672,price_672,Engine_672,License_672
673,Moped,594,2005,VESPA ET2 50,Blue,2/5/2022,102,Owner673,price_673,Engine_673,License_673
674,Moped,636,2011,CV50,Blue,1/11/2022,109,Owner674,price_674,Engine_674,License_674
675,Roadbike,611,2013,GW250,Red,1/27/2022,102,Owner675,price_675,Engine_675,License_675
676,Roadbike,505,2002,RSV,Grey,3/4/2022,115,Owner676,price_676,Engine_676,License_676
677,Roadbike,550,2014,CBR,Black,3/26/2022,104,Owner677,price_677,Engine_677,License_677
678,All Terrain Vehicle,550,2014,PIONEER 500,Red,3/2/2022,114,Owner678,price_678,Engine_678,License_678
679,Moped,590,2015,THOR,Red,11/27/2021,109,Owner679,price_679,Engine_679,License_679
680,Trailer,623,2002,OLEARY 8 X 5,Green,1/11/2022,105,Owner680,price_680,Engine_680,License_680
681,Trailer,514,2002,8X4 TANDEM,Green,2/23/2022,114,Owner681,price_681,Engine_681,License_681
682,Moped,585,2010,VMOTO MILAN,Black,12/18/2021,102,Owner682,price_682,Engine_682,License_682
683,Roadbike,563,2011,CRUISER,Silver,11/27/2021,103,Owner683,price_683,Engine_683,License_683
684,Roadbike,505,2012,DORSODURO,Black,1/22/2022,102,Owner684,price_684,Engine_684,License_684
685,Roadbike,594,2012,FLY,Black,11/26/2021,102,Owner685,price_685,Engine_685,License_685
686,Roadbike,611,2012,GSX-R600,Black,11/22/2021,102,Owner686,price_686,Engine_686,License_686
687,Roadbike,550,2013,CRF,Red,11/13/2021,109,Owner687,price_687,Engine_687,License_687
688,Roadbike,552,2014,FE,Blue,12/18/2021,109,Owner688,price_688,Engine_688,License_688
689,Roadbike,550,2013,NBC,Green,10/17/2021,105,Owner689,price_689,Engine_689,License_689
690,Moped,617,2014,ROMA,Black,3/14/2022,104,Owner690,price_690,Engine_690,License_690
691,Roadbike,550,2014,NSC,White,1/17/2022,102,Owner691,price_691,Engine_691,License_691
692,Roadbike,545,2007,SOFTAIL,Black,10/25/2021,107,Owner692,price_692,Engine_692,License_692
693,Moped,550,2006,ZOOMER,Blue,2/27/2022,102,Owner693,price_693,Engine_693,License_693
694,Roadbike,550,2015,NSC,Silver,12/15/2021,102,Owner694,price_694,Engine_694,License_694
695,Roadbike,550,1993,CB,White,3/7/2022,102,Owner695,price_695,Engine_695,License_695
696,Moped,613,2011,DD50,Red,4/3/2022,107,Owner696,price_696,Engine_696,License_696
697,Roadbike,611,2011,AN125,Black,3/9/2022,102,Owner697,price_697,Engine_697,License_697
698,Moped,585,2011,JM STAR SUNNY 50,Red,11/12/2021,114,Owner698,price_698,Engine_698,License_698
699,Moped,636,2008,VINO,Black,3/13/2022,103,Owner699,price_699,Engine_699,License_699
700,Roadbike,611,2001,DR,Blue,12/6/2021,109,Owner700,price_700,Engine_700,License_700
701,Moped,636,2013,YW50,Black,1/19/2022,102,Owner701,price_701,Engine_701,License_701
702,Tractor,621,2013,VALTRA N92,Red,11/4/2021,101,Owner702,price_702,Engine_702,License_702
703,Moped,550,1988,DJ1,White,1/13/2022,102,Owner703,price_703,Engine_703,License_703
704,Roadbike,550,2014,GLH,Blue,3/7/2022,102,Owner704,price_704,Engine_704,License_704
705,Moped,550,2007,TODAY 50,Red,10/19/2021,104,Owner705,price_705,Engine_705,License_705
706,Roadbike,561,2014,EX,White,3/28/2022,102,Owner706,price_706,Engine_706,License_706
707,Moped,617,2014,GRIDO,Black,1/25/2022,103,Owner707,price_707,Engine_707,License_707
708,Moped,617,2015,OTTO,Black,3/14/2022,102,Owner708,price_708,Engine_708,License_708
709,Roadbike,515,2006,XB12R,Black,2/20/2022,102,Owner709,price_709,Engine_709,License_709
710,Roadbike,611,2010,DR650SE,White,3/24/2022,102,Owner710,price_710,Engine_710,License_710
711,Roadbike,550,2012,CT,Red,2/1/2022,103,Owner711,price_711,Engine_711,License_711
712,Moped,594,2013,ZIP,Black,3/27/2022,109,Owner712,price_712,Engine_712,License_712
713,Roadbike,629,2013,PX,Red,10/9/2021,102,Owner713,price_713,Engine_713,License_713
714,Moped,611,2013,UZ,Silver,4/1/2022,114,Owner714,price_714,Engine_714,License_714
715,Roadbike,636,2006,YZF-R6V,Red,11/11/2021,105,Owner715,price_715,Engine_715,License_715
716,Roadbike,594,2014,VESPA,White,1/31/2022,102,Owner716,price_716,Engine_716,License_716
717,Roadbike,554,2014,GV650,Black,3/8/2022,103,Owner717,price_717,Engine_717,License_717
718,Roadbike,636,2014,XJ6,White,3/19/2022,102,Owner718,price_718,Engine_718,License_718
719,Moped,593,2015,LIGERO,Black,12/29/2021,101,Owner719,price_719,Engine_719,License_719
720,Utility,540,2001,COURIER,Blue,3/6/2022,115,Owner720,price_720,Engine_720,License_720
721,Utility,540,2001,COURIER,Green,12/7/2021,111,Owner721,price_721,Engine_721,License_721
722,Utility,587,2001,NAVARA,Silver,12/21/2021,102,Owner722,price_722,Engine_722,License_722
723,Saloon,619,1991,CYNOS,Green,2/17/2022,102,Owner723,price_723,Engine_723,License_723
724,Utility,587,2001,NAVARA,Blue,12/27/2021,103,Owner724,price_724,Engine_724,License_724
725,Stationwagon,587,1992,AVENIR,Blue,10/8/2021,115,Owner725,price_725,Engine_725,License_725
726,Utility,587,2001,NAVARA,Silver,2/15/2022,101,Owner726,price_726,Engine_726,License_726
727,Saloon,540,2001,MONDEO,Gold,12/3/2021,116,Owner727,price_727,Engine_727,License_727
728,Saloon,580,2000,LANCER,White,12/29/2021,103,Owner728,price_728,Engine_728,License_728
729,Stationwagon,580,2001,PAJERO,Silver,2/14/2022,102,Owner729,price_729,Engine_729,License_729
730,Saloon,548,2001,VX COMMODORE,Red,11/9/2021,102,Owner730,price_730,Engine_730,License_730
731,Stationwagon,610,1995,IMPREZA,Red,1/19/2022,102,Owner731,price_731,Engine_731,License_731
732,Utility,540,2001,COURIER,White,1/16/2022,105,Owner732,price_732,Engine_732,License_732
733,Saloon,587,1994,SUNNY,Blue,4/1/2022,109,Owner733,price_733,Engine_733,License_733
734,Saloon,587,1991,PRIMERA,Black,10/8/2021,115,Owner734,price_734,Engine_734,License_734
735,Stationwagon,619,2001,PREVIA,Silver,10/21/2021,102,Owner735,price_735,Engine_735,License_735
736,Stationwagon,619,1996,HILUX,Blue,12/21/2021,104,Owner736,price_736,Engine_736,License_736
737,Utility,619,2001,HILUX,Silver,12/22/2021,104,Owner737,price_737,Engine_737,License_737
738,Stationwagon,540,1996,FREDA,Red,3/15/2022,102,Owner738,price_738,Engine_738,License_738
739,Utility,576,2001,BOUNTY,White,12/5/2021,115,Owner739,price_739,Engine_739,License_739
740,Saloon,587,1994,SKYLINE,Grey,1/31/2022,105,Owner740,price_740,Engine_740,License_740
741,Utility,540,2001,COURIER,Blue,1/25/2022,102,Owner741,price_741,Engine_741,License_741
742,Stationwagon,619,1994,EMINA,Green,1/14/2022,105,Owner742,price_742,Engine_742,License_742
743,Saloon,619,1994,CERES,Silver,11/26/2021,114,Owner743,price_743,Engine_743,License_743
744,Saloon,540,2001,FALCON,Gold,12/19/2021,104,Owner744,price_744,Engine_744,License_744
745,Other Truck,531,2001,DELTA,White,10/17/2021,102,Owner745,price_745,Engine_745,License_745
746,Saloon,587,1993,SKYLINE,Black,3/17/2022,102,Owner746,price_746,Engine_746,License_746
747,Utility,540,2001,COURIER,Blue,3/24/2022,109,Owner747,price_747,Engine_747,License_747
748,Saloon,580,1996,LANCER,Red,12/10/2021,102,Owner748,price_748,Engine_748,License_748
749,Saloon,580,1994,LANCER,White,12/5/2021,114,Owner749,price_749,Engine_749,License_749
750,Light Van,550,2001,CRV,Green,11/1/2021,109,Owner750,price_750,Engine_750,License_750
751,Saloon,587,1992,PRIMERA,Grey,12/2/2021,114,Owner751,price_751,Engine_751,License_751
752,Stationwagon,548,2001,ZAFIRA,Red,11/16/2021,102,Owner752,price_752,Engine_752,License_752
753,Hatchback,576,2001,AN,Blue,12/6/2021,102,Owner753,price_753,Engine_753,License_753
754,Hatchback,550,2001,CIVIC,Red,3/24/2022,103,Owner754,price_754,Engine_754,License_754
755,Stationwagon,619,1995,SCEPTER,Red,3/20/2022,114,Owner755,price_755,Engine_755,License_755
756,Hatchback,619,2001,COROLLA,Red,3/31/2022,104,Owner756,price_756,Engine_756,License_756
757,Saloon,587,1995,PULSAR,Blue,3/23/2022,106,Owner757,price_757,Engine_757,License_757
758,Other Truck,587,1996,CONDOR,White,2/2/2022,102,Owner758,price_758,Engine_758,License_758
759,Utility,587,1998,NAVARA,White,1/11/2022,102,Owner759,price_759,Engine_759,License_759
760,Saloon,548,2001,VX COMMODORE,White,3/16/2022,115,Owner760,price_760,Engine_760,License_760
761,Utility,548,2002,VU UTILITY,Blue,1/21/2022,103,Owner761,price_761,Engine_761,License_761
762,Saloon,587,1997,CEFIRO,Blue,2/18/2022,106,Owner762,price_762,Engine_762,License_762
763,Stationwagon,548,2001,VX COMMODORE,Blue,12/27/2021,103,Owner763,price_763,Engine_763,License_763
764,Utility,580,2002,TRITON,Silver,12/30/2021,101,Owner764,price_764,Engine_764,License_764
765,Utility,548,2001,RODEO 4X2,White,1/28/2022,107,Owner765,price_765,Engine_765,License_765
766,Utility,540,2001,COURIER,White,2/5/2022,102,Owner766,price_766,Engine_766,License_766
767,Stationwagon,610,1994,IMPREZA,Silver,3/31/2022,102,Owner767,price_767,Engine_767,License_767
768,Hatchback,540,2001,KA,Blue,1/30/2022,114,Owner768,price_768,Engine_768,License_768
769,Light Van,619,2002,HIACE,Green,11/3/2021,109,Owner769,price_769,Engine_769,License_769
770,Light Van,619,1996,HIACE,White,11/4/2021,104,Owner770,price_770,Engine_770,License_770
771,Saloon,587,2002,PRIMERA,Green,12/17/2021,102,Owner771,price_771,Engine_771,License_771
772,Saloon,548,2002,VX COMMODORE,Silver,11/2/2021,101,Owner772,price_772,Engine_772,License_772
773,Saloon,548,2002,VX COMMODORE,Red,12/28/2021,106,Owner773,price_773,Engine_773,License_773
774,Stationwagon,540,2002,ESCAPE,Red,12/27/2021,106,Owner774,price_774,Engine_774,License_774
775,Light Van,619,1996,HIACE,White,3/11/2022,114,Owner775,price_775,Engine_775,License_775
776,Utility,580,2001,L200,Grey,2/22/2022,102,Owner776,price_776,Engine_776,License_776
777,Saloon,540,2002,FALCON,Black,3/21/2022,114,Owner777,price_777,Engine_777,License_777
778,Hatchback,619,2002,ECHO,Red,10/18/2021,102,Owner778,price_778,Engine_778,License_778
779,Hatchback,619,2015,AQUA,White,3/17/2022,109,Owner779,price_779,Engine_779,License_779
780,Stationwagon,556,1992,BIGHORN,Green,2/23/2022,102,Owner780,price_780,Engine_780,License_780
781,Utility,540,2002,COURIER,Blue,3/11/2022,114,Owner781,price_781,Engine_781,License_781
782,Stationwagon,587,1992,SAFARI,Gold,1/20/2022,102,Owner782,price_782,Engine_782,License_782
783,Light Van,555,2002,H100,White,10/17/2021,102,Owner783,price_783,Engine_783,License_783
784,Utility,576,2002,BOUNTY,Red,1/2/2022,104,Owner784,price_784,Engine_784,License_784
785,Utility,576,2002,BOUNTY,Red,1/12/2022,104,Owner785,price_785,Engine_785,License_785
786,Stationwagon,540,2002,ESCAPE,Silver,2/28/2022,104,Owner786,price_786,Engine_786,License_786
787,Saloon,587,1996,PULSAR,Grey,11/25/2021,105,Owner787,price_787,Engine_787,License_787
788,Light Van,619,2002,HIACE,White,2/20/2022,109,Owner788,price_788,Engine_788,License_788
789,Stationwagon,610,2002,LEGACY,Blue,1/22/2022,115,Owner789,price_789,Engine_789,License_789
790,Utility,540,2002,COURIER,Silver,3/12/2022,104,Owner790,price_790,Engine_790,License_790
791,Utility,576,2002,BOUNTY,White,12/29/2021,106,Owner791,price_791,Engine_791,License_791
792,Utility,540,2002,COURIER,Silver,1/1/2022,104,Owner792,price_792,Engine_792,License_792
793,Stationwagon,580,1999,MIRAGE,Silver,10/13/2021,111,Owner793,price_793,Engine_793,License_793
794,Utility,576,2002,BOUNTY,Red,11/14/2021,104,Owner794,price_794,Engine_794,License_794
795,Utility,540,2002,COURIER,White,11/16/2021,104,Owner795,price_795,Engine_795,License_795
796,Utility,576,2002,BOUNTY,Red,11/22/2021,104,Owner796,price_796,Engine_796,License_796
797,Hatchback,633,2002,POLO,Blue,1/8/2022,102,Owner797,price_797,Engine_797,License_797
798,Utility,587,1990,NAVARA,Green,11/5/2021,114,Owner798,price_798,Engine_798,License_798
799,Saloon,587,1997,LAUREL,Grey,2/28/2022,102,Owner799,price_799,Engine_799,License_799
800,Saloon,587,1995,CEFIRO,Brown,4/3/2022,105,Owner800,price_800,Engine_800,License_800
801,Saloon,512,2000,318I,Silver,3/25/2022,105,Owner801,price_801,Engine_801,License_801
802,Hatchback,550,1995,CIVIC,Blue,10/10/2021,105,Owner802,price_802,Engine_802,License_802
803,Utility,540,2002,COURIER,White,2/14/2022,105,Owner803,price_803,Engine_803,License_803
804,Other Truck,576,1990,TITAN,White,2/28/2022,101,Owner804,price_804,Engine_804,License_804
805,Utility,587,1995,DATSUN,White,10/29/2021,114,Owner805,price_805,Engine_805,License_805
806,Saloon,587,1999,PULSAR,Silver,3/15/2022,103,Owner806,price_806,Engine_806,License_806
807,Saloon,580,2002,DIAMANTE,Cream,3/1/2022,101,Owner807,price_807,Engine_807,License_807
