price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
2755434,4638,3,1,1,yes,no,no,no,no,0,no,semi-furnished
2718717,5025,2,1,2,yes,no,no,no,no,1,yes,semi-furnished
6126193,7269,5,2,2,yes,no,no,no,no,2,no,furnished
3445199,7459,3,1,3,yes,no,no,no,no,0,no,semi-furnished
2489530,2452,4,1,2,no,no,no,no,yes,2,no,furnished
3277229,7006,2,1,1,yes,no,yes,no,no,3,no,semi-furnished
1750000,5819,2,2,1,yes,no,no,no,yes,0,no,furnished
2815736,9735,4,1,1,yes,no,no,no,yes,2,yes,semi-furnished
6001200,5077,2,1,1,yes,no,no,no,yes,0,no,furnished
5467103,4657,3,2,2,yes,no,no,no,yes,1,yes,furnished
3776502,6368,2,1,1,yes,no,no,no,no,1,no,furnished
2543961,6677,2,1,3,yes,no,no,no,yes,1,no,furnished
3609566,7317,2,1,2,yes,yes,no,no,yes,1,yes,semi-furnished
2002599,5612,2,2,4,yes,no,no,no,yes,0,no,semi-furnished
3306179,9499,3,1,2,yes,yes,no,no,no,2,no,furnished
2801928,5313,4,2,2,yes,no,no,no,no,0,no,semi-furnished
1750000,9680,3,1,4,no,no,no,no,no,0,no,semi-furnished
2914056,5894,3,1,2,no,no,no,no,yes,0,no,semi-furnished
2222134,3645,5,1,1,yes,no,no,no,no,0,no,semi-furnished
8870298,5889,3,3,1,yes,no,yes,no,no,2,no,semi-furnished
5587593,8392,3,1,1,yes,yes,no,no,yes,2,no,semi-furnished
1892771,7171,5,1,2,yes,no,no,no,yes,0,no,unfurnished
2893912,8595,3,3,4,yes,no,yes,no,yes,2,no,semi-furnished
2709584,5193,4,1,4,no,no,no,no,yes,0,yes,furnished
7105432,5298,5,2,2,yes,no,no,no,yes,0,yes,semi-furnished
1750000,7105,2,2,1,yes,no,no,no,no,0,yes,semi-furnished
3472370,10423,2,1,1,yes,yes,yes,no,yes,0,no,unfurnished
2249497,7223,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3567487,8715,3,1,2,yes,no,no,no,no,0,yes,furnished
3486890,8727,3,1,1,yes,no,no,no,yes,0,no,unfurnished
6854131,7641,3,2,1,no,yes,no,no,no,2,no,semi-furnished
2427336,4610,3,3,2,yes,no,no,no,no,0,no,semi-furnished
4437178,5944,2,1,2,yes,no,no,yes,no,2,no,furnished
3615934,5036,4,1,2,no,yes,no,yes,no,0,no,semi-furnished
1750000,6880,2,1,1,yes,no,yes,no,no,0,yes,semi-furnished
3151901,5776,3,1,4,yes,no,yes,no,yes,0,no,furnished
5337027,2127,2,1,1,yes,no,yes,no,yes,0,no,furnished
6762851,8301,3,2,1,yes,no,no,no,no,0,no,unfurnished
10697019,4596,3,2,1,yes,no,yes,no,no,2,no,furnished
1750000,9084,4,1,1,yes,no,no,no,yes,1,no,unfurnished
6481099,3381,3,2,4,yes,yes,no,no,yes,0,no,semi-furnished
1750000,7201,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
2513211,3375,3,1,2,yes,yes,no,no,no,1,yes,unfurnished
4121169,8163,1,1,1,yes,no,no,no,no,0,yes,semi-furnished
3782703,5215,3,2,1,yes,yes,no,no,no,2,no,furnished
2065891,7302,2,1,2,yes,no,no,no,no,1,no,unfurnished
5897329,4092,3,2,3,yes,no,yes,no,no,2,no,unfurnished
2301707,3025,2,1,2,yes,no,yes,no,yes,0,yes,semi-furnished
8822099,9681,3,1,2,yes,no,no,no,no,0,yes,unfurnished
8936305,9326,4,3,2,yes,no,yes,no,no,0,no,semi-furnished
2508086,3597,3,1,2,yes,no,yes,no,no,1,yes,unfurnished
7306429,5777,3,1,4,yes,no,no,no,no,1,no,furnished
1750000,8791,4,1,1,yes,no,no,no,yes,1,no,furnished
1750000,5133,4,1,4,yes,no,no,yes,yes,1,yes,furnished
1944007,7024,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2234513,8538,3,1,1,yes,no,yes,yes,yes,1,no,semi-furnished
1769879,6915,4,2,2,yes,no,yes,no,no,0,yes,semi-furnished
1961661,4681,4,1,2,yes,no,yes,no,no,0,yes,unfurnished
4888403,9487,3,1,1,no,no,yes,no,no,0,no,unfurnished
2917202,4170,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3077795,2055,3,1,1,no,no,no,no,no,1,no,furnished
2440688,5832,4,1,2,yes,no,yes,no,yes,1,no,furnished
1750000,3711,3,2,2,yes,no,no,no,yes,2,no,semi-furnished
1750000,4759,4,1,2,yes,no,no,no,no,2,no,furnished
3296397,9090,3,1,2,yes,no,no,no,no,1,yes,semi-furnished
5042961,8820,2,2,2,yes,no,no,yes,no,2,no,furnished
1750000,3838,2,1,2,yes,yes,no,no,no,1,no,semi-furnished
7695514,6927,3,1,2,yes,no,no,no,no,0,no,furnished
3811033,3153,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
2912785,7407,3,1,2,yes,no,yes,no,no,0,yes,furnished
2036671,2449,3,1,1,yes,no,no,no,no,1,yes,furnished
3286202,3958,3,2,2,yes,no,yes,no,yes,0,no,furnished
4637082,3792,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
2790381,7678,4,1,1,yes,no,no,no,no,2,no,semi-furnished
1750000,3493,4,1,1,yes,no,no,no,no,0,no,furnished
4037185,6679,3,2,2,yes,no,no,no,no,1,no,semi-furnished
8567175,5280,1,1,2,no,yes,yes,no,no,2,no,furnished
1750000,5411,2,1,4,yes,yes,no,no,no,0,no,unfurnished
5367689,7226,4,1,4,yes,no,yes,no,yes,0,no,semi-furnished
4947016,8457,2,1,1,no,no,no,no,no,0,no,semi-furnished
1750000,6641,3,1,2,yes,no,yes,no,no,0,yes,furnished
9915393,7770,4,1,4,yes,yes,no,no,yes,0,no,furnished
5233497,7094,2,2,2,no,no,no,no,no,0,no,unfurnished
2812836,6405,2,1,1,yes,yes,no,no,yes,0,no,furnished
2284413,5635,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
9297145,13444,4,1,2,yes,no,no,no,yes,0,yes,furnished
2127328,7787,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished
4556565,3096,3,2,1,yes,no,yes,no,no,0,no,furnished
1750000,12224,3,2,1,yes,no,no,no,yes,0,no,furnished
1750000,5409,6,1,2,yes,no,no,no,no,0,no,unfurnished
1750000,8614,3,1,4,yes,no,yes,no,no,0,no,unfurnished
1750000,4257,2,1,2,yes,yes,yes,no,yes,0,no,semi-furnished
1750000,9248,2,1,2,yes,yes,no,no,no,3,no,furnished
2692342,5404,4,1,1,yes,yes,yes,no,no,0,yes,unfurnished
3859032,7519,3,1,1,yes,no,yes,no,no,1,no,semi-furnished
4098715,5839,2,1,4,yes,no,yes,no,no,0,no,semi-furnished
5260956,2172,5,2,1,no,no,yes,no,no,2,yes,semi-furnished
1962455,4990,2,1,1,yes,no,yes,no,no,1,no,unfurnished
2846379,4455,2,2,2,yes,no,yes,no,no,0,no,furnished
3372901,7223,4,1,2,yes,no,yes,yes,no,1,no,semi-furnished
2102640,7889,3,2,4,yes,no,no,no,no,1,yes,unfurnished
6570244,6183,3,1,2,yes,no,yes,no,no,0,no,unfurnished
4567270,5515,4,1,1,yes,no,no,no,yes,2,no,semi-furnished
13300000,5008,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
1750000,6718,4,1,2,yes,no,no,no,no,0,no,unfurnished
3246834,6427,3,1,1,yes,no,yes,no,no,0,yes,furnished
4056330,2868,2,1,1,no,yes,no,no,yes,2,no,furnished
2266391,5142,5,2,2,no,no,no,no,yes,0,no,furnished
5191603,5270,3,1,1,no,no,no,no,yes,2,no,furnished
1750000,5636,2,1,2,yes,yes,yes,no,yes,0,yes,semi-furnished
2291186,4775,4,2,1,yes,no,no,yes,no,0,no,semi-furnished
5673821,5165,3,1,2,no,no,no,no,yes,0,no,semi-furnished
3206942,3261,3,1,2,yes,no,no,no,no,0,yes,unfurnished
2651495,3012,3,2,1,yes,no,no,yes,no,0,no,unfurnished
3615300,3777,3,3,1,yes,no,no,no,no,1,no,furnished
3083081,8413,2,2,2,yes,no,no,no,yes,3,no,unfurnished
5386874,4956,3,2,1,yes,no,yes,no,no,0,no,semi-furnished
4926525,6698,2,2,2,yes,yes,no,no,no,0,no,furnished
6351275,2015,3,2,1,yes,no,no,no,no,1,yes,unfurnished
8381303,8819,4,1,2,yes,no,no,no,no,0,no,unfurnished
1862346,7131,3,2,2,no,no,no,no,yes,0,yes,furnished
4081334,6802,3,2,1,no,yes,no,no,yes,2,no,semi-furnished
9099548,7590,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished
5938050,5316,5,1,4,yes,no,no,no,no,2,yes,unfurnished
3624400,5135,2,1,1,no,no,no,no,no,0,no,semi-furnished
6914573,9479,4,1,2,yes,no,no,no,yes,1,yes,semi-furnished
8099951,6023,4,2,1,yes,no,yes,yes,no,1,yes,semi-furnished
4384638,4818,2,1,4,yes,no,no,no,no,0,no,semi-furnished
2003804,4915,5,1,2,yes,no,no,no,no,3,no,furnished
3336837,10237,3,2,1,yes,no,no,no,no,0,no,semi-furnished
4092426,4101,5,2,2,yes,no,no,no,no,0,no,semi-furnished
6204802,5470,3,1,1,yes,no,no,no,no,0,no,semi-furnished
1750000,5673,2,1,2,yes,no,no,no,yes,1,no,unfurnished
2350248,4752,2,1,1,yes,no,no,yes,no,1,no,unfurnished
3778270,6766,4,1,4,no,no,no,no,yes,1,no,unfurnished
1750000,6114,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
1750000,2732,3,2,4,yes,no,no,no,yes,1,yes,semi-furnished
1750000,2405,2,1,3,yes,no,yes,no,no,0,yes,furnished
4034905,8735,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
4295458,4090,4,2,2,yes,no,yes,no,yes,0,yes,semi-furnished
6931982,9795,3,2,1,yes,no,yes,yes,yes,1,no,unfurnished
3508319,6802,2,1,1,yes,no,yes,no,no,1,no,unfurnished
7181458,6560,2,1,2,yes,yes,yes,yes,no,1,yes,furnished
5790604,2014,5,1,2,yes,yes,no,no,no,2,yes,furnished
3800064,3407,4,1,1,yes,no,no,no,no,1,yes,semi-furnished
1937359,6071,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
1913048,3242,3,1,1,yes,no,no,no,yes,1,yes,unfurnished
2742017,7851,3,2,1,yes,no,no,no,yes,0,no,semi-furnished
