License_ID,State,Latitude
License_1883,Taranaki (1),-735.2354736328125
License_1884,Auckland (7),-735.60546875
License_1885,Bay Of Plenty (2),-735.9754638671875
License_1886,Auckland (7),-736.345458984375
License_1887,Bay Of Plenty (2),-736.7153930664062
License_1888,Canterbury (4),-737.0853881835938
License_1889,Gisborne (3),-737.4553833007812
License_189,Auckland (7),-108.48898315429688
License_1890,Manawatu Wanganui (6),-737.8253784179688
License_1891,Marlborough (1),-738.1953735351562
License_1892,Nelson (1),-738.5653076171875
License_1893,Northland (1),-738.935302734375
License_1894,Otago (3),-739.3052978515625
License_1895,Southland (1),-739.67529296875
License_1896,Taranaki (1),-740.0452270507812
License_1897,Auckland (7),-740.4152221679688
License_1898,Bay Of Plenty (2),-740.7852172851562
License_1899,Auckland (7),-741.1552124023438
License_190,Bay Of Plenty (2),-108.85896301269531
License_1900,Bay Of Plenty (2),-741.525146484375
License_1901,Canterbury (4),-741.8951416015625
License_1902,Gisborne (3),-742.26513671875
License_1903,Manawatu Wanganui (6),-742.6351318359375
License_1904,Marlborough (1),-743.0050659179688
License_1905,Nelson (1),-743.3750610351562
License_1906,Northland (1),-743.7450561523438
License_1907,Otago (3),-744.1150512695312
License_1908,Southland (1),-744.4849853515625
License_1909,Taranaki (1),-744.85498046875
License_191,Auckland (7),-109.22894287109375
License_1910,Auckland (7),-745.2249755859375
License_1911,Bay Of Plenty (2),-745.594970703125
License_1912,Auckland (7),-745.9649047851562
License_1913,Bay Of Plenty (2),-746.3348999023438
License_1914,Canterbury (4),-746.7048950195312
License_1915,Gisborne (3),-747.0748901367188
License_1916,Manawatu Wanganui (6),-747.44482421875
License_1917,Marlborough (1),-747.8148193359375
License_1918,Nelson (1),-748.184814453125
License_1919,Northland (1),-748.5548095703125
License_192,Bay Of Plenty (2),-109.59892272949219
License_1920,Otago (3),-748.9247436523438
License_1921,Southland (1),-749.2947387695312
License_1922,Taranaki (1),-749.6647338867188
License_1923,Auckland (7),-750.0347290039062
License_1924,Bay Of Plenty (2),-750.4046630859375
License_1925,Auckland (7),-750.774658203125
License_1926,Bay Of Plenty (2),-751.1446533203125
License_1927,Canterbury (4),-751.5146484375
License_1928,Gisborne (3),-751.8845825195312
License_1929,Manawatu Wanganui (6),-752.2545776367188
License_193,Canterbury (4),-109.96890258789062
License_1930,Marlborough (1),-752.6245727539062
License_1931,Nelson (1),-752.9945678710938
License_1932,Northland (1),-753.3645629882812
License_1933,Auckland (7),-753.7344970703125
License_1934,Bay Of Plenty (2),-754.1044921875
License_1935,Canterbury (4),-754.4744873046875
License_1936,Gisborne (3),-754.844482421875
License_1937,Manawatu Wanganui (6),-755.2144165039062
License_1938,Marlborough (1),-755.5844116210938
License_1939,Nelson (1),-755.9544067382812
License_194,Gisborne (3),-110.33888244628906
License_1940,Northland (1),-756.3244018554688
License_1941,Otago (3),-756.6943359375
License_1942,Southland (1),-757.0643310546875
License_1943,Taranaki (1),-757.434326171875
License_1944,Auckland (7),-757.8043212890625
License_1945,Bay Of Plenty (2),-758.1742553710938
License_1946,Auckland (7),-758.5442504882812
License_1947,Bay Of Plenty (2),-758.9142456054688
License_1948,Canterbury (4),-759.2842407226562
License_1949,Gisborne (3),-759.6541748046875
License_195,Manawatu Wanganui (6),-110.7088623046875
License_1950,Manawatu Wanganui (6),-760.024169921875
License_1951,Marlborough (1),-760.3941650390625
License_1952,Nelson (1),-760.76416015625
License_1953,Northland (1),-761.1340942382812
License_1954,Otago (3),-761.5040893554688
License_1955,Southland (1),-761.8740844726562
License_1956,Taranaki (1),-762.2440795898438
License_1957,Auckland (7),-762.614013671875
License_1958,Bay Of Plenty (2),-762.9840087890625
License_1959,Auckland (7),-763.35400390625
License_196,Marlborough (1),-111.07884216308594
License_1960,Bay Of Plenty (2),-763.7239990234375
License_1961,Canterbury (4),-764.0939331054688
License_1962,Gisborne (3),-764.4639282226562
License_1963,Manawatu Wanganui (6),-764.8339233398438
License_1964,Marlborough (1),-765.2039184570312
License_1965,Nelson (1),-765.5738525390625
License_1966,Northland (1),-765.94384765625
License_1967,Otago (3),-766.3138427734375
License_1968,Southland (1),-766.683837890625
License_1969,Taranaki (1),-767.0537719726562
License_197,Nelson (1),-111.44882202148438
License_1970,Auckland (7),-767.4237670898438
License_1971,Bay Of Plenty (2),-767.7937622070312
License_1972,Auckland (7),-768.1637573242188
License_1973,Bay Of Plenty (2),-768.5337524414062
License_1974,Canterbury (4),-768.9036865234375
License_1975,Gisborne (3),-769.273681640625
License_1976,Manawatu Wanganui (6),-769.6436767578125
License_1977,Marlborough (1),-770.013671875
License_1978,Nelson (1),-770.3836059570312
License_1979,Northland (1),-770.7536010742188
License_198,Northland (1),-111.81880187988281
License_1980,Otago (3),-771.1235961914062
License_1981,Southland (1),-771.4935913085938
License_1982,Taranaki (1),-771.863525390625
License_1983,Auckland (7),-772.2335205078125
License_1984,Bay Of Plenty (2),-772.603515625
License_1985,Auckland (7),-772.9735107421875
License_1986,Bay Of Plenty (2),-773.3434448242188
License_1987,Canterbury (4),-773.7134399414062
License_1988,Gisborne (3),-774.0834350585938
License_1989,Manawatu Wanganui (6),-774.4534301757812
License_199,Otago (3),-112.18878173828125
License_1990,Marlborough (1),-774.8233642578125
License_1991,Nelson (1),-775.193359375
License_1992,Northland (1),-775.5633544921875
License_1993,Otago (3),-775.933349609375
License_1994,Southland (1),-776.3032836914062
License_1995,Taranaki (1),-776.6732788085938
License_1996,Auckland (7),-777.0432739257812
License_1997,Bay Of Plenty (2),-777.4132690429688
License_1998,Auckland (7),-777.783203125
License_1999,Bay Of Plenty (2),-778.1531982421875
License_200,Southland (1),-112.55876159667969
License_2000,Canterbury (4),-778.523193359375
License_2001,Gisborne (3),-778.8931884765625
License_2002,Manawatu Wanganui (6),-779.2631225585938
License_2003,Marlborough (1),-779.6331176757812
License_2004,Nelson (1),-780.0031127929688
License_2005,Northland (1),-780.3731079101562
License_2006,Otago (3),-780.7430419921875
License_2007,Southland (1),-781.113037109375
License_2008,Taranaki (1),-781.4830322265625
License_2009,Auckland (7),-781.85302734375
License_201,Taranaki (1),-112.92874145507812
License_2010,Bay Of Plenty (2),-782.2229614257812
License_2011,Auckland (7),-782.5929565429688
License_2012,Bay Of Plenty (2),-782.9629516601562
License_2013,Canterbury (4),-783.3329467773438
License_2014,Gisborne (3),-783.7029418945312
License_2015,Manawatu Wanganui (6),-784.0728759765625
License_2016,Marlborough (1),-784.44287109375
License_2017,Nelson (1),-784.8128662109375
License_2018,Northland (1),-785.182861328125
License_2019,Otago (3),-785.5527954101562
License_202,Auckland (7),-113.29872131347656
License_2020,Southland (1),-785.9227905273438
License_2021,Taranaki (1),-786.2927856445312
License_2022,Auckland (7),-786.6627807617188
License_2023,Bay Of Plenty (2),-787.03271484375
License_2024,Auckland (7),-787.4027099609375
License_2025,Bay Of Plenty (2),-787.772705078125
License_2026,Canterbury (4),-788.1427001953125
License_2027,Gisborne (3),-788.5126342773438
License_2028,Manawatu Wanganui (6),-788.8826293945312
License_2029,Marlborough (1),-789.2526245117188
License_203,Bay Of Plenty (2),-113.66870880126953
License_2030,Nelson (1),-789.6226196289062
License_2031,Northland (1),-789.9925537109375
License_2032,Otago (3),-790.362548828125
License_2033,Southland (1),-790.7325439453125
License_2034,Taranaki (1),-791.1025390625
License_2035,Auckland (7),-791.4724731445312
License_2036,Bay Of Plenty (2),-791.8424682617188
License_2037,Auckland (7),-792.2124633789062
License_2038,Bay Of Plenty (2),-792.5824584960938
License_2039,Canterbury (4),-792.952392578125
License_204,Auckland (7),-114.03868865966797
License_2040,Gisborne (3),-793.3223876953125
License_2041,Manawatu Wanganui (6),-793.6923828125
License_2042,Marlborough (1),-794.0623779296875
License_2043,Nelson (1),-794.4323120117188
License_2044,Northland (1),-794.8023071289062
License_2045,Otago (3),-795.1723022460938
License_2046,Southland (1),-795.5422973632812
License_2047,Taranaki (1),-795.9122314453125
License_2048,Auckland (7),-796.2822265625
License_2049,Bay Of Plenty (2),-796.6522216796875
License_205,Bay Of Plenty (2),-114.4086685180664
License_2050,Auckland (7),-797.022216796875
License_2051,Bay Of Plenty (2),-797.3921508789062
License_2052,Canterbury (4),-797.7621459960938
License_2053,Gisborne (3),-798.1321411132812
License_2054,Manawatu Wanganui (6),-798.5021362304688
License_2055,Marlborough (1),-798.8721313476562
License_2056,Nelson (1),-799.2420654296875
License_2057,Northland (1),-799.612060546875
License_2058,Otago (3),-799.9820556640625
License_2059,Southland (1),-800.35205078125
License_206,Canterbury (4),-114.77864837646484
License_2060,Taranaki (1),-800.7219848632812
License_2061,Auckland (7),-801.0919799804688
License_2062,Bay Of Plenty (2),-801.4619750976562
License_2063,Auckland (7),-801.8319702148438
License_2064,Bay Of Plenty (2),-802.201904296875
License_2065,Canterbury (4),-802.5718994140625
License_2066,Gisborne (3),-802.94189453125
License_2067,Manawatu Wanganui (6),-803.3118896484375
License_2068,Marlborough (1),-803.6818237304688
License_2069,Nelson (1),-804.0518188476562
License_207,Gisborne (3),-115.14862823486328
License_2070,Northland (1),-804.4218139648438
License_2071,Auckland (7),-804.7918090820312
License_2072,Bay Of Plenty (2),-805.1617431640625
License_2073,Canterbury (4),-805.53173828125
License_2074,Gisborne (3),-805.9017333984375
License_2075,Manawatu Wanganui (6),-806.271728515625
License_2076,Marlborough (1),-806.6416625976562
License_2077,Nelson (1),-807.0116577148438
License_2078,Northland (1),-807.3816528320312
License_2079,Otago (3),-807.7516479492188
License_208,Manawatu Wanganui (6),-115.51860809326172
License_2080,Southland (1),-808.12158203125
License_2081,Taranaki (1),-808.4915771484375
License_2082,Auckland (7),-808.861572265625
License_2083,Bay Of Plenty (2),-809.2315673828125
License_2084,Auckland (7),-809.6015014648438
License_2085,Bay Of Plenty (2),-809.9714965820312
License_2086,Canterbury (4),-810.3414916992188
License_2087,Gisborne (3),-810.7114868164062
License_2088,Manawatu Wanganui (6),-811.0814208984375
License_2089,Marlborough (1),-811.451416015625
License_209,Marlborough (1),-115.88858795166016
License_2090,Nelson (1),-811.8214111328125
License_2091,Northland (1),-812.19140625
License_2092,Otago (3),-812.5613403320312
License_2093,Southland (1),-812.9313354492188
License_2094,Taranaki (1),-813.3013305664062
License_2095,Auckland (7),-813.6713256835938
License_2096,Bay Of Plenty (2),-814.0413208007812
License_2097,Auckland (7),-814.4112548828125
License_2098,Bay Of Plenty (2),-814.78125
License_2099,Canterbury (4),-815.1512451171875
License_210,Nelson (1),-116.2585678100586
License_2100,Gisborne (3),-815.521240234375
License_2101,Manawatu Wanganui (6),-815.8911743164062
License_2102,Marlborough (1),-816.2611694335938
License_2103,Nelson (1),-816.6311645507812
License_2104,Northland (1),-817.0011596679688
License_2105,Otago (3),-817.37109375
License_2106,Southland (1),-817.7410888671875
License_2107,Taranaki (1),-818.111083984375
License_2108,Auckland (7),-818.4810791015625
License_2109,Bay Of Plenty (2),-818.8510131835938
License_211,Northland (1),-116.62854766845703
License_2110,Auckland (7),-819.2210083007812
License_2111,Bay Of Plenty (2),-819.5910034179688
License_2112,Canterbury (4),-819.9609985351562
License_2113,Gisborne (3),-820.3309326171875
License_2114,Manawatu Wanganui (6),-820.700927734375
License_2115,Marlborough (1),-821.0709228515625
License_2116,Nelson (1),-821.44091796875
License_2117,Northland (1),-821.8108520507812
License_2118,Otago (3),-822.1808471679688
License_2119,Southland (1),-822.5508422851562
License_212,Otago (3),-116.99852752685547
License_2120,Taranaki (1),-822.9208374023438
License_2121,Auckland (7),-823.290771484375
License_2122,Bay Of Plenty (2),-823.6607666015625
License_2123,Auckland (7),-824.03076171875
License_2124,Bay Of Plenty (2),-824.4007568359375
License_2125,Canterbury (4),-824.7706909179688
License_2126,Gisborne (3),-825.1406860351562
License_2127,Manawatu Wanganui (6),-825.5106811523438
License_2128,Marlborough (1),-825.8806762695312
License_2129,Nelson (1),-826.2506103515625
License_213,Southland (1),-117.3685073852539
License_2130,Northland (1),-826.62060546875
License_2131,Otago (3),-826.9906005859375
License_2132,Southland (1),-827.360595703125
License_2133,Taranaki (1),-827.7305297851562
License_2134,Auckland (7),-828.1005249023438
License_2135,Bay Of Plenty (2),-828.4705200195312
License_2136,Auckland (7),-828.8405151367188
License_2137,Bay Of Plenty (2),-829.2105102539062
License_2138,Canterbury (4),-829.5804443359375
License_2139,Gisborne (3),-829.950439453125
License_214,Taranaki (1),-117.73848724365234
License_2140,Manawatu Wanganui (6),-830.3204345703125
License_2141,Marlborough (1),-830.6904296875
License_2142,Nelson (1),-831.0603637695312
License_2143,Northland (1),-831.4303588867188
License_2144,Otago (3),-831.8003540039062
License_2145,Southland (1),-832.1703491210938
License_2146,Taranaki (1),-832.540283203125
License_2147,Auckland (7),-832.9102783203125
License_2148,Bay Of Plenty (2),-833.2802734375
License_2149,Auckland (7),-833.6502685546875
License_215,Auckland (7),-118.10846710205078
License_2150,Bay Of Plenty (2),-834.0202026367188
License_2151,Canterbury (4),-834.3901977539062
License_2152,Gisborne (3),-834.7601928710938
License_2153,Manawatu Wanganui (6),-835.1301879882812
License_2154,Marlborough (1),-835.5001220703125
License_2155,Nelson (1),-835.8701171875
License_2156,Northland (1),-836.2401123046875
License_2157,Otago (3),-836.610107421875
License_2158,Southland (1),-836.9800415039062
License_2159,Taranaki (1),-837.3500366210938
License_216,Bay Of Plenty (2),-118.47844696044922
License_2160,Auckland (7),-837.7200317382812
License_2161,Bay Of Plenty (2),-838.0900268554688
License_2162,Auckland (7),-838.4599609375
License_2163,Bay Of Plenty (2),-838.8299560546875
License_2164,Canterbury (4),-839.199951171875
License_2165,Gisborne (3),-839.5699462890625
License_2166,Manawatu Wanganui (6),-839.9398803710938
License_2167,Marlborough (1),-840.3098754882812
License_2168,Nelson (1),-840.6798706054688
License_2169,Northland (1),-841.0498657226562
License_217,Auckland (7),-118.84842681884766
License_2170,Otago (3),-841.4197998046875
License_2171,Southland (1),-841.789794921875
License_2172,Taranaki (1),-842.1597900390625
License_2173,Auckland (7),-842.52978515625
License_2174,Bay Of Plenty (2),-842.8997802734375
License_2175,Auckland (7),-843.2697143554688
License_2176,Bay Of Plenty (2),-843.6397094726562
License_2177,Canterbury (4),-844.0097045898438
License_2178,Gisborne (3),-844.3796997070312
License_2179,Manawatu Wanganui (6),-844.7496337890625
License_218,Bay Of Plenty (2),-119.2184066772461
License_2180,Marlborough (1),-845.11962890625
License_2181,Nelson (1),-845.4896240234375
License_2182,Northland (1),-845.859619140625
License_2183,Otago (3),-846.2295532226562
License_2184,Southland (1),-846.5995483398438
License_2185,Taranaki (1),-846.9695434570312
License_2186,Auckland (7),-847.3395385742188
License_2187,Bay Of Plenty (2),-847.70947265625
License_2188,Auckland (7),-848.0794677734375
License_2189,Bay Of Plenty (2),-848.449462890625
License_219,Canterbury (4),-119.58838653564453
License_2190,Canterbury (4),-848.8194580078125
License_2191,Gisborne (3),-849.1893920898438
License_2192,Manawatu Wanganui (6),-849.5593872070312
License_2193,Marlborough (1),-849.9293823242188
License_2194,Nelson (1),-850.2993774414062
License_2195,Northland (1),-850.6693115234375
License_2196,Otago (3),-851.039306640625
License_2197,Southland (1),-851.4093017578125
License_2198,Taranaki (1),-851.779296875
License_2199,Auckland (7),-852.1492309570312
License_220,Gisborne (3),-119.95836639404297
License_2200,Bay Of Plenty (2),-852.5192260742188
License_2201,Auckland (7),-852.8892211914062
License_2202,Bay Of Plenty (2),-853.2592163085938
License_2203,Canterbury (4),-853.629150390625
License_2204,Gisborne (3),-853.9991455078125
License_2205,Manawatu Wanganui (6),-854.369140625
License_2206,Marlborough (1),-854.7391357421875
License_2207,Nelson (1),-855.1090698242188
License_2208,Northland (1),-855.4790649414062
License_2209,Auckland (7),-855.8490600585938
License_221,Manawatu Wanganui (6),-120.3283462524414
License_2210,Bay Of Plenty (2),-856.2190551757812
License_2211,Canterbury (4),-856.5889892578125
License_2212,Gisborne (3),-856.958984375
License_2213,Manawatu Wanganui (6),-857.3289794921875
License_2214,Marlborough (1),-857.698974609375
License_2215,Nelson (1),-858.0689697265625
License_2216,Northland (1),-858.4389038085938
License_2217,Otago (3),-858.8088989257812
License_2218,Southland (1),-859.1788940429688
License_2219,Taranaki (1),-859.5488891601562
License_222,Marlborough (1),-120.69832611083984
License_2220,Auckland (7),-859.9188232421875
License_2221,Bay Of Plenty (2),-860.288818359375
License_2222,Auckland (7),-860.6588134765625
License_2223,Bay Of Plenty (2),-861.02880859375
License_2224,Canterbury (4),-861.3987426757812
License_2225,Gisborne (3),-861.7687377929688
License_2226,Manawatu Wanganui (6),-862.1387329101562
License_2227,Marlborough (1),-862.5087280273438
License_2228,Nelson (1),-862.878662109375
License_2229,Northland (1),-863.2486572265625
License_223,Nelson (1),-121.06831359863281
License_2230,Otago (3),-863.61865234375
License_2231,Southland (1),-863.9886474609375
License_2232,Taranaki (1),-864.3585815429688
License_2233,Auckland (7),-864.7285766601562
License_2234,Bay Of Plenty (2),-865.0985717773438
License_2235,Auckland (7),-865.4685668945312
License_2236,Bay Of Plenty (2),-865.8385009765625
License_2237,Canterbury (4),-866.20849609375
License_2238,Gisborne (3),-866.5784912109375
License_2239,Manawatu Wanganui (6),-866.948486328125
License_224,Northland (1),-121.43829345703125
License_2240,Marlborough (1),-867.3184204101562
License_2241,Nelson (1),-867.6884155273438
License_2242,Northland (1),-868.0584106445312
License_2243,Otago (3),-868.4284057617188
License_2244,Southland (1),-868.79833984375
License_2245,Taranaki (1),-869.1683349609375
License_2246,Auckland (7),-869.538330078125
License_2247,Bay Of Plenty (2),-869.9083251953125
License_2248,Auckland (7),-870.2782592773438
License_2249,Bay Of Plenty (2),-870.6482543945312
License_225,Otago (3),-121.80827331542969
License_2250,Canterbury (4),-871.0182495117188
License_2251,Gisborne (3),-871.3882446289062
License_2252,Manawatu Wanganui (6),-871.7581787109375
License_2253,Marlborough (1),-872.128173828125
License_2254,Nelson (1),-872.4981689453125
License_2255,Northland (1),-872.8681640625
License_2256,Otago (3),-873.2381591796875
License_2257,Southland (1),-873.6080932617188
License_2258,Taranaki (1),-873.9780883789062
License_2259,Auckland (7),-874.3480834960938
License_226,Southland (1),-122.17825317382812
License_2260,Bay Of Plenty (2),-874.7180786132812
License_2261,Auckland (7),-875.0880126953125
License_2262,Bay Of Plenty (2),-875.4580078125
License_2263,Canterbury (4),-875.8280029296875
License_2264,Gisborne (3),-876.197998046875
License_2265,Manawatu Wanganui (6),-876.5679321289062
License_2266,Marlborough (1),-876.9379272460938
License_2267,Nelson (1),-877.3079223632812
License_2268,Northland (1),-877.6779174804688
License_2269,Otago (3),-878.0478515625
License_227,Taranaki (1),-122.54823303222656
License_2270,Southland (1),-878.4178466796875
License_2271,Taranaki (1),-878.787841796875
License_2272,Auckland (7),-879.1578369140625
License_2273,Bay Of Plenty (2),-879.5277709960938
License_2274,Auckland (7),-879.8977661132812
License_2275,Bay Of Plenty (2),-880.2677612304688
License_2276,Canterbury (4),-880.6377563476562
License_2277,Gisborne (3),-881.0076904296875
License_2278,Manawatu Wanganui (6),-881.377685546875
License_2279,Marlborough (1),-881.7476806640625
License_228,Auckland (7),-122.918212890625
License_2280,Nelson (1),-882.11767578125
License_2281,Northland (1),-882.4876098632812
License_2282,Otago (3),-882.8576049804688
License_2283,Southland (1),-883.2276000976562
License_2284,Taranaki (1),-883.5975952148438
License_2285,Auckland (7),-883.967529296875
License_2286,Bay Of Plenty (2),-884.3375244140625
License_2287,Auckland (7),-884.70751953125
License_2288,Bay Of Plenty (2),-885.0775146484375
License_2289,Canterbury (4),-885.4474487304688
License_229,Bay Of Plenty (2),-123.28819274902344
License_2290,Gisborne (3),-885.8174438476562
License_2291,Manawatu Wanganui (6),-886.1874389648438
License_2292,Marlborough (1),-886.5574340820312
License_2293,Nelson (1),-886.9273681640625
License_2294,Northland (1),-887.29736328125
License_2295,Otago (3),-887.6673583984375
License_2296,Southland (1),-888.037353515625
License_2297,Taranaki (1),-888.4073486328125
License_2298,Auckland (7),-888.7772827148438
License_2299,Bay Of Plenty (2),-889.1472778320312
License_230,Auckland (7),-123.65817260742188
License_2300,Auckland (7),-889.5172729492188
License_2301,Bay Of Plenty (2),-889.8872680664062
License_2302,Canterbury (4),-890.2572021484375
License_2303,Gisborne (3),-890.627197265625
License_2304,Manawatu Wanganui (6),-890.9971923828125
License_2305,Marlborough (1),-891.3671875
License_2306,Nelson (1),-891.7371215820312
License_2307,Northland (1),-892.1071166992188
License_2308,Otago (3),-892.4771118164062
License_2309,Southland (1),-892.8471069335938
License_231,Bay Of Plenty (2),-124.02815246582031
License_2310,Taranaki (1),-893.217041015625
License_2311,Auckland (7),-893.5870361328125
License_2312,Bay Of Plenty (2),-893.95703125
License_2313,Auckland (7),-894.3270263671875
License_2314,Bay Of Plenty (2),-894.6969604492188
License_2315,Canterbury (4),-895.0669555664062
License_2316,Gisborne (3),-895.4369506835938
License_2317,Manawatu Wanganui (6),-895.8069458007812
License_2318,Marlborough (1),-896.1768798828125
License_2319,Nelson (1),-896.546875
License_232,Canterbury (4),-124.39813232421875
License_2320,Northland (1),-896.9168701171875
License_2321,Otago (3),-897.286865234375
License_2322,Southland (1),-897.6567993164062
License_2323,Taranaki (1),-898.0267944335938
License_2324,Auckland (7),-898.3967895507812
License_2325,Bay Of Plenty (2),-898.7667846679688
License_2326,Auckland (7),-899.13671875
License_2327,Bay Of Plenty (2),-899.5067138671875
License_2328,Canterbury (4),-899.876708984375
License_2329,Gisborne (3),-900.2467041015625
License_233,Gisborne (3),-124.76811218261719
License_2330,Manawatu Wanganui (6),-900.6166381835938
License_2331,Marlborough (1),-900.9866333007812
License_2332,Nelson (1),-901.3566284179688
License_2333,Northland (1),-901.7266235351562
License_2334,Otago (3),-902.0965576171875
License_2335,Southland (1),-902.466552734375
License_2336,Taranaki (1),-902.8365478515625
License_2337,Auckland (7),-903.20654296875
License_2338,Bay Of Plenty (2),-903.5765380859375
License_2339,Auckland (7),-903.9464721679688
License_234,Manawatu Wanganui (6),-125.13809204101562
License_2340,Bay Of Plenty (2),-904.3164672851562
License_2341,Canterbury (4),-904.6864624023438
License_2342,Gisborne (3),-905.0564575195312
License_2343,Manawatu Wanganui (6),-905.4263916015625
License_2344,Marlborough (1),-905.79638671875
License_2345,Nelson (1),-906.1663818359375
License_2346,Northland (1),-906.536376953125
License_2347,Auckland (7),-906.9063110351562
License_2348,Bay Of Plenty (2),-907.2763061523438
License_2349,Canterbury (4),-907.6463012695312
License_235,Marlborough (1),-125.50807189941406
License_2350,Gisborne (3),-908.0162963867188
License_2351,Manawatu Wanganui (6),-908.38623046875
License_2352,Marlborough (1),-908.7562255859375
License_2353,Nelson (1),-909.126220703125
License_2354,Northland (1),-909.4962158203125
License_2355,Otago (3),-909.8661499023438
License_2356,Southland (1),-910.2361450195312
License_2357,Taranaki (1),-910.6061401367188
License_2358,Auckland (7),-910.9761352539062
License_2359,Bay Of Plenty (2),-911.3460693359375
License_236,Nelson (1),-125.8780517578125
License_2360,Auckland (7),-911.716064453125
License_2361,Bay Of Plenty (2),-912.0860595703125
License_2362,Canterbury (4),-912.4560546875
License_2363,Gisborne (3),-912.8259887695312
License_2364,Manawatu Wanganui (6),-913.1959838867188
License_2365,Marlborough (1),-913.5659790039062
License_2366,Nelson (1),-913.9359741210938
License_2367,Northland (1),-914.305908203125
License_2368,Otago (3),-914.6759033203125
License_2369,Southland (1),-915.0458984375
License_237,Northland (1),-126.24803161621094
License_2370,Taranaki (1),-915.4158935546875
License_2371,Auckland (7),-915.7858276367188
License_2372,Bay Of Plenty (2),-916.1558227539062
License_2373,Auckland (7),-916.5258178710938
License_2374,Bay Of Plenty (2),-916.8958129882812
License_2375,Canterbury (4),-917.2657470703125
License_2376,Gisborne (3),-917.6357421875
License_2377,Manawatu Wanganui (6),-918.0057373046875
License_2378,Marlborough (1),-918.375732421875
License_2379,Nelson (1),-918.7457275390625
License_238,Otago (3),-126.61801147460938
License_2380,Northland (1),-919.1156616210938
License_2381,Otago (3),-919.4856567382812
License_2382,Southland (1),-919.8556518554688
License_2383,Taranaki (1),-920.2256469726562
License_2384,Auckland (7),-920.5955810546875
License_2385,Bay Of Plenty (2),-920.965576171875
License_2386,Auckland (7),-921.3355712890625
License_2387,Bay Of Plenty (2),-921.70556640625
License_2388,Canterbury (4),-922.0755004882812
License_2389,Gisborne (3),-922.4454956054688
License_239,Southland (1),-126.98799133300781
License_2390,Manawatu Wanganui (6),-922.8154907226562
License_2391,Marlborough (1),-923.1854858398438
License_2392,Nelson (1),-923.555419921875
License_2393,Northland (1),-923.9254150390625
License_2394,Otago (3),-924.29541015625
License_2395,Southland (1),-924.6654052734375
License_2396,Taranaki (1),-925.0353393554688
License_2397,Auckland (7),-925.4053344726562
License_2398,Bay Of Plenty (2),-925.7753295898438
License_2399,Auckland (7),-926.1453247070312
License_240,Taranaki (1),-127.35797119140625
License_2400,Bay Of Plenty (2),-926.5152587890625
License_2401,Canterbury (4),-926.88525390625
License_2402,Gisborne (3),-927.2552490234375
License_2403,Manawatu Wanganui (6),-927.625244140625
License_2404,Marlborough (1),-927.9951782226562
License_2405,Nelson (1),-928.3651733398438
License_2406,Northland (1),-928.7351684570312
License_2407,Otago (3),-929.1051635742188
License_2408,Southland (1),-929.47509765625
License_2409,Taranaki (1),-929.8450927734375
License_241,Auckland (7),-127.72795104980469
License_2410,Auckland (7),-930.215087890625
License_2411,Bay Of Plenty (2),-930.5850830078125
License_2412,Auckland (7),-930.9550170898438
License_2413,Bay Of Plenty (2),-931.3250122070312
License_2414,Canterbury (4),-931.6950073242188
License_2415,Gisborne (3),-932.0650024414062
License_2416,Manawatu Wanganui (6),-932.4349365234375
License_2417,Marlborough (1),-932.804931640625
License_2418,Nelson (1),-933.1749267578125
License_2419,Northland (1),-933.544921875
License_242,Bay Of Plenty (2),-128.09793090820312
License_2420,Otago (3),-933.9149169921875
License_2421,Southland (1),-934.2848510742188
License_2422,Taranaki (1),-934.6548461914062
License_2423,Auckland (7),-935.0248413085938
License_2424,Bay Of Plenty (2),-935.3948364257812
License_2425,Auckland (7),-935.7647705078125
License_2426,Bay Of Plenty (2),-936.134765625
License_2427,Canterbury (4),-936.5047607421875
License_2428,Gisborne (3),-936.874755859375
License_2429,Manawatu Wanganui (6),-937.2446899414062
License_243,Auckland (7),-128.46791076660156
License_2430,Marlborough (1),-937.6146850585938
License_2431,Nelson (1),-937.9846801757812
License_2432,Northland (1),-938.3546752929688
License_2433,Otago (3),-938.724609375
License_2434,Southland (1),-939.0946044921875
License_2435,Taranaki (1),-939.464599609375
License_2436,Auckland (7),-939.8345947265625
License_2437,Bay Of Plenty (2),-940.2045288085938
License_2438,Auckland (7),-940.5745239257812
License_2439,Bay Of Plenty (2),-940.9445190429688
License_244,Bay Of Plenty (2),-128.837890625
License_2440,Canterbury (4),-941.3145141601562
License_2441,Gisborne (3),-941.6844482421875
License_2442,Manawatu Wanganui (6),-942.054443359375
License_2443,Marlborough (1),-942.4244384765625
License_2444,Nelson (1),-942.79443359375
License_2445,Northland (1),-943.1643676757812
License_2446,Otago (3),-943.5343627929688
License_2447,Southland (1),-943.9043579101562
License_2448,Taranaki (1),-944.2743530273438
License_2449,Auckland (7),-944.644287109375
License_245,Canterbury (4),-129.20787048339844
License_2450,Bay Of Plenty (2),-945.0142822265625
License_2451,Auckland (7),-945.38427734375
License_2452,Bay Of Plenty (2),-945.7542724609375
License_2453,Canterbury (4),-946.1242065429688
License_2454,Gisborne (3),-946.4942016601562
License_2455,Manawatu Wanganui (6),-946.8641967773438
License_2456,Marlborough (1),-947.2341918945312
License_2457,Nelson (1),-947.6041870117188
License_2458,Northland (1),-947.97412109375
License_2459,Otago (3),-948.3441162109375
License_246,Gisborne (3),-129.57785034179688
License_2460,Southland (1),-948.714111328125
