vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,owner_id,price_id,Engine_ID,License_ID,Dim_01_id,Dim_02_id,Dim_03_id,Dim_04_id,Dim_05_id,Dim_06_id,Dim_07_id,Dim_08_id,Dim_09_id
482,Boat Trailer,636,2017,RED RUNNER H/B,Silver,2022-01-20,102,Owner482,price_482,Engine_482,License_482,Dim_01_482,Dim_02_482,Dim_03_482,Dim_04_482,Dim_05_482,Dim_06_482,Dim_07_482,Dim_08_482,Dim_09_482
483,Trailer,623,2017,TRAILER PRO,Silver,2021-10-21,102,Owner483,price_483,Engine_483,License_483,Dim_01_483,Dim_02_483,Dim_03_483,Dim_04_483,Dim_05_483,Dim_06_483,Dim_07_483,Dim_08_483,Dim_09_483
484,Trailer,623,2017,HOMEBUILT,Silver,2021-11-06,114,Owner484,price_484,Engine_484,License_484,Dim_01_484,Dim_02_484,Dim_03_484,Dim_04_484,Dim_05_484,Dim_06_484,Dim_07_484,Dim_08_484,Dim_09_484
485,Trailer,562,2008,844X,Silver,2022-03-09,108,Owner485,price_485,Engine_485,License_485,Dim_01_485,Dim_02_485,Dim_03_485,Dim_04_485,Dim_05_485,Dim_06_485,Dim_07_485,Dim_08_485,Dim_09_485
486,Trailer,623,2017,IFOR WILLIAMS,Silver,2022-02-25,102,Owner486,price_486,Engine_486,License_486,Dim_01_486,Dim_02_486,Dim_03_486,Dim_04_486,Dim_05_486,Dim_06_486,Dim_07_486,Dim_08_486,Dim_09_486
487,Trailer,623,2009,DOMESTIC TRAILER,Silver,2021-10-09,103,Owner487,price_487,Engine_487,License_487,Dim_01_487,Dim_02_487,Dim_03_487,Dim_04_487,Dim_05_487,Dim_06_487,Dim_07_487,Dim_08_487,Dim_09_487
488,Trailer,623,2020,TUFF,Silver,2021-12-06,104,Owner488,price_488,Engine_488,License_488,Dim_01_488,Dim_02_488,Dim_03_488,Dim_04_488,Dim_05_488,Dim_06_488,Dim_07_488,Dim_08_488,Dim_09_488
489,Boat Trailer,623,2020,WAVERUNNER,Grey,2021-10-24,114,Owner489,price_489,Engine_489,License_489,Dim_01_489,Dim_02_489,Dim_03_489,Dim_04_489,Dim_05_489,Dim_06_489,Dim_07_489,Dim_08_489,Dim_09_489
490,Trailer,584,2008,TRAILER,Silver,2022-01-04,102,Owner490,price_490,Engine_490,License_490,Dim_01_490,Dim_02_490,Dim_03_490,Dim_04_490,Dim_05_490,Dim_06_490,Dim_07_490,Dim_08_490,Dim_09_490
491,Roadbike,550,1985,CX,White,2022-02-16,102,Owner491,price_491,Engine_491,License_491,Dim_01_491,Dim_02_491,Dim_03_491,Dim_04_491,Dim_05_491,Dim_06_491,Dim_07_491,Dim_08_491,Dim_09_491
492,Roadbike,611,2005,GN250,Blue,2022-01-28,102,Owner492,price_492,Engine_492,License_492,Dim_01_492,Dim_02_492,Dim_03_492,Dim_04_492,Dim_05_492,Dim_06_492,Dim_07_492,Dim_08_492,Dim_09_492
493,Boat Trailer,623,1990,BOAT TRAILER,White,2022-01-18,102,Owner493,price_493,Engine_493,License_493,Dim_01_493,Dim_02_493,Dim_03_493,Dim_04_493,Dim_05_493,Dim_06_493,Dim_07_493,Dim_08_493,Dim_09_493
494,Trailer,623,2021,BOX,White,2022-03-10,106,Owner494,price_494,Engine_494,License_494,Dim_01_494,Dim_02_494,Dim_03_494,Dim_04_494,Dim_05_494,Dim_06_494,Dim_07_494,Dim_08_494,Dim_09_494
495,Trailer,623,2021,CAR TRANSPORTER,Grey,2021-11-24,102,Owner495,price_495,Engine_495,License_495,Dim_01_495,Dim_02_495,Dim_03_495,Dim_04_495,Dim_05_495,Dim_06_495,Dim_07_495,Dim_08_495,Dim_09_495
496,Moped,585,2005,JET EURO X,Silver,2022-01-24,109,Owner496,price_496,Engine_496,License_496,Dim_01_496,Dim_02_496,Dim_03_496,Dim_04_496,Dim_05_496,Dim_06_496,Dim_07_496,Dim_08_496,Dim_09_496
497,Trailer,623,2021,ELITE 8X4,Silver,2021-12-03,114,Owner497,price_497,Engine_497,License_497,Dim_01_497,Dim_02_497,Dim_03_497,Dim_04_497,Dim_05_497,Dim_06_497,Dim_07_497,Dim_08_497,Dim_09_497
498,Trailer,623,2021,ROADCHIEF,Silver,2022-01-28,102,Owner498,price_498,Engine_498,License_498,Dim_01_498,Dim_02_498,Dim_03_498,Dim_04_498,Dim_05_498,Dim_06_498,Dim_07_498,Dim_08_498,Dim_09_498
499,Trailer,562,2021,KC95,Silver,2021-12-17,114,Owner499,price_499,Engine_499,License_499,Dim_01_499,Dim_02_499,Dim_03_499,Dim_04_499,Dim_05_499,Dim_06_499,Dim_07_499,Dim_08_499,Dim_09_499
500,Trailer - Heavy,623,2021,BRENT SMITH TB1,Silver,2022-01-18,102,Owner500,price_500,Engine_500,License_500,Dim_01_500,Dim_02_500,Dim_03_500,Dim_04_500,Dim_05_500,Dim_06_500,Dim_07_500,Dim_08_500,Dim_09_500
501,Trailer,623,2021,TRAYLA,Silver,2021-10-16,107,Owner501,price_501,Engine_501,License_501,Dim_01_501,Dim_02_501,Dim_03_501,Dim_04_501,Dim_05_501,Dim_06_501,Dim_07_501,Dim_08_501,Dim_09_501
502,Trailer,538,2021,BRENT SMITH TRAILERS,Silver,2022-02-04,102,Owner502,price_502,Engine_502,License_502,Dim_01_502,Dim_02_502,Dim_03_502,Dim_04_502,Dim_05_502,Dim_06_502,Dim_07_502,Dim_08_502,Dim_09_502
503,Boat Trailer,623,2021,BOAT TRAILER,Silver,2021-11-19,104,Owner503,price_503,Engine_503,License_503,Dim_01_503,Dim_02_503,Dim_03_503,Dim_04_503,Dim_05_503,Dim_06_503,Dim_07_503,Dim_08_503,Dim_09_503
504,Trailer,623,1968,HAYES,Grey,2022-01-28,114,Owner504,price_504,Engine_504,License_504,Dim_01_504,Dim_02_504,Dim_03_504,Dim_04_504,Dim_05_504,Dim_06_504,Dim_07_504,Dim_08_504,Dim_09_504
505,Trailer,623,2021,TUI TRAILERS,Grey,2022-02-21,102,Owner505,price_505,Engine_505,License_505,Dim_01_505,Dim_02_505,Dim_03_505,Dim_04_505,Dim_05_505,Dim_06_505,Dim_07_505,Dim_08_505,Dim_09_505
506,Trailer,528,2021,FACTORYBUILT,Silver,2021-12-24,102,Owner506,price_506,Engine_506,License_506,Dim_01_506,Dim_02_506,Dim_03_506,Dim_04_506,Dim_05_506,Dim_06_506,Dim_07_506,Dim_08_506,Dim_09_506
507,Trailer,549,1969,TRAILER,Blue,2022-02-23,103,Owner507,price_507,Engine_507,License_507,Dim_01_507,Dim_02_507,Dim_03_507,Dim_04_507,Dim_05_507,Dim_06_507,Dim_07_507,Dim_08_507,Dim_09_507
508,Trailer,549,1997,TRANSPORTE GT PRODCU,Silver,2022-02-14,104,Owner508,price_508,Engine_508,License_508,Dim_01_508,Dim_02_508,Dim_03_508,Dim_04_508,Dim_05_508,Dim_06_508,Dim_07_508,Dim_08_508,Dim_09_508
509,Trailer,623,1967,HOMEMADE,Green,2021-12-09,115,Owner509,price_509,Engine_509,License_509,Dim_01_509,Dim_02_509,Dim_03_509,Dim_04_509,Dim_05_509,Dim_06_509,Dim_07_509,Dim_08_509,Dim_09_509
510,Trailer,623,2021,HOMEBUILT,Grey,2021-12-22,107,Owner510,price_510,Engine_510,License_510,Dim_01_510,Dim_02_510,Dim_03_510,Dim_04_510,Dim_05_510,Dim_06_510,Dim_07_510,Dim_08_510,Dim_09_510
511,Trailer,623,2021,CAR TRANSPORT,Silver,2022-01-22,114,Owner511,price_511,Engine_511,License_511,Dim_01_511,Dim_02_511,Dim_03_511,Dim_04_511,Dim_05_511,Dim_06_511,Dim_07_511,Dim_08_511,Dim_09_511
512,Trailer,623,2021,CAR TRANSPORRT,Silver,2022-03-15,114,Owner512,price_512,Engine_512,License_512,Dim_01_512,Dim_02_512,Dim_03_512,Dim_04_512,Dim_05_512,Dim_06_512,Dim_07_512,Dim_08_512,Dim_09_512
513,Trailer,623,2021,TRAYLA,Silver,2021-12-07,109,Owner513,price_513,Engine_513,License_513,Dim_01_513,Dim_02_513,Dim_03_513,Dim_04_513,Dim_05_513,Dim_06_513,Dim_07_513,Dim_08_513,Dim_09_513
514,Trailer,623,1998,HOMEMADE,Green,2022-03-16,107,Owner514,price_514,Engine_514,License_514,Dim_01_514,Dim_02_514,Dim_03_514,Dim_04_514,Dim_05_514,Dim_06_514,Dim_07_514,Dim_08_514,Dim_09_514
515,Trailer,549,2021,TRAILER,Black,2022-03-04,108,Owner515,price_515,Engine_515,License_515,Dim_01_515,Dim_02_515,Dim_03_515,Dim_04_515,Dim_05_515,Dim_06_515,Dim_07_515,Dim_08_515,Dim_09_515
516,Trailer,572,2021,DOMESTIC TRAILER,Silver,2021-11-15,115,Owner516,price_516,Engine_516,License_516,Dim_01_516,Dim_02_516,Dim_03_516,Dim_04_516,Dim_05_516,Dim_06_516,Dim_07_516,Dim_08_516,Dim_09_516
517,Caravan,623,2021,TRANSPORTER,Silver,2022-02-23,106,Owner517,price_517,Engine_517,License_517,Dim_01_517,Dim_02_517,Dim_03_517,Dim_04_517,Dim_05_517,Dim_06_517,Dim_07_517,Dim_08_517,Dim_09_517
518,Trailer,623,2021,ROAD CHIEF,Silver,2021-12-13,104,Owner518,price_518,Engine_518,License_518,Dim_01_518,Dim_02_518,Dim_03_518,Dim_04_518,Dim_05_518,Dim_06_518,Dim_07_518,Dim_08_518,Dim_09_518
519,Moped,550,2002,NVS,Blue,2022-01-23,109,Owner519,price_519,Engine_519,License_519,Dim_01_519,Dim_02_519,Dim_03_519,Dim_04_519,Dim_05_519,Dim_06_519,Dim_07_519,Dim_08_519,Dim_09_519
520,Trailer,623,2021,HEAVEN171H,Silver,2021-11-15,108,Owner520,price_520,Engine_520,License_520,Dim_01_520,Dim_02_520,Dim_03_520,Dim_04_520,Dim_05_520,Dim_06_520,Dim_07_520,Dim_08_520,Dim_09_520
521,Trailer,623,1976,LOCAL,Grey,2022-01-07,105,Owner521,price_521,Engine_521,License_521,Dim_01_521,Dim_02_521,Dim_03_521,Dim_04_521,Dim_05_521,Dim_06_521,Dim_07_521,Dim_08_521,Dim_09_521
522,Caravan,571,1975,CHEVRON 1500,White,2022-01-13,102,Owner522,price_522,Engine_522,License_522,Dim_01_522,Dim_02_522,Dim_03_522,Dim_04_522,Dim_05_522,Dim_06_522,Dim_07_522,Dim_08_522,Dim_09_522
523,Trailer,623,2021,CAR TRAILER,Silver,2021-12-29,102,Owner523,price_523,Engine_523,License_523,Dim_01_523,Dim_02_523,Dim_03_523,Dim_04_523,Dim_05_523,Dim_06_523,Dim_07_523,Dim_08_523,Dim_09_523
524,Trailer,623,2021,D-MAX FLATDECK,Silver,2021-12-09,102,Owner524,price_524,Engine_524,License_524,Dim_01_524,Dim_02_524,Dim_03_524,Dim_04_524,Dim_05_524,Dim_06_524,Dim_07_524,Dim_08_524,Dim_09_524
525,Roadbike,561,2005,ZX,Silver,2021-12-09,103,Owner525,price_525,Engine_525,License_525,Dim_01_525,Dim_02_525,Dim_03_525,Dim_04_525,Dim_05_525,Dim_06_525,Dim_07_525,Dim_08_525,Dim_09_525
526,Trailer,623,2021,DOMESTIC,Silver,2021-12-14,101,Owner526,price_526,Engine_526,License_526,Dim_01_526,Dim_02_526,Dim_03_526,Dim_04_526,Dim_05_526,Dim_06_526,Dim_07_526,Dim_08_526,Dim_09_526
527,Trailer,623,2021,KING,Silver,2021-11-08,107,Owner527,price_527,Engine_527,License_527,Dim_01_527,Dim_02_527,Dim_03_527,Dim_04_527,Dim_05_527,Dim_06_527,Dim_07_527,Dim_08_527,Dim_09_527
528,Roadbike,611,2002,GS,Black,2021-12-01,102,Owner528,price_528,Engine_528,License_528,Dim_01_528,Dim_02_528,Dim_03_528,Dim_04_528,Dim_05_528,Dim_06_528,Dim_07_528,Dim_08_528,Dim_09_528
529,Moped,611,2000,STREET MAGIC TR50 8,Green,2022-02-26,102,Owner529,price_529,Engine_529,License_529,Dim_01_529,Dim_02_529,Dim_03_529,Dim_04_529,Dim_05_529,Dim_06_529,Dim_07_529,Dim_08_529,Dim_09_529
530,Roadbike,611,2002,SV650S,Red,2022-01-30,107,Owner530,price_530,Engine_530,License_530,Dim_01_530,Dim_02_530,Dim_03_530,Dim_04_530,Dim_05_530,Dim_06_530,Dim_07_530,Dim_08_530,Dim_09_530
531,Trailer,623,2017,OUTPOST 10X6,Silver,2022-02-14,102,Owner531,price_531,Engine_531,License_531,Dim_01_531,Dim_02_531,Dim_03_531,Dim_04_531,Dim_05_531,Dim_06_531,Dim_07_531,Dim_08_531,Dim_09_531
532,Trailer,562,2017,KC 126,Silver,2022-01-10,102,Owner532,price_532,Engine_532,License_532,Dim_01_532,Dim_02_532,Dim_03_532,Dim_04_532,Dim_05_532,Dim_06_532,Dim_07_532,Dim_08_532,Dim_09_532
533,Trailer,622,2017,COMPASS S74,Silver,2021-12-09,114,Owner533,price_533,Engine_533,License_533,Dim_01_533,Dim_02_533,Dim_03_533,Dim_04_533,Dim_05_533,Dim_06_533,Dim_07_533,Dim_08_533,Dim_09_533
534,Trailer,623,2017,GOODS,Grey,2022-04-05,109,Owner534,price_534,Engine_534,License_534,Dim_01_534,Dim_02_534,Dim_03_534,Dim_04_534,Dim_05_534,Dim_06_534,Dim_07_534,Dim_08_534,Dim_09_534
535,Trailer,623,1977,HOMEBUILT,White,2021-11-16,105,Owner535,price_535,Engine_535,License_535,Dim_01_535,Dim_02_535,Dim_03_535,Dim_04_535,Dim_05_535,Dim_06_535,Dim_07_535,Dim_08_535,Dim_09_535
536,Trailer,623,2017,M J TANDEM AXLE,Silver,2021-12-20,114,Owner536,price_536,Engine_536,License_536,Dim_01_536,Dim_02_536,Dim_03_536,Dim_04_536,Dim_05_536,Dim_06_536,Dim_07_536,Dim_08_536,Dim_09_536
537,Trailer,623,2017,TOTAL POWER,Silver,2021-11-15,114,Owner537,price_537,Engine_537,License_537,Dim_01_537,Dim_02_537,Dim_03_537,Dim_04_537,Dim_05_537,Dim_06_537,Dim_07_537,Dim_08_537,Dim_09_537
538,Trailer,623,2017,TRAYLA,Silver,2021-11-21,106,Owner538,price_538,Engine_538,License_538,Dim_01_538,Dim_02_538,Dim_03_538,Dim_04_538,Dim_05_538,Dim_06_538,Dim_07_538,Dim_08_538,Dim_09_538
539,Boat Trailer,623,2000,FRONT RUNNER,Silver,2021-12-15,103,Owner539,price_539,Engine_539,License_539,Dim_01_539,Dim_02_539,Dim_03_539,Dim_04_539,Dim_05_539,Dim_06_539,Dim_07_539,Dim_08_539,Dim_09_539
540,Trailer,623,2017,HOMEBUILT,Silver,2022-04-05,108,Owner540,price_540,Engine_540,License_540,Dim_01_540,Dim_02_540,Dim_03_540,Dim_04_540,Dim_05_540,Dim_06_540,Dim_07_540,Dim_08_540,Dim_09_540
541,Trailer,623,2017,UTBT,Silver,2022-03-13,103,Owner541,price_541,Engine_541,License_541,Dim_01_541,Dim_02_541,Dim_03_541,Dim_04_541,Dim_05_541,Dim_06_541,Dim_07_541,Dim_08_541,Dim_09_541
542,Saloon,511,1963,S3,White,2022-04-05,109,Owner542,price_542,Engine_542,License_542,Dim_01_542,Dim_02_542,Dim_03_542,Dim_04_542,Dim_05_542,Dim_06_542,Dim_07_542,Dim_08_542,Dim_09_542
543,Trailer,623,2017,CAR DOLLY,Silver,2021-10-27,108,Owner543,price_543,Engine_543,License_543,Dim_01_543,Dim_02_543,Dim_03_543,Dim_04_543,Dim_05_543,Dim_06_543,Dim_07_543,Dim_08_543,Dim_09_543
544,Boat Trailer,623,2002,JETSKI FACTORYBUILT,Silver,2022-03-14,114,Owner544,price_544,Engine_544,License_544,Dim_01_544,Dim_02_544,Dim_03_544,Dim_04_544,Dim_05_544,Dim_06_544,Dim_07_544,Dim_08_544,Dim_09_544
545,Trailer,623,2017,COMPASS-KHSTTI,Silver,2022-02-09,109,Owner545,price_545,Engine_545,License_545,Dim_01_545,Dim_02_545,Dim_03_545,Dim_04_545,Dim_05_545,Dim_06_545,Dim_07_545,Dim_08_545,Dim_09_545
546,Trailer,623,2017,COMPASS-KHSTTI,Silver,2021-11-12,103,Owner546,price_546,Engine_546,License_546,Dim_01_546,Dim_02_546,Dim_03_546,Dim_04_546,Dim_05_546,Dim_06_546,Dim_07_546,Dim_08_546,Dim_09_546
547,Trailer,595,2017,TRADE WELLSIDE,Silver,2022-03-18,102,Owner547,price_547,Engine_547,License_547,Dim_01_547,Dim_02_547,Dim_03_547,Dim_04_547,Dim_05_547,Dim_06_547,Dim_07_547,Dim_08_547,Dim_09_547
548,Trailer,623,2018,DOMESTIC,Black,2022-01-16,102,Owner548,price_548,Engine_548,License_548,Dim_01_548,Dim_02_548,Dim_03_548,Dim_04_548,Dim_05_548,Dim_06_548,Dim_07_548,Dim_08_548,Dim_09_548
549,Trailer,623,2021,TIPPER,Silver,2022-02-15,102,Owner549,price_549,Engine_549,License_549,Dim_01_549,Dim_02_549,Dim_03_549,Dim_04_549,Dim_05_549,Dim_06_549,Dim_07_549,Dim_08_549,Dim_09_549
550,Roadbike,550,2007,SCV,Red,2022-03-03,109,Owner550,price_550,Engine_550,License_550,Dim_01_550,Dim_02_550,Dim_03_550,Dim_04_550,Dim_05_550,Dim_06_550,Dim_07_550,Dim_08_550,Dim_09_550
551,Trailer,623,2021,AK,Silver,2021-11-20,109,Owner551,price_551,Engine_551,License_551,Dim_01_551,Dim_02_551,Dim_03_551,Dim_04_551,Dim_05_551,Dim_06_551,Dim_07_551,Dim_08_551,Dim_09_551
552,Trailer,595,2021,BRAKED TANDEM 10X5,Silver,2021-11-08,102,Owner552,price_552,Engine_552,License_552,Dim_01_552,Dim_02_552,Dim_03_552,Dim_04_552,Dim_05_552,Dim_06_552,Dim_07_552,Dim_08_552,Dim_09_552
553,Trailer,623,2000,MANAWATU ENGINEERING,Grey,2022-03-30,114,Owner553,price_553,Engine_553,License_553,Dim_01_553,Dim_02_553,Dim_03_553,Dim_04_553,Dim_05_553,Dim_06_553,Dim_07_553,Dim_08_553,Dim_09_553
554,Trailer,623,1996,HOMEMADE,Grey,2022-03-28,103,Owner554,price_554,Engine_554,License_554,Dim_01_554,Dim_02_554,Dim_03_554,Dim_04_554,Dim_05_554,Dim_06_554,Dim_07_554,Dim_08_554,Dim_09_554
555,Trailer - Heavy,623,2021,NYMIC,Grey,2021-10-29,102,Owner555,price_555,Engine_555,License_555,Dim_01_555,Dim_02_555,Dim_03_555,Dim_04_555,Dim_05_555,Dim_06_555,Dim_07_555,Dim_08_555,Dim_09_555
556,Trailer,514,2021,8X5 DIGGER TRANSPORT,Silver,2021-12-16,114,Owner556,price_556,Engine_556,License_556,Dim_01_556,Dim_02_556,Dim_03_556,Dim_04_556,Dim_05_556,Dim_06_556,Dim_07_556,Dim_08_556,Dim_09_556
557,Trailer,549,2021,LOG SPLITTER,Blue,2021-11-16,107,Owner557,price_557,Engine_557,License_557,Dim_01_557,Dim_02_557,Dim_03_557,Dim_04_557,Dim_05_557,Dim_06_557,Dim_07_557,Dim_08_557,Dim_09_557
558,Trailer,623,2020,DOMESTIC,Grey,2022-02-27,102,Owner558,price_558,Engine_558,License_558,Dim_01_558,Dim_02_558,Dim_03_558,Dim_04_558,Dim_05_558,Dim_06_558,Dim_07_558,Dim_08_558,Dim_09_558
559,Trailer,616,2021,DOMESTIC TRAILER,Silver,2021-11-29,109,Owner559,price_559,Engine_559,License_559,Dim_01_559,Dim_02_559,Dim_03_559,Dim_04_559,Dim_05_559,Dim_06_559,Dim_07_559,Dim_08_559,Dim_09_559
560,Trailer,623,2021,DOMESTIC,Grey,2022-01-03,101,Owner560,price_560,Engine_560,License_560,Dim_01_560,Dim_02_560,Dim_03_560,Dim_04_560,Dim_05_560,Dim_06_560,Dim_07_560,Dim_08_560,Dim_09_560
561,Boat Trailer,623,1985,BOAT,Silver,2021-12-21,104,Owner561,price_561,Engine_561,License_561,Dim_01_561,Dim_02_561,Dim_03_561,Dim_04_561,Dim_05_561,Dim_06_561,Dim_07_561,Dim_08_561,Dim_09_561
562,Trailer,616,2021,DOMESTIC TRAILER,Silver,2021-10-14,102,Owner562,price_562,Engine_562,License_562,Dim_01_562,Dim_02_562,Dim_03_562,Dim_04_562,Dim_05_562,Dim_06_562,Dim_07_562,Dim_08_562,Dim_09_562
563,Trailer,623,2021,BETTER,Silver,2021-10-17,105,Owner563,price_563,Engine_563,License_563,Dim_01_563,Dim_02_563,Dim_03_563,Dim_04_563,Dim_05_563,Dim_06_563,Dim_07_563,Dim_08_563,Dim_09_563
564,Trailer,623,2021,TUFF,Silver,2021-12-03,103,Owner564,price_564,Engine_564,License_564,Dim_01_564,Dim_02_564,Dim_03_564,Dim_04_564,Dim_05_564,Dim_06_564,Dim_07_564,Dim_08_564,Dim_09_564
565,Moped,611,2006,SJ50QT,Blue,2022-01-31,116,Owner565,price_565,Engine_565,License_565,Dim_01_565,Dim_02_565,Dim_03_565,Dim_04_565,Dim_05_565,Dim_06_565,Dim_07_565,Dim_08_565,Dim_09_565
566,Trailer,623,1998,HELLMACK 12X6,Yellow,2022-02-07,114,Owner566,price_566,Engine_566,License_566,Dim_01_566,Dim_02_566,Dim_03_566,Dim_04_566,Dim_05_566,Dim_06_566,Dim_07_566,Dim_08_566,Dim_09_566
567,Trailer - Heavy,623,2021,CT DIG25,Silver,2022-02-14,102,Owner567,price_567,Engine_567,License_567,Dim_01_567,Dim_02_567,Dim_03_567,Dim_04_567,Dim_05_567,Dim_06_567,Dim_07_567,Dim_08_567,Dim_09_567
568,Trailer,538,2021,CUSTOM,White,2021-10-23,103,Owner568,price_568,Engine_568,License_568,Dim_01_568,Dim_02_568,Dim_03_568,Dim_04_568,Dim_05_568,Dim_06_568,Dim_07_568,Dim_08_568,Dim_09_568
569,Trailer - Heavy,623,2021,PRESCOTT,Silver,2021-10-30,104,Owner569,price_569,Engine_569,License_569,Dim_01_569,Dim_02_569,Dim_03_569,Dim_04_569,Dim_05_569,Dim_06_569,Dim_07_569,Dim_08_569,Dim_09_569
570,Trailer,532,2021,TRAILER,Silver,2022-03-01,107,Owner570,price_570,Engine_570,License_570,Dim_01_570,Dim_02_570,Dim_03_570,Dim_04_570,Dim_05_570,Dim_06_570,Dim_07_570,Dim_08_570,Dim_09_570
571,Trailer,623,2021,TRAYLA,Silver,2022-04-05,104,Owner571,price_571,Engine_571,License_571,Dim_01_571,Dim_02_571,Dim_03_571,Dim_04_571,Dim_05_571,Dim_06_571,Dim_07_571,Dim_08_571,Dim_09_571
572,Trailer,616,2021,DOMESTIC TRAILER,Silver,2021-11-09,104,Owner572,price_572,Engine_572,License_572,Dim_01_572,Dim_02_572,Dim_03_572,Dim_04_572,Dim_05_572,Dim_06_572,Dim_07_572,Dim_08_572,Dim_09_572
573,Boat Trailer,623,2021,DMW,Grey,2022-01-26,102,Owner573,price_573,Engine_573,License_573,Dim_01_573,Dim_02_573,Dim_03_573,Dim_04_573,Dim_05_573,Dim_06_573,Dim_07_573,Dim_08_573,Dim_09_573
574,Trailer,538,2021,CONCEPT TRAILERS,Silver,2022-02-22,106,Owner574,price_574,Engine_574,License_574,Dim_01_574,Dim_02_574,Dim_03_574,Dim_04_574,Dim_05_574,Dim_06_574,Dim_07_574,Dim_08_574,Dim_09_574
575,Trailer,623,2019,DOMESTIC,Grey,2021-10-23,102,Owner575,price_575,Engine_575,License_575,Dim_01_575,Dim_02_575,Dim_03_575,Dim_04_575,Dim_05_575,Dim_06_575,Dim_07_575,Dim_08_575,Dim_09_575
576,Caravan,612,2011,CARAVAN,White,2021-11-14,102,Owner576,price_576,Engine_576,License_576,Dim_01_576,Dim_02_576,Dim_03_576,Dim_04_576,Dim_05_576,Dim_06_576,Dim_07_576,Dim_08_576,Dim_09_576
577,Trailer,623,2021,TANDEM,Silver,2022-02-24,102,Owner577,price_577,Engine_577,License_577,Dim_01_577,Dim_02_577,Dim_03_577,Dim_04_577,Dim_05_577,Dim_06_577,Dim_07_577,Dim_08_577,Dim_09_577
578,Trailer,623,2021,JOBMATE,Silver,2022-02-15,107,Owner578,price_578,Engine_578,License_578,Dim_01_578,Dim_02_578,Dim_03_578,Dim_04_578,Dim_05_578,Dim_06_578,Dim_07_578,Dim_08_578,Dim_09_578
579,Trailer,628,2021,DOMESTIC TRAILER,Black,2022-01-24,102,Owner579,price_579,Engine_579,License_579,Dim_01_579,Dim_02_579,Dim_03_579,Dim_04_579,Dim_05_579,Dim_06_579,Dim_07_579,Dim_08_579,Dim_09_579
580,Trailer,501,2021,HUMBAUR,Silver,2022-02-05,102,Owner580,price_580,Engine_580,License_580,Dim_01_580,Dim_02_580,Dim_03_580,Dim_04_580,Dim_05_580,Dim_06_580,Dim_07_580,Dim_08_580,Dim_09_580
581,Boat Trailer,623,2013,JET SKI,Grey,2021-12-06,102,Owner581,price_581,Engine_581,License_581,Dim_01_581,Dim_02_581,Dim_03_581,Dim_04_581,Dim_05_581,Dim_06_581,Dim_07_581,Dim_08_581,Dim_09_581
582,Moped,593,2009,NAKED 50,Blue,2021-11-18,102,Owner582,price_582,Engine_582,License_582,Dim_01_582,Dim_02_582,Dim_03_582,Dim_04_582,Dim_05_582,Dim_06_582,Dim_07_582,Dim_08_582,Dim_09_582
583,Caravan,519,2009,COACHMAN AMARA 520,White,2022-02-22,114,Owner583,price_583,Engine_583,License_583,Dim_01_583,Dim_02_583,Dim_03_583,Dim_04_583,Dim_05_583,Dim_06_583,Dim_07_583,Dim_08_583,Dim_09_583
584,Trailer,623,2021,ELITE,Silver,2022-02-28,114,Owner584,price_584,Engine_584,License_584,Dim_01_584,Dim_02_584,Dim_03_584,Dim_04_584,Dim_05_584,Dim_06_584,Dim_07_584,Dim_08_584,Dim_09_584
585,Trailer - Heavy,623,2021,IFOR WILLIAMS,Silver,2022-02-20,101,Owner585,price_585,Engine_585,License_585,Dim_01_585,Dim_02_585,Dim_03_585,Dim_04_585,Dim_05_585,Dim_06_585,Dim_07_585,Dim_08_585,Dim_09_585
586,Moped,585,2007,VMOTO MILAN,Black,2022-02-21,102,Owner586,price_586,Engine_586,License_586,Dim_01_586,Dim_02_586,Dim_03_586,Dim_04_586,Dim_05_586,Dim_06_586,Dim_07_586,Dim_08_586,Dim_09_586
587,Hatchback,587,2008,TIIDA,Red,2022-03-30,102,Owner587,price_587,Engine_587,License_587,Dim_01_587,Dim_02_587,Dim_03_587,Dim_04_587,Dim_05_587,Dim_06_587,Dim_07_587,Dim_08_587,Dim_09_587
588,Trailer,623,2019,DOMESTIC,Grey,2021-10-19,102,Owner588,price_588,Engine_588,License_588,Dim_01_588,Dim_02_588,Dim_03_588,Dim_04_588,Dim_05_588,Dim_06_588,Dim_07_588,Dim_08_588,Dim_09_588
589,Moped,585,2008,CICLONE,Red,2021-10-18,102,Owner589,price_589,Engine_589,License_589,Dim_01_589,Dim_02_589,Dim_03_589,Dim_04_589,Dim_05_589,Dim_06_589,Dim_07_589,Dim_08_589,Dim_09_589
590,Trailer,623,1993,HOMEMADE,Grey,2022-01-20,114,Owner590,price_590,Engine_590,License_590,Dim_01_590,Dim_02_590,Dim_03_590,Dim_04_590,Dim_05_590,Dim_06_590,Dim_07_590,Dim_08_590,Dim_09_590
591,Trailer,623,1985,LOCAL,White,2022-02-17,103,Owner591,price_591,Engine_591,License_591,Dim_01_591,Dim_02_591,Dim_03_591,Dim_04_591,Dim_05_591,Dim_06_591,Dim_07_591,Dim_08_591,Dim_09_591
592,Trailer,623,2021,BST2021D,Silver,2021-10-24,102,Owner592,price_592,Engine_592,License_592,Dim_01_592,Dim_02_592,Dim_03_592,Dim_04_592,Dim_05_592,Dim_06_592,Dim_07_592,Dim_08_592,Dim_09_592
